alert_id,transaction_id,fraud_score,alert_reason,alert_status,alert_timestamp,assigned_to,assignee_emp_id,resolution_date,created_at,updated_at,source_system
ALR00000486,TR00238548,69,Card Not Present,Closed,2021-03-27 22:18:09,Banjeet Balasubramanian,EMP00000182,2021-04-18,2026-07-25 05:53:12.400945,,Fraud Detection System
ALR00000487,TR00105274,44,Card Not Present,False Positive,2017-06-25 21:16:09,Oni Dubey,EMP00000346,2017-07-10,2026-07-25 05:53:12.401387,,Fraud Detection System
ALR00000488,TR00188039,39,Blacklisted Merchant,Under Investigation,2022-09-19 11:25:39,Pranav Lanka,EMP00000120,,2026-07-25 05:53:12.402516,,Fraud Detection System
ALR00000489,TR00137295,59,Multiple Failed Attempts,Under Investigation,2020-01-02 21:48:49,Anirudh Zacharia,EMP00000180,,2026-07-25 05:53:12.403523,,Fraud Detection System
ALR00000490,TR00151666,30,Multiple Failed Attempts,Under Investigation,2022-12-15 00:26:16,Indira Misra,EMP00000166,,2026-07-25 05:53:12.404517,,Fraud Detection System
ALR00000491,TR00054964,60,Location Mismatch,Resolved,2026-05-18 13:20:54,Kashvi Sarma,EMP00000045,2026-05-21,2026-07-25 05:53:12.405510,,Fraud Detection System
ALR00000492,TR00054661,44,Multiple Failed Attempts,Under Investigation,2024-05-03 21:01:13,Mohini Pathak,EMP00000022,,2026-07-25 05:53:12.406510,,Fraud Detection System
ALR00000493,TR00109425,40,Location Mismatch,Under Investigation,2019-04-23 07:17:48,Chaaya Saran,EMP00000030,,2026-07-25 05:53:12.407524,,Fraud Detection System
ALR00000494,TR00007276,46,Card Not Present,Closed,2026-05-22 03:26:07,Zayan Behl,EMP00000096,2026-05-22,2026-07-25 05:53:12.408526,,Fraud Detection System
ALR00000495,TR00084257,84,Card Not Present,Under Investigation,2025-08-24 11:33:07,Onveer Walla,EMP00000012,,2026-07-25 05:53:12.409512,,Fraud Detection System
ALR00000496,TR00170505,29,Multiple Failed Attempts,Resolved,2014-12-15 11:19:25,Mohini Pathak,EMP00000022,2015-01-06,2026-07-25 05:53:12.410515,,Fraud Detection System
ALR00000497,TR00101408,24,Unusual Spending Pattern,Resolved,2019-07-01 11:34:14,Jack Rajan,EMP00000123,2019-07-28,2026-07-25 05:53:12.411551,,Fraud Detection System
ALR00000498,TR00041411,88,Blacklisted Merchant,Under Investigation,2026-06-04 00:53:21,Onveer Walla,EMP00000012,,2026-07-25 05:53:12.412516,,Fraud Detection System
ALR00000499,TR00117441,95,High Transaction Amount,Resolved,2023-06-15 01:14:42,Ojas Ray,EMP00000066,2023-06-19,2026-07-25 05:53:12.413522,,Fraud Detection System
ALR00000500,TR00031884,68,High Transaction Amount,Resolved,2023-11-14 21:54:52,Banjeet Balasubramanian,EMP00000182,2023-11-17,2026-07-25 05:53:12.414520,,Fraud Detection System
ALR00000501,TR00156429,52,Unusual Spending Pattern,False Positive,2023-02-19 02:14:39,Kiaan Shetty,EMP00000150,2023-03-17,2026-07-25 05:53:12.415524,,Fraud Detection System
ALR00000502,TR00006765,60,High Transaction Amount,Open,2025-01-19 19:41:08,,,,2026-07-25 05:53:12.416531,,Fraud Detection System
ALR00000503,TR00098881,19,Card Not Present,Under Investigation,2026-04-03 23:12:20,Lakshit Dora,EMP00000159,,2026-07-25 05:53:12.417529,,Fraud Detection System
ALR00000504,TR00141704,18,Blacklisted Merchant,False Positive,2021-07-25 21:33:46,Balendra Pingle,EMP00000102,2021-08-04,2026-07-25 05:53:12.418528,,Fraud Detection System
ALR00000505,TR00006786,44,Velocity Check Failed,Closed,2021-09-01 03:01:44,Zayyan Bumb,EMP00000179,2021-09-25,2026-07-25 05:53:12.419523,,Fraud Detection System
ALR00000506,TR00161325,32,High Transaction Amount,False Positive,2025-10-30 01:19:12,Prisha Andra,EMP00000100,2025-11-11,2026-07-25 05:53:12.420521,,Fraud Detection System
ALR00000507,TR00033790,92,Blacklisted Merchant,Under Investigation,2014-09-11 05:15:49,Jyoti Solanki,EMP00000213,,2026-07-25 05:53:12.421529,,Fraud Detection System
ALR00000508,TR00115962,1,Multiple Failed Attempts,Open,2024-10-24 12:59:58,,,,2026-07-25 05:53:12.421529,,Fraud Detection System
ALR00000509,TR00012826,46,Velocity Check Failed,Resolved,2019-09-12 13:48:38,Zaid Dara,EMP00000149,2019-09-18,2026-07-25 05:53:12.422516,,Fraud Detection System
ALR00000510,TR00095243,69,Unusual Spending Pattern,Open,2014-04-01 01:26:20,,,,2026-07-25 05:53:12.423518,,Fraud Detection System
ALR00000511,TR00052802,42,High Transaction Amount,False Positive,2025-12-30 09:09:24,Aditya Shanker,EMP00000084,2026-01-15,2026-07-25 05:53:12.424531,,Fraud Detection System
ALR00000512,TR00082030,33,Unusual Spending Pattern,Resolved,2026-02-20 11:35:12,Kiaan Shetty,EMP00000150,2026-02-23,2026-07-25 05:53:12.425525,,Fraud Detection System
ALR00000513,TR00191524,89,Multiple Failed Attempts,Resolved,2015-10-01 19:37:28,Nakul Bhandari,EMP00000075,2015-10-12,2026-07-25 05:53:12.426515,,Fraud Detection System
ALR00000514,TR00095250,10,Location Mismatch,Resolved,2026-02-19 00:15:06,Aadhya Andra,EMP00000312,2026-03-08,2026-07-25 05:53:12.427527,,Fraud Detection System
ALR00000515,TR00189174,75,Card Not Present,Resolved,2019-01-01 19:17:52,Zayan Behl,EMP00000096,2019-01-14,2026-07-25 05:53:12.428519,,Fraud Detection System
ALR00000516,TR00209118,53,Location Mismatch,Open,2026-07-09 06:59:42,,,,2026-07-25 05:53:12.429519,,Fraud Detection System
ALR00000517,TR00062956,79,Unusual Spending Pattern,Under Investigation,2015-10-23 06:08:20,Chandresh Sood,EMP00000074,,2026-07-25 05:53:12.430515,,Fraud Detection System
ALR00000518,TR00020668,12,High Transaction Amount,Under Investigation,2017-07-12 15:15:36,Yagnesh Shan,EMP00000279,,2026-07-25 05:53:12.431528,,Fraud Detection System
ALR00000519,TR00004895,31,Card Not Present,Resolved,2018-07-11 03:15:55,Aahana Pillay,EMP00000186,2018-07-18,2026-07-25 05:53:12.432527,,Fraud Detection System
ALR00000520,TR00135687,31,Multiple Failed Attempts,Resolved,2024-12-06 07:46:11,Balendra Pingle,EMP00000102,2024-12-27,2026-07-25 05:53:12.433512,,Fraud Detection System
ALR00000521,TR00249981,53,Velocity Check Failed,Under Investigation,2022-09-20 08:58:25,Gaurang Murty,EMP00000264,,2026-07-25 05:53:12.434515,,Fraud Detection System
ALR00000522,TR00087533,35,Location Mismatch,Open,2023-03-31 12:27:19,,,,2026-07-25 05:53:12.434515,,Fraud Detection System
ALR00000523,TR00163274,76,High Transaction Amount,Resolved,2025-12-30 15:24:07,Divya Kala,EMP00000018,2026-01-25,2026-07-25 05:53:12.436516,,Fraud Detection System
ALR00000524,TR00196798,41,Multiple Failed Attempts,Under Investigation,2023-04-17 12:19:13,Lajita Seshadri,EMP00000235,,2026-07-25 05:53:12.437540,,Fraud Detection System
ALR00000525,TR00163631,59,Location Mismatch,False Positive,2026-03-07 22:41:59,Balveer Bumb,EMP00000079,2026-03-21,2026-07-25 05:53:12.438516,,Fraud Detection System
ALR00000526,TR00189779,26,Multiple Failed Attempts,Under Investigation,2022-02-04 06:15:41,Meghana Maharaj,EMP00000320,,2026-07-25 05:53:12.439511,,Fraud Detection System
ALR00000527,TR00237604,62,Unusual Spending Pattern,Under Investigation,2026-07-20 21:19:36,Prisha Andra,EMP00000100,,2026-07-25 05:53:12.440509,,Fraud Detection System
ALR00000528,TR00049718,54,Unusual Spending Pattern,Resolved,2021-10-06 04:49:08,Adweta Edwin,EMP00000099,2021-11-04,2026-07-25 05:53:12.441436,,Fraud Detection System
ALR00000529,TR00005176,19,Location Mismatch,Resolved,2019-09-10 15:24:00,Nakul Bhandari,EMP00000075,2019-10-05,2026-07-25 05:53:12.442509,,Fraud Detection System
ALR00000530,TR00038026,94,Velocity Check Failed,Resolved,2022-08-31 15:10:30,Jack Rajan,EMP00000123,2022-08-31,2026-07-25 05:53:12.443512,,Fraud Detection System
ALR00000531,TR00031562,8,High Transaction Amount,False Positive,2024-12-02 18:38:21,Zaid Dara,EMP00000149,2024-12-28,2026-07-25 05:53:12.444514,,Fraud Detection System
ALR00000532,TR00168104,26,Blacklisted Merchant,Resolved,2019-06-20 22:21:27,Riya Pai,EMP00000314,2019-07-04,2026-07-25 05:53:12.445523,,Fraud Detection System
ALR00000533,TR00141619,43,Blacklisted Merchant,Under Investigation,2020-05-18 11:18:15,Nimrat Dubey,EMP00000296,,2026-07-25 05:53:12.446526,,Fraud Detection System
ALR00000534,TR00054340,42,Velocity Check Failed,Resolved,2012-05-13 04:46:18,Gaurang Murty,EMP00000264,2012-05-18,2026-07-25 05:53:12.447517,,Fraud Detection System
ALR00000535,TR00175660,92,Location Mismatch,Resolved,2020-02-05 07:06:12,Mohini Pathak,EMP00000022,2020-02-11,2026-07-25 05:53:12.448519,,Fraud Detection System
ALR00000536,TR00192979,33,Blacklisted Merchant,Resolved,2025-07-04 08:26:54,Aadhya Andra,EMP00000312,2025-07-16,2026-07-25 05:53:12.449524,,Fraud Detection System
ALR00000537,TR00042034,89,Blacklisted Merchant,Closed,2025-10-08 10:05:47,Nakul Bhandari,EMP00000075,2025-10-13,2026-07-25 05:53:12.450529,,Fraud Detection System
ALR00000538,TR00152795,55,Card Not Present,Resolved,2026-06-28 17:41:06,Devansh Sachdeva,EMP00000161,2026-07-03,2026-07-25 05:53:12.451529,,Fraud Detection System
ALR00000539,TR00188145,18,Multiple Failed Attempts,Under Investigation,2023-08-23 03:54:04,Nilima Nath,EMP00000260,,2026-07-25 05:53:12.452523,,Fraud Detection System
ALR00000540,TR00028813,65,High Transaction Amount,Open,2025-04-28 19:09:07,,,,2026-07-25 05:53:12.452523,,Fraud Detection System
ALR00000541,TR00206196,83,Velocity Check Failed,Resolved,2025-09-02 03:14:48,Ojas Ray,EMP00000066,2025-09-28,2026-07-25 05:53:12.453517,,Fraud Detection System
ALR00000542,TR00241417,60,Multiple Failed Attempts,Open,2023-12-12 10:18:46,,,,2026-07-25 05:53:12.454511,,Fraud Detection System
ALR00000543,TR00027184,48,Card Not Present,Open,2022-11-05 11:34:47,,,,2026-07-25 05:53:12.455515,,Fraud Detection System
ALR00000544,TR00006478,50,Card Not Present,Open,2023-11-01 07:55:09,,,,2026-07-25 05:53:12.455515,,Fraud Detection System
ALR00000545,TR00078265,25,Unusual Spending Pattern,Open,2026-03-18 20:20:33,,,,2026-07-25 05:53:12.456528,,Fraud Detection System
ALR00000546,TR00170104,76,Location Mismatch,Resolved,2026-07-05 00:35:37,Indira Misra,EMP00000166,2026-07-08,2026-07-25 05:53:12.457518,,Fraud Detection System
ALR00000547,TR00239713,69,Velocity Check Failed,False Positive,2019-03-11 19:45:46,Nicholas Goel,EMP00000108,2019-03-24,2026-07-25 05:53:12.458506,,Fraud Detection System
ALR00000548,TR00099467,9,Unusual Spending Pattern,False Positive,2015-11-01 15:10:26,Kiaan Shetty,EMP00000150,2015-11-14,2026-07-25 05:53:12.459513,,Fraud Detection System
ALR00000549,TR00179558,50,Velocity Check Failed,Resolved,2019-06-26 01:03:03,Diya Rattan,EMP00000016,2019-07-25,2026-07-25 05:53:12.460528,,Fraud Detection System
ALR00000550,TR00019343,71,Card Not Present,False Positive,2020-04-25 18:18:38,Riya Pai,EMP00000314,2020-05-05,2026-07-25 05:53:12.461526,,Fraud Detection System
ALR00000551,TR00173515,50,Blacklisted Merchant,Resolved,2026-07-12 22:23:51,Yagnesh Shan,EMP00000279,2026-07-20,2026-07-25 05:53:12.462520,,Fraud Detection System
ALR00000552,TR00157639,50,Card Not Present,Resolved,2013-11-25 03:27:29,Vaishnavi Bora,EMP00000143,2013-12-04,2026-07-25 05:53:12.463517,,Fraud Detection System
ALR00000553,TR00025591,9,Location Mismatch,Closed,2024-02-14 09:40:56,Lajita Seshadri,EMP00000235,2024-02-26,2026-07-25 05:53:12.464528,,Fraud Detection System
ALR00000554,TR00194323,90,Blacklisted Merchant,False Positive,2020-11-23 22:36:37,Indira Misra,EMP00000166,2020-12-17,2026-07-25 05:53:12.465527,,Fraud Detection System
ALR00000555,TR00213344,45,Blacklisted Merchant,False Positive,2025-06-02 16:02:40,Yuvraj Handa,EMP00000060,2025-06-25,2026-07-25 05:53:12.466525,,Fraud Detection System
ALR00000556,TR00150890,92,Card Not Present,Open,2019-01-22 22:46:45,,,,2026-07-25 05:53:12.467530,,Fraud Detection System
ALR00000557,TR00030272,5,Velocity Check Failed,Under Investigation,2023-05-22 01:27:10,Jyoti Solanki,EMP00000213,,2026-07-25 05:53:12.468521,,Fraud Detection System
ALR00000558,TR00246037,49,Multiple Failed Attempts,False Positive,2021-06-14 22:38:18,Veer Bir,EMP00000050,2021-06-26,2026-07-25 05:53:12.469528,,Fraud Detection System
ALR00000559,TR00197163,2,Card Not Present,Resolved,2021-02-22 03:20:28,Oni Dubey,EMP00000346,2021-02-24,2026-07-25 05:53:12.470520,,Fraud Detection System
ALR00000560,TR00086825,40,Card Not Present,Under Investigation,2019-01-05 01:43:49,Riya Pai,EMP00000314,,2026-07-25 05:53:12.471516,,Fraud Detection System
ALR00000561,TR00107637,21,Velocity Check Failed,Resolved,2016-09-23 20:55:43,Nilima Nath,EMP00000260,2016-09-27,2026-07-25 05:53:12.472516,,Fraud Detection System
ALR00000562,TR00092795,20,Multiple Failed Attempts,Resolved,2024-11-30 13:00:51,Sudiksha Aggarwal,EMP00000031,2024-12-20,2026-07-25 05:53:12.473523,,Fraud Detection System
ALR00000563,TR00127074,100,Blacklisted Merchant,False Positive,2015-03-30 15:12:55,Aadhya Andra,EMP00000312,2015-04-12,2026-07-25 05:53:12.476432,,Fraud Detection System
ALR00000564,TR00085290,2,Velocity Check Failed,Resolved,2025-03-17 03:25:36,Balveer Parmar,EMP00000105,2025-03-19,2026-07-25 05:53:12.477431,,Fraud Detection System
ALR00000565,TR00213186,40,Location Mismatch,Resolved,2012-01-01 09:26:46,Veer Bir,EMP00000050,2012-01-01,2026-07-25 05:53:12.479431,,Fraud Detection System
ALR00000566,TR00206906,97,High Transaction Amount,Closed,2023-05-30 17:02:02,Veer Bir,EMP00000050,2023-06-15,2026-07-25 05:53:12.480431,,Fraud Detection System
ALR00000567,TR00026474,33,Card Not Present,Under Investigation,2015-07-08 07:38:33,Yagnesh Shan,EMP00000279,,2026-07-25 05:53:12.481431,,Fraud Detection System
ALR00000568,TR00240441,19,Unusual Spending Pattern,Resolved,2020-04-28 02:01:55,Ekansh Keer,EMP00000077,2020-05-04,2026-07-25 05:53:12.482430,,Fraud Detection System
ALR00000569,TR00159605,18,Location Mismatch,False Positive,2018-11-26 15:25:12,Akshay Lalla,EMP00000335,2018-12-08,2026-07-25 05:53:12.483429,,Fraud Detection System
ALR00000570,TR00208305,43,Location Mismatch,Resolved,2025-12-31 00:43:50,Yuvraj Handa,EMP00000060,2026-01-07,2026-07-25 05:53:12.484431,,Fraud Detection System
ALR00000571,TR00177682,39,Blacklisted Merchant,Open,2025-10-21 20:56:57,,,,2026-07-25 05:53:12.485430,,Fraud Detection System
ALR00000572,TR00109338,57,Location Mismatch,Resolved,2024-07-08 00:46:58,Ojas Ray,EMP00000066,2024-07-29,2026-07-25 05:53:12.486429,,Fraud Detection System
ALR00000573,TR00184465,88,Multiple Failed Attempts,Under Investigation,2021-08-22 06:05:43,Dipta Sarin,EMP00000122,,2026-07-25 05:53:12.487429,,Fraud Detection System
ALR00000574,TR00241641,50,Blacklisted Merchant,Under Investigation,2026-06-08 20:41:51,Lajita Seshadri,EMP00000235,,2026-07-25 05:53:12.488429,,Fraud Detection System
ALR00000575,TR00067475,3,High Transaction Amount,Resolved,2026-01-02 21:32:47,Nakul Sarma,EMP00000089,2026-01-28,2026-07-25 05:53:12.489429,,Fraud Detection System
ALR00000576,TR00203579,45,Unusual Spending Pattern,Resolved,2026-03-23 03:15:49,Prisha Andra,EMP00000100,2026-04-12,2026-07-25 05:53:12.490429,,Fraud Detection System
ALR00000577,TR00135373,62,Unusual Spending Pattern,Resolved,2025-06-28 02:44:07,Pranav Lanka,EMP00000120,2025-07-25,2026-07-25 05:53:12.491430,,Fraud Detection System
ALR00000578,TR00121374,12,Unusual Spending Pattern,Resolved,2020-05-08 01:53:46,Ishwar Kamdar,EMP00000185,2020-05-08,2026-07-25 05:53:12.492430,,Fraud Detection System
ALR00000579,TR00109359,69,Card Not Present,False Positive,2026-03-30 14:35:48,Zayan Behl,EMP00000096,2026-04-04,2026-07-25 05:53:12.493431,,Fraud Detection System
ALR00000580,TR00183846,29,High Transaction Amount,False Positive,2024-07-06 08:36:18,Chandresh Sood,EMP00000074,2024-07-09,2026-07-25 05:53:12.494429,,Fraud Detection System
ALR00000581,TR00067025,64,Velocity Check Failed,Resolved,2013-05-16 14:05:47,Divya Kala,EMP00000018,2013-05-23,2026-07-25 05:53:12.495432,,Fraud Detection System
ALR00000582,TR00213727,39,Location Mismatch,Resolved,2017-04-19 00:39:52,Lakshit Upadhyay,EMP00000023,2017-05-15,2026-07-25 05:53:12.496429,,Fraud Detection System
ALR00000583,TR00208799,21,Card Not Present,Closed,2023-05-31 08:19:24,Benjamin Morar,EMP00000104,2023-06-01,2026-07-25 05:53:12.497429,,Fraud Detection System
ALR00000584,TR00021882,40,High Transaction Amount,False Positive,2024-03-08 04:37:27,Lajita Seshadri,EMP00000235,2024-03-25,2026-07-25 05:53:12.498430,,Fraud Detection System
ALR00000585,TR00221309,67,Multiple Failed Attempts,Resolved,2026-01-09 10:49:04,Nicholas Goel,EMP00000108,2026-02-06,2026-07-25 05:53:12.499430,,Fraud Detection System
ALR00000586,TR00060861,44,Blacklisted Merchant,Under Investigation,2013-04-23 23:18:21,Akshay Lalla,EMP00000335,,2026-07-25 05:53:12.500716,,Fraud Detection System
ALR00000587,TR00116754,43,Location Mismatch,Open,2021-02-08 11:14:33,,,,2026-07-25 05:53:12.500716,,Fraud Detection System
ALR00000588,TR00153581,87,Velocity Check Failed,Resolved,2025-05-31 05:56:10,Adweta Edwin,EMP00000099,2025-06-26,2026-07-25 05:53:12.501844,,Fraud Detection System
ALR00000589,TR00095208,15,Blacklisted Merchant,Resolved,2026-01-29 11:34:11,Devansh Rajan,EMP00000026,2026-02-05,2026-07-25 05:53:12.502843,,Fraud Detection System
ALR00000590,TR00007220,21,Multiple Failed Attempts,Under Investigation,2026-05-18 23:04:11,Zaid Dara,EMP00000149,,2026-07-25 05:53:12.503836,,Fraud Detection System
ALR00000591,TR00213524,53,Blacklisted Merchant,False Positive,2022-03-14 19:07:17,Devansh Sachdeva,EMP00000161,2022-04-03,2026-07-25 05:53:12.505836,,Fraud Detection System
ALR00000592,TR00045490,45,Unusual Spending Pattern,False Positive,2022-09-09 11:17:40,Zayan Behl,EMP00000096,2022-09-15,2026-07-25 05:53:12.506837,,Fraud Detection System
ALR00000593,TR00052889,88,Card Not Present,Resolved,2024-11-01 14:51:44,Indira Misra,EMP00000166,2024-11-03,2026-07-25 05:53:12.507851,,Fraud Detection System
ALR00000594,TR00200944,50,Blacklisted Merchant,Resolved,2024-11-24 17:59:12,Aadhya Andra,EMP00000312,2024-12-08,2026-07-25 05:53:12.508747,,Fraud Detection System
ALR00000595,TR00085161,25,High Transaction Amount,Open,2024-06-13 07:42:22,,,,2026-07-25 05:53:12.508747,,Fraud Detection System
ALR00000596,TR00220990,94,Card Not Present,Resolved,2025-11-05 16:42:26,Anirudh Zacharia,EMP00000180,2025-11-22,2026-07-25 05:53:12.509837,,Fraud Detection System
ALR00000597,TR00176088,41,High Transaction Amount,Resolved,2021-02-15 13:35:37,Nimrat Dubey,EMP00000296,2021-02-16,2026-07-25 05:53:12.510843,,Fraud Detection System
ALR00000598,TR00069005,98,Card Not Present,Under Investigation,2014-09-26 20:36:23,Nakul Bhandari,EMP00000075,,2026-07-25 05:53:12.511846,,Fraud Detection System
ALR00000599,TR00002684,91,Multiple Failed Attempts,Resolved,2008-05-09 09:21:28,Akshay Lalla,EMP00000335,2008-05-26,2026-07-25 05:53:12.512838,,Fraud Detection System
ALR00000600,TR00237209,36,Velocity Check Failed,Resolved,2014-08-07 02:42:49,Dipta Sarin,EMP00000122,2014-08-17,2026-07-25 05:53:12.513841,,Fraud Detection System
ALR00000601,TR00021565,79,Blacklisted Merchant,Under Investigation,2025-12-16 20:39:14,Jeremiah Dave,EMP00000041,,2026-07-25 05:53:12.514842,,Fraud Detection System
ALR00000602,TR00180950,27,Unusual Spending Pattern,False Positive,2022-05-24 23:19:06,Balveer Parmar,EMP00000105,2022-06-05,2026-07-25 05:53:12.515837,,Fraud Detection System
ALR00000603,TR00122689,88,High Transaction Amount,Closed,2023-11-11 10:25:06,Zaid Dara,EMP00000149,2023-11-15,2026-07-25 05:53:12.516842,,Fraud Detection System
ALR00000604,TR00190720,44,Card Not Present,Resolved,2021-02-02 20:20:32,Balveer Parmar,EMP00000105,2021-02-19,2026-07-25 05:53:12.517836,,Fraud Detection System
ALR00000605,TR00173515,100,High Transaction Amount,Under Investigation,2026-07-12 21:33:51,Nakul Bhandari,EMP00000075,,2026-07-25 05:53:12.518851,,Fraud Detection System
ALR00000606,TR00162124,81,High Transaction Amount,Open,2025-07-18 08:08:34,,,,2026-07-25 05:53:12.519849,,Fraud Detection System
ALR00000607,TR00123253,27,Unusual Spending Pattern,False Positive,2023-06-06 21:04:03,Zaid Dara,EMP00000149,2023-07-03,2026-07-25 05:53:12.520835,,Fraud Detection System
ALR00000608,TR00199700,24,Velocity Check Failed,Resolved,2026-02-15 19:36:30,Dipta Sarin,EMP00000122,2026-03-06,2026-07-25 05:53:12.521845,,Fraud Detection System
ALR00000609,TR00023370,11,Velocity Check Failed,Resolved,2022-07-07 10:27:34,Sudiksha Aggarwal,EMP00000031,2022-07-14,2026-07-25 05:53:12.522846,,Fraud Detection System
ALR00000610,TR00055241,23,Card Not Present,Open,2022-07-18 15:05:46,,,,2026-07-25 05:53:12.523847,,Fraud Detection System
ALR00000611,TR00173831,91,Multiple Failed Attempts,Resolved,2026-07-02 10:10:40,Aditya Shanker,EMP00000084,2026-07-24,2026-07-25 05:53:12.524863,,Fraud Detection System
ALR00000612,TR00076764,44,Unusual Spending Pattern,Open,2025-09-23 06:43:05,,,,2026-07-25 05:53:12.524863,,Fraud Detection System
ALR00000613,TR00146131,44,High Transaction Amount,False Positive,2016-09-28 01:26:52,Prisha Andra,EMP00000100,2016-10-09,2026-07-25 05:53:12.525881,,Fraud Detection System
ALR00000614,TR00118889,54,Card Not Present,Open,2019-05-10 09:57:26,,,,2026-07-25 05:53:12.526867,,Fraud Detection System
ALR00000615,TR00133351,45,Velocity Check Failed,Resolved,2023-09-19 18:20:51,Aadhya Andra,EMP00000312,2023-09-26,2026-07-25 05:53:12.527837,,Fraud Detection System
ALR00000616,TR00106960,82,Location Mismatch,Resolved,2021-08-09 11:18:00,Nicholas Goel,EMP00000108,2021-08-17,2026-07-25 05:53:12.528834,,Fraud Detection System
ALR00000617,TR00187651,58,Velocity Check Failed,Under Investigation,2018-08-19 09:50:34,Lakshit Upadhyay,EMP00000023,,2026-07-25 05:53:12.529834,,Fraud Detection System
ALR00000618,TR00082945,48,Velocity Check Failed,False Positive,2026-07-19 06:43:40,Jyoti Solanki,EMP00000213,2026-07-24,2026-07-25 05:53:12.530846,,Fraud Detection System
ALR00000619,TR00176531,2,Blacklisted Merchant,Closed,2025-03-29 01:45:05,Benjamin Morar,EMP00000104,2025-04-18,2026-07-25 05:53:12.531842,,Fraud Detection System
ALR00000620,TR00067659,30,Unusual Spending Pattern,Resolved,2020-11-07 16:00:17,Divya Kala,EMP00000018,2020-11-08,2026-07-25 05:53:12.532841,,Fraud Detection System
ALR00000621,TR00062782,67,Card Not Present,Open,2025-09-26 03:19:04,,,,2026-07-25 05:53:12.533847,,Fraud Detection System
ALR00000622,TR00030164,56,Blacklisted Merchant,False Positive,2025-10-08 12:01:33,Aadhya Andra,EMP00000312,2025-10-16,2026-07-25 05:53:12.534840,,Fraud Detection System
ALR00000623,TR00047988,61,Unusual Spending Pattern,Open,2020-08-14 07:24:06,,,,2026-07-25 05:53:12.534840,,Fraud Detection System
ALR00000624,TR00029925,58,Location Mismatch,Open,2018-06-06 13:18:12,,,,2026-07-25 05:53:12.535849,,Fraud Detection System
ALR00000625,TR00134685,0,Velocity Check Failed,Resolved,2025-04-04 08:31:07,Hritik Kaur,EMP00000338,2025-04-20,2026-07-25 05:53:12.536851,,Fraud Detection System
ALR00000626,TR00191815,63,Location Mismatch,Resolved,2023-09-21 14:28:31,Kiaan Shetty,EMP00000150,2023-10-10,2026-07-25 05:53:12.537844,,Fraud Detection System
ALR00000627,TR00046213,10,High Transaction Amount,Resolved,2023-07-22 17:31:02,Kiaan Shetty,EMP00000150,2023-08-03,2026-07-25 05:53:12.538841,,Fraud Detection System
ALR00000628,TR00053884,63,Card Not Present,Resolved,2019-09-09 20:44:34,Yuvraj Handa,EMP00000060,2019-09-21,2026-07-25 05:53:12.539849,,Fraud Detection System
ALR00000629,TR00121515,58,Multiple Failed Attempts,Resolved,2023-07-11 17:33:00,Yagnesh Shan,EMP00000279,2023-07-18,2026-07-25 05:53:12.540847,,Fraud Detection System
ALR00000630,TR00182105,95,Unusual Spending Pattern,Resolved,2020-08-08 16:40:01,Nakul Bhandari,EMP00000075,2020-08-13,2026-07-25 05:53:12.541778,,Fraud Detection System
ALR00000631,TR00244515,44,Blacklisted Merchant,Resolved,2021-11-13 20:32:28,Zaid Dara,EMP00000149,2021-12-01,2026-07-25 05:53:12.542834,,Fraud Detection System
ALR00000632,TR00131689,8,Blacklisted Merchant,Open,2025-05-26 12:03:12,,,,2026-07-25 05:53:12.543836,,Fraud Detection System
ALR00000633,TR00070867,7,Blacklisted Merchant,Under Investigation,2014-11-03 18:51:15,Balendra Pingle,EMP00000102,,2026-07-25 05:53:12.544831,,Fraud Detection System
ALR00000634,TR00025255,61,Velocity Check Failed,Under Investigation,2026-01-18 14:24:48,Divya Kala,EMP00000018,,2026-07-25 05:53:12.545837,,Fraud Detection System
ALR00000635,TR00048355,15,Velocity Check Failed,Resolved,2018-07-30 22:24:19,Nicholas Goel,EMP00000108,2018-07-31,2026-07-25 05:53:12.546834,,Fraud Detection System
ALR00000636,TR00056733,80,High Transaction Amount,Under Investigation,2014-10-26 00:27:30,Balendra Pingle,EMP00000102,,2026-07-25 05:53:12.547856,,Fraud Detection System
ALR00000637,TR00044890,74,Card Not Present,Closed,2026-05-20 22:29:48,Lakshit Dora,EMP00000159,2026-06-11,2026-07-25 05:53:12.548854,,Fraud Detection System
ALR00000638,TR00003672,77,Unusual Spending Pattern,Resolved,2024-04-22 18:57:44,Chaaya Saran,EMP00000030,2024-05-02,2026-07-25 05:53:12.549848,,Fraud Detection System
ALR00000639,TR00134257,36,Unusual Spending Pattern,Resolved,2018-02-03 00:45:10,Veer Bir,EMP00000050,2018-02-12,2026-07-25 05:53:12.550834,,Fraud Detection System
ALR00000640,TR00068541,64,Card Not Present,False Positive,2025-12-10 11:57:49,Lakshit Upadhyay,EMP00000023,2026-01-01,2026-07-25 05:53:12.551846,,Fraud Detection System
ALR00000641,TR00243865,55,Location Mismatch,Open,2025-11-25 20:02:08,,,,2026-07-25 05:53:12.551846,,Fraud Detection System
ALR00000642,TR00139074,77,Velocity Check Failed,Resolved,2025-12-10 23:48:45,Frederick Khurana,EMP00000208,2025-12-26,2026-07-25 05:53:12.553858,,Fraud Detection System
ALR00000643,TR00175218,44,Blacklisted Merchant,Resolved,2021-04-14 21:02:54,Balveer Parmar,EMP00000105,2021-04-28,2026-07-25 05:53:12.554830,,Fraud Detection System
