transaction_id,account_id,merchant_id,card_id,transaction_timestamp,transaction_type,transaction_channel,transaction_status,amount,currency,reference_number,narration,location_city,location_state,is_international,created_at,updated_at,source_system
TR00453902,ACC00007747,,CD00008120,2023-03-28 08:28:48,Credit,Branch,Success,93769.48,INR,TXNUTR202608034475533704,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.119539,,Enterprise System
TR00453903,ACC00007751,MER00001123,,2017-10-26 09:25:17,POS Purchase,POS,Success,42654.47,INR,TXNUTR202608036124773768,POS Purchase at New Patel Multiplex,RANGA REDDY,TELANGANA,No,2026-08-03 12:22:47.119539,,Enterprise System
TR00453904,ACC00007711,,,2022-08-10 11:11:30,Deposit,Branch,Failed,278911.11,INR,TXNUTR202608030056357143,Cash Deposit,UDALGURI,ASSAM,No,2026-08-03 12:22:47.119539,,Enterprise System
TR00453905,ACC00007739,MER00001131,CD00008112,2024-07-17 03:57:51,Bill Payment,Auto Debit,Success,26711.45,INR,TXNUTR202608033832314774,Bill Payment - Shree Varkey Restaurant,KATNI,MADHYA PRADESH,No,2026-08-03 12:22:47.120639,,Enterprise System
TR00453906,ACC00007719,MER00001134,CD00008087,2012-06-27 00:54:21,POS Purchase,POS,Success,37188.44,INR,TXNUTR202608034943797204,POS Purchase at Shree Kakar Academy,ANAND,GUJARAT,Yes,2026-08-03 12:22:47.120639,,Enterprise System
TR00453907,ACC00007715,,CD00008081,2013-09-10 06:39:16,Transfer,RTGS,Success,710647.56,INR,TXNUTR202608034056308203,RTGS Transfer,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.121642,,Enterprise System
TR00453908,ACC00007717,MER00001140,CD00008084,2026-06-07 16:51:30,Online Payment,UPI,Success,10054.24,INR,TXNUTR202608030167228376,Online Payment to Sai Andra Electricity,CUDDALORE,TAMIL NADU,No,2026-08-03 12:22:47.121642,,Enterprise System
TR00453909,ACC00007753,MER00001102,CD00008126,2007-09-06 03:02:39,POS Purchase,POS,Success,13100.59,INR,TXNUTR202608037159934420,POS Purchase at Modern Virk Provision Store,UDALGURI,ASSAM,Yes,2026-08-03 12:22:47.121642,,Enterprise System
TR00453910,ACC00007714,,,2026-06-26 13:50:34,Credit,IMPS,Failed,259645.93,INR,TXNUTR202608036460479006,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.121642,,Enterprise System
TR00453911,ACC00007765,,CD00008138,2025-08-01 23:55:09,Debit,UPI,Success,5335.5,INR,TXNUTR202608030030213635,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.121642,,Enterprise System
TR00453912,ACC00007702,,CD00008066,2018-11-13 22:57:55,Transfer,Mobile Banking,Success,46999.06,INR,TXNUTR202608033611144380,Mobile Banking Transfer,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.121642,,Enterprise System
TR00453913,ACC00007711,,,2012-06-02 21:59:17,Debit,Online Banking,Success,54410.56,INR,TXNUTR202608034026136236,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.122640,,Enterprise System
TR00453914,ACC00007740,MER00001133,CD00008113,2017-12-22 16:32:32,POS Purchase,POS,Success,2994.6,INR,TXNUTR202608031471108944,POS Purchase at Om Basu Corporation,SANGAREDDY,TELANGANA,No,2026-08-03 12:22:47.122640,,Enterprise System
TR00453915,ACC00007759,,CD00008131,2026-07-17 02:14:37,Debit,Mobile Banking,Success,86535.5,INR,TXNUTR202608036788395906,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.122640,,Enterprise System
TR00453916,ACC00007706,,CD00008071,2026-03-13 19:56:07,Credit,IMPS,Success,16878.81,INR,TXNUTR202608030939442378,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.122640,,Enterprise System
TR00453917,ACC00007759,MER00001144,CD00008131,2020-09-01 02:37:41,Online Payment,Mobile Banking,Success,46653.74,INR,TXNUTR202608038831980151,Online Payment to Sri Upadhyay Gas Services,BALLIA,UTTAR PRADESH,No,2026-08-03 12:22:47.122640,,Enterprise System
TR00453918,ACC00007711,,,2018-04-13 21:05:28,Deposit,ATM,Success,1941.89,INR,TXNUTR202608033280194703,Cash Deposit,UDALGURI,ASSAM,No,2026-08-03 12:22:47.122640,,Enterprise System
TR00453919,ACC00007729,,,2023-01-12 17:16:21,Credit,IMPS,Success,377587.87,INR,TXNUTR202608036509909767,Funds Credited,EAST DISTRICT,SIKKIM,No,2026-08-03 12:22:47.123636,,Enterprise System
TR00453920,ACC00007720,,CD00008088,2026-07-18 10:19:24,Credit,IMPS,Success,22850.47,INR,TXNUTR202608030134423334,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.123636,,Enterprise System
TR00453921,ACC00007738,,CD00008110,2024-05-25 09:49:15,Debit,Mobile Banking,Success,60128.63,INR,TXNUTR202608038560341390,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.123636,,Enterprise System
TR00453922,ACC00007718,MER00001117,CD00008085,2025-04-15 08:05:13,POS Purchase,POS,Success,56593.04,INR,TXNUTR202608031042746224,POS Purchase at Om Rajan Water Supply,NABARANGPUR,ODISHA,No,2026-08-03 12:22:47.124636,,Enterprise System
TR00453923,ACC00007711,,,2016-05-02 20:46:00,Debit,POS,Success,61140.54,INR,TXNUTR202608035969170611,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.124636,,Enterprise System
TR00453924,ACC00007744,,,2025-11-29 12:27:26,Credit,RTGS,Success,1333580.71,INR,TXNUTR202608038361737313,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.124636,,Enterprise System
TR00453925,ACC00007760,,,2023-06-13 13:05:11,Credit,Branch,Success,83618.83,INR,TXNUTR202608033950269202,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.124636,,Enterprise System
TR00453926,ACC00007733,,CD00008104,2026-03-17 13:44:01,Debit,UPI,Success,18274.07,INR,TXNUTR202608038560691543,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.124636,,Enterprise System
TR00453927,ACC00007718,,CD00008086,2019-03-17 10:57:17,Deposit,Branch,Success,2130.01,INR,TXNUTR202608039557809947,Cash Deposit,UDALGURI,ASSAM,No,2026-08-03 12:22:47.124636,,Enterprise System
TR00453928,ACC00007748,,CD00008121,2012-03-14 12:21:29,Debit,POS,Success,10259.09,INR,TXNUTR202608034042513655,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.124636,,Enterprise System
TR00453929,ACC00007746,,CD00008118,2019-09-04 14:33:20,Credit,RTGS,Success,617113.68,INR,TXNUTR202608034106530554,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.124636,,Enterprise System
TR00453930,ACC00007758,,CD00008130,2024-10-18 05:21:56,Withdrawal,Branch,Success,25259.4,INR,TXNUTR202608036239819736,Cash Withdrawal,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.124636,,Enterprise System
TR00453931,ACC00007702,,CD00008067,2014-06-11 13:29:07,Debit,ATM,Success,1229.71,INR,TXNUTR202608039434560437,Funds Debited,KANKER,CHHATTISGARH,No,2026-08-03 12:22:47.125635,,Enterprise System
TR00453932,ACC00007709,MER00001111,CD00008075,2016-02-20 08:25:48,POS Purchase,POS,Success,59646.14,INR,TXNUTR202608032738400554,POS Purchase at Prime Balasubramanian Traders,RAJGARH,MADHYA PRADESH,No,2026-08-03 12:22:47.126635,,Enterprise System
TR00453933,ACC00007722,,,2021-02-07 04:21:05,Debit,POS,Success,5534.5,INR,TXNUTR202608034016052718,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.126635,,Enterprise System
TR00453934,ACC00007762,MER00001119,CD00008134,2017-01-16 16:44:12,POS Purchase,POS,Success,64761.09,INR,TXNUTR202608036285663764,POS Purchase at Modern Kala Marketplace,JEHANABAD,BIHAR,No,2026-08-03 12:22:47.126635,,Enterprise System
TR00453935,ACC00007708,MER00001118,CD00008074,2019-11-07 23:55:54,POS Purchase,POS,Success,56170.06,INR,TXNUTR202608034170963058,POS Purchase at Sri Bhatnagar Water Supply,MURSHIDABAD,WEST BENGAL,No,2026-08-03 12:22:47.127629,,Enterprise System
TR00453936,ACC00007742,,CD00008115,2019-10-16 05:02:31,Credit,RTGS,Success,1269887.82,INR,TXNUTR202608031625716265,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.127629,,Enterprise System
TR00453937,ACC00007727,MER00001146,CD00008096,2026-01-09 19:08:42,POS Purchase,POS,Success,62937.18,INR,TXNUTR202608036809110002,POS Purchase at Shree Mani Enterprise,AURANGABAD,MAHARASHTRA,No,2026-08-03 12:22:47.127629,,Enterprise System
TR00453938,ACC00007733,,CD00008104,2022-06-17 16:28:02,Transfer,RTGS,Success,270982.85,INR,TXNUTR202608030447446403,RTGS Transfer,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.127629,,Enterprise System
TR00453939,ACC00007764,,,2024-02-29 17:22:07,Credit,NEFT,Success,274969.17,INR,TXNUTR202608030247659229,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.127629,,Enterprise System
TR00453940,ACC00007760,MER00001101,,2026-02-22 10:37:11,Online Payment,Online Banking,Success,36180.76,INR,TXNUTR202608039650015291,Online Payment to Om Apte Communications,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.127629,,Enterprise System
TR00453941,ACC00007742,,CD00008115,2015-04-11 07:06:32,Credit,RTGS,Success,279872.4,INR,TXNUTR202608036011374951,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.127629,,Enterprise System
TR00453942,ACC00007716,,,2012-06-30 20:57:07,Credit,NEFT,Success,101864.16,INR,TXNUTR202608034750543052,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.127629,,Enterprise System
TR00453943,ACC00007726,,CD00008095,2025-02-21 19:51:22,Withdrawal,ATM,Success,18955.97,INR,TXNUTR202608035082752604,Cash Withdrawal,DAMOH,MADHYA PRADESH,No,2026-08-03 12:22:47.129235,,Enterprise System
TR00453944,ACC00007746,MER00001109,CD00008119,2019-08-18 20:09:12,Bill Payment,UPI,Success,20432.42,INR,TXNUTR202608034681323223,Bill Payment - National Kade Mart,Noklak,NAGALAND,No,2026-08-03 12:22:47.130241,,Enterprise System
TR00453945,ACC00007710,,CD00008076,2023-09-01 06:06:53,Credit,IMPS,Success,4379.12,INR,TXNUTR202608031481733065,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.130241,,Enterprise System
TR00453946,ACC00007707,,CD00008073,2022-03-13 05:33:03,Debit,POS,Success,60827.79,INR,TXNUTR202608037497046317,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.130241,,Enterprise System
TR00453947,ACC00007714,,,2026-07-03 19:13:34,Credit,NEFT,Success,15508.59,INR,TXNUTR202608031282975036,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.130241,,Enterprise System
TR00453948,ACC00007741,,CD00008114,2025-05-11 01:11:34,Credit,NEFT,Success,297288.33,INR,TXNUTR202608030202784295,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.130241,,Enterprise System
TR00453949,ACC00007762,,CD00008134,2017-05-19 16:17:15,Withdrawal,Branch,Success,65994.22,INR,TXNUTR202608035925620780,Cash Withdrawal,UDALGURI,ASSAM,No,2026-08-03 12:22:47.130241,,Enterprise System
TR00453950,ACC00007721,MER00001139,CD00008089,2025-08-26 22:30:03,Online Payment,Mobile Banking,Success,49177.33,INR,TXNUTR202608033264284748,Online Payment to Prime Krishnamurthy Outlet,AHMADABAD,GUJARAT,No,2026-08-03 12:22:47.131334,,Enterprise System
TR00453951,ACC00007717,,CD00008083,2026-01-30 00:52:30,Withdrawal,Branch,Success,39614.43,INR,TXNUTR202608039974758710,Cash Withdrawal,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.131334,,Enterprise System
TR00453952,ACC00007751,,,2024-05-12 16:06:48,Debit,ATM,Success,17490.09,INR,TXNUTR202608035430283070,Funds Debited,BARWANI,MADHYA PRADESH,No,2026-08-03 12:22:47.131334,,Enterprise System
TR00453953,ACC00007745,,CD00008117,2025-10-24 01:18:22,Debit,ATM,Success,15112.33,INR,TXNUTR202608035225090223,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.132324,,Enterprise System
TR00453954,ACC00007705,MER00001116,CD00008070,2024-09-13 20:19:54,POS Purchase,POS,Success,55473.61,INR,TXNUTR202608036792632894,POS Purchase at Sri Goyal Fuel Station,JEHANABAD,BIHAR,No,2026-08-03 12:22:47.132324,,Enterprise System
TR00453955,ACC00007719,,CD00008087,2008-12-20 14:02:33,Debit,UPI,Success,9317.64,INR,TXNUTR202608033131080475,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.132324,,Enterprise System
TR00453956,ACC00007758,,CD00008130,2022-10-04 21:06:08,Deposit,ATM,Success,5793.05,INR,TXNUTR202608035184707843,Cash Deposit,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.132324,,Enterprise System
TR00453957,ACC00007728,MER00001109,CD00008098,2025-10-12 06:08:31,Bill Payment,UPI,Success,5687.43,INR,TXNUTR202608036143538127,Bill Payment - National Kade Mart,Noklak,NAGALAND,No,2026-08-03 12:22:47.132324,,Enterprise System
TR00453958,ACC00007735,,CD00008106,2026-06-15 17:37:17,Debit,Mobile Banking,Success,98835.96,INR,TXNUTR202608036869221882,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.132324,,Enterprise System
TR00453959,ACC00007720,,CD00008088,2026-06-21 09:04:56,Credit,RTGS,Success,640489.74,INR,TXNUTR202608033471060696,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.133327,,Enterprise System
TR00453960,ACC00007702,,CD00008067,2023-09-13 16:11:00,Debit,UPI,Success,2528.58,INR,TXNUTR202608038602492958,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.133327,,Enterprise System
TR00453961,ACC00007764,MER00001143,,2025-02-03 16:13:32,POS Purchase,POS,Success,58216.83,INR,TXNUTR202608034831624715,POS Purchase at Modern Trivedi Cafe,ETAH,UTTAR PRADESH,No,2026-08-03 12:22:47.133327,,Enterprise System
TR00453962,ACC00007748,,CD00008121,2022-12-30 15:03:24,Credit,UPI,Success,17632.98,INR,TXNUTR202608034662867836,Funds Credited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.133327,,Enterprise System
TR00453963,ACC00007766,,CD00008139,2024-02-12 08:03:46,Credit,IMPS,Success,474531.54,INR,TXNUTR202608036550729355,Funds Credited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.133327,,Enterprise System
TR00453964,ACC00007703,,,2023-11-29 01:41:26,Debit,POS,Success,21876.09,INR,TXNUTR202608036561488992,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.133327,,Enterprise System
TR00453965,ACC00007757,,CD00008129,2024-03-14 01:26:09,Debit,POS,Success,29138.18,INR,TXNUTR202608037017883420,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.133327,,Enterprise System
TR00453966,ACC00007701,,CD00008065,2026-01-13 19:54:17,Debit,Online Banking,Success,12575.69,INR,TXNUTR202608031422002344,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.133327,,Enterprise System
TR00453967,ACC00007749,,CD00008122,2026-06-11 22:10:03,Credit,IMPS,Reversed,444283.61,INR,TXNUTR202608033793233643,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.134333,,Enterprise System
TR00453968,ACC00007744,MER00001150,,2025-06-24 20:43:24,Online Payment,Mobile Banking,Success,5534.34,INR,TXNUTR202608039233371965,Online Payment to Royal Yohannan Fashion,JEHANABAD,BIHAR,No,2026-08-03 12:22:47.134333,,Enterprise System
TR00453969,ACC00007746,,CD00008119,2024-01-26 21:57:46,Credit,NEFT,Success,243408.82,INR,TXNUTR202608035524103212,Funds Credited,NORTH,DELHI,No,2026-08-03 12:22:47.134333,,Enterprise System
TR00453970,ACC00007749,MER00001106,CD00008122,2026-06-25 22:29:54,POS Purchase,POS,Success,47343.87,INR,TXNUTR202608038161639756,POS Purchase at Modern Bir Store,AYODHYA,UTTAR PRADESH,No,2026-08-03 12:22:47.135333,,Enterprise System
TR00453971,ACC00007715,MER00001117,CD00008080,2022-10-04 13:03:42,POS Purchase,POS,Success,41736.68,INR,TXNUTR202608034814010299,POS Purchase at Om Rajan Water Supply,NABARANGPUR,ODISHA,No,2026-08-03 12:22:47.135333,,Enterprise System
TR00453972,ACC00007761,MER00001101,CD00008132,2024-06-04 18:52:27,POS Purchase,POS,Success,35160.49,INR,TXNUTR202608035244855938,POS Purchase at Om Apte Communications,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.135333,,Enterprise System
TR00453973,ACC00007701,,CD00008065,2025-11-21 12:50:00,Credit,NEFT,Success,77693.57,INR,TXNUTR202608032092763487,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.135333,,Enterprise System
TR00453974,ACC00007730,,CD00008099,2013-06-17 12:29:32,Credit,RTGS,Success,305847.68,INR,TXNUTR202608034316287535,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.136329,,Enterprise System
TR00453975,ACC00007737,,CD00008109,2022-01-31 10:53:13,Credit,Branch,Success,97887.44,INR,TXNUTR202608031015730960,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.136329,,Enterprise System
TR00453976,ACC00007752,,CD00008125,2026-01-03 16:18:42,Debit,POS,Success,15493.56,INR,TXNUTR202608030674137710,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.136329,,Enterprise System
TR00453977,ACC00007765,,CD00008138,2026-05-27 12:19:12,Credit,NEFT,Success,299025.83,INR,TXNUTR202608033706760091,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.136329,,Enterprise System
TR00453978,ACC00007739,,CD00008112,2026-06-28 17:13:58,Transfer,IMPS,Success,59603.98,INR,TXNUTR202608033459355118,IMPS Transfer,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.136329,,Enterprise System
TR00453979,ACC00007736,,CD00008107,2014-05-03 20:24:57,Withdrawal,Branch,Success,24560.89,INR,TXNUTR202608036224734461,Cash Withdrawal,BALODA BAZAR,CHHATTISGARH,No,2026-08-03 12:22:47.136329,,Enterprise System
TR00453980,ACC00007738,,CD00008110,2021-09-25 17:29:36,Credit,NEFT,Success,488221.0,INR,TXNUTR202608032433462863,Funds Credited,NAYAGARH,ODISHA,No,2026-08-03 12:22:47.137326,,Enterprise System
TR00453981,ACC00007732,MER00001115,CD00008103,2018-12-10 11:27:09,POS Purchase,POS,Success,50971.93,INR,TXNUTR202608036736443219,POS Purchase at Royal Kamdar Tours,BANKURA,WEST BENGAL,Yes,2026-08-03 12:22:47.137326,,Enterprise System
TR00453982,ACC00007751,,,2026-03-30 00:01:41,Credit,UPI,Success,11384.06,INR,TXNUTR202608032306753278,Funds Credited,ALAPPUZHA,KERALA,No,2026-08-03 12:22:47.138331,,Enterprise System
TR00453983,ACC00007769,,,2020-12-03 21:05:56,Credit,IMPS,Success,260016.49,INR,TXNUTR202608034347967086,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.138331,,Enterprise System
TR00453984,ACC00007750,,CD00008123,2025-03-12 08:10:38,Credit,RTGS,Success,638313.02,INR,TXNUTR202608031129196171,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.138331,,Enterprise System
TR00453985,ACC00007761,,CD00008132,2020-05-19 13:36:29,Credit,UPI,Success,18347.07,INR,TXNUTR202608039633045957,Funds Credited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.138331,,Enterprise System
TR00453986,ACC00007709,,CD00008075,2024-12-01 14:10:21,Credit,UPI,Success,7284.22,INR,TXNUTR202608031754861446,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.138331,,Enterprise System
TR00453987,ACC00007745,,CD00008117,2025-12-16 20:03:53,Debit,Mobile Banking,Success,1840.69,INR,TXNUTR202608036321512305,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.138331,,Enterprise System
TR00453988,ACC00007768,,CD00008141,2020-12-26 23:06:13,Credit,IMPS,Success,377329.78,INR,TXNUTR202608036596254242,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.139318,,Enterprise System
TR00453989,ACC00007769,,,2017-03-10 16:32:07,Debit,ATM,Success,18972.54,INR,TXNUTR202608039963553313,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.139318,,Enterprise System
TR00453990,ACC00007730,,CD00008099,2015-05-05 06:29:17,Debit,POS,Failed,28551.83,INR,TXNUTR202608034621785731,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.139318,,Enterprise System
TR00453991,ACC00007722,,,2016-10-19 21:52:05,Debit,UPI,Failed,4711.85,INR,TXNUTR202608034246033424,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.139318,,Enterprise System
TR00453992,ACC00007718,,CD00008086,2026-05-28 10:02:10,Debit,UPI,Success,14373.03,INR,TXNUTR202608035919596866,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.139318,,Enterprise System
TR00453993,ACC00007710,,CD00008076,2022-01-11 20:31:33,Withdrawal,Branch,Success,52489.95,INR,TXNUTR202608038690661871,Cash Withdrawal,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.139318,,Enterprise System
TR00453994,ACC00007704,,CD00008068,2025-03-08 15:04:16,Deposit,Branch,Success,79952.89,INR,TXNUTR202608033068889969,Cash Deposit,UDALGURI,ASSAM,No,2026-08-03 12:22:47.139318,,Enterprise System
TR00453995,ACC00007703,,,2025-04-11 01:32:14,Credit,Branch,Success,38941.57,INR,TXNUTR202608036785288001,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.139318,,Enterprise System
TR00453996,ACC00007715,,CD00008080,2023-10-14 17:32:24,Credit,NEFT,Success,61783.26,INR,TXNUTR202608033797367563,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.139318,,Enterprise System
TR00453997,ACC00007758,MER00001109,CD00008130,2020-12-21 08:04:58,Bill Payment,Online Banking,Success,3736.72,INR,TXNUTR202608032279165378,Bill Payment - National Kade Mart,Noklak,NAGALAND,No,2026-08-03 12:22:47.140535,,Enterprise System
TR00453998,ACC00007704,MER00001107,CD00008069,2026-01-17 19:45:20,POS Purchase,POS,Success,57788.11,INR,TXNUTR202608033785648771,POS Purchase at Sai Kumer Institute,Biswanath,ASSAM,No,2026-08-03 12:22:47.140535,,Enterprise System
TR00453999,ACC00007734,,CD00008105,2017-01-16 01:28:13,Debit,Mobile Banking,Success,96802.86,INR,TXNUTR202608031225223854,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.140535,,Enterprise System
TR00454000,ACC00007709,MER00001121,CD00008075,2019-08-15 15:11:07,POS Purchase,POS,Success,45930.33,INR,TXNUTR202608035383593051,POS Purchase at Modern Gill Clinic,CHENNAI,TAMIL NADU,No,2026-08-03 12:22:47.140535,,Enterprise System
TR00454001,ACC00007766,,CD00008139,2025-04-16 09:07:44,Credit,Branch,Success,30799.97,INR,TXNUTR202608039900841678,Funds Credited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.140535,,Enterprise System
TR00454002,ACC00007701,MER00001128,CD00008065,2025-12-11 07:42:50,Online Payment,UPI,Success,5788.3,INR,TXNUTR202608039727569612,Online Payment to Modern Tara Stores,PURBI CHAMPARAN,BIHAR,No,2026-08-03 12:22:47.141584,,Enterprise System
TR00454003,ACC00007757,,CD00008129,2026-07-29 08:37:27,Withdrawal,ATM,Success,1290.45,INR,TXNUTR202608032578594483,Cash Withdrawal,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.141584,,Enterprise System
TR00454004,ACC00007729,MER00001101,,2015-08-25 21:07:30,POS Purchase,POS,Success,66175.54,INR,TXNUTR202608031525120655,POS Purchase at Om Apte Communications,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.141584,,Enterprise System
TR00454005,ACC00007732,MER00001132,CD00008102,2026-06-08 12:41:34,Online Payment,UPI,Success,19061.45,INR,TXNUTR202608030053019953,Online Payment to Prime Tata Mart,DODA,JAMMU AND KASHMIR,No,2026-08-03 12:22:47.142586,,Enterprise System
TR00454006,ACC00007741,,CD00008114,2024-08-16 07:18:15,Withdrawal,Branch,Success,78408.8,INR,TXNUTR202608036875300697,Cash Withdrawal,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.142586,,Enterprise System
TR00454007,ACC00007715,MER00001106,CD00008080,2018-09-22 20:38:52,POS Purchase,POS,Success,12698.77,INR,TXNUTR202608030315536409,POS Purchase at Modern Bir Store,AYODHYA,UTTAR PRADESH,No,2026-08-03 12:22:47.142586,,Enterprise System
TR00454008,ACC00007714,,,2026-07-06 11:51:24,Debit,Mobile Banking,Success,29801.3,INR,TXNUTR202608034592957770,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.142586,,Enterprise System
TR00454009,ACC00007746,,CD00008119,2023-07-01 01:10:26,Debit,POS,Failed,50253.1,INR,TXNUTR202608038082097172,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.142586,,Enterprise System
TR00454010,ACC00007728,,CD00008098,2019-08-05 20:51:11,Withdrawal,Branch,Success,66082.09,INR,TXNUTR202608034691171632,Cash Withdrawal,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.143587,,Enterprise System
TR00454011,ACC00007709,,CD00008075,2015-12-11 22:21:30,Credit,RTGS,Success,1378202.0,INR,TXNUTR202608031315834464,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:47.143587,,Enterprise System
TR00454012,ACC00007733,,CD00008104,2022-10-16 13:20:58,Credit,IMPS,Success,6015.06,INR,TXNUTR202608035887863546,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.143587,,Enterprise System
TR00454013,ACC00007748,MER00001110,CD00008121,2016-05-30 16:36:50,POS Purchase,POS,Success,49961.59,INR,TXNUTR202608034556832719,POS Purchase at Prime Devan Fuel Station,INDORE,MADHYA PRADESH,No,2026-08-03 12:22:47.143587,,Enterprise System
TR00454014,ACC00007757,,CD00008129,2026-05-22 21:32:32,Debit,Mobile Banking,Success,24097.88,INR,TXNUTR202608034399521308,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:47.143587,,Enterprise System
TR00454015,ACC00007743,,CD00008116,2015-08-12 05:22:56,Credit,IMPS,Success,165135.35,INR,TXNUTR202608034253214939,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:47.143587,,Enterprise System
TR00454016,ACC00007705,,CD00008070,2020-11-24 01:52:38,Withdrawal,Branch,Success,35259.09,INR,TXNUTR202608031762869539,Cash Withdrawal,VIKARABAD,TELANGANA,No,2026-08-03 12:22:47.143587,,Enterprise System
TR00454017,ACC00007714,,,2026-08-01 07:57:28,Debit,Mobile Banking,Success,82801.65,INR,TXNUTR202608032920656462,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:47.143587,,Enterprise System
