USER_TYPE,USER_ID,MOCK_PASSWORD,STATUS,DESIGNATION (IF REQUIRED)
CUSTOMER,CUST00002015,Cust@2015x,CLOSED, 
CUSTOMER,CUST00002016,Cust@2016x,ACTIVE, 
CUSTOMER,CUST00002017,Cust@2017x,ACTIVE, 
CUSTOMER,CUST00002018,Cust@2018x,BLOCKED, 
CUSTOMER,CUST00002019,Cust@2019x,ACTIVE, 
CUSTOMER,CUST00002020,Cust@2020x,ACTIVE, 
CUSTOMER,CUST00002021,Cust@2021x,ACTIVE, 
CUSTOMER,CUST00002022,Cust@2022x,ACTIVE, 
CUSTOMER,CUST00002023,Cust@2023x,ACTIVE, 
CUSTOMER,CUST00002024,Cust@2024x,ACTIVE, 
CUSTOMER,CUST00002025,Cust@2025x,ACTIVE, 
CUSTOMER,CUST00002026,Cust@2026x,ACTIVE, 
CUSTOMER,CUST00002027,Cust@2027x,ACTIVE, 
CUSTOMER,CUST00002028,Cust@2028x,ACTIVE, 
CUSTOMER,CUST00002029,Cust@2029x,ACTIVE, 
CUSTOMER,CUST00002030,Cust@2030x,ACTIVE, 
CUSTOMER,CUST00002031,Cust@2031x,ACTIVE, 
CUSTOMER,CUST00002032,Cust@2032x,ACTIVE, 
CUSTOMER,CUST00002033,Cust@2033x,ACTIVE, 
CUSTOMER,CUST00002034,Cust@2034x,ACTIVE, 
CUSTOMER,CUST00002035,Cust@2035x,ACTIVE, 
CUSTOMER,CUST00002036,Cust@2036x,ACTIVE, 
CUSTOMER,CUST00002037,Cust@2037x,ACTIVE, 
CUSTOMER,CUST00002038,Cust@2038x,ACTIVE, 
CUSTOMER,CUST00002039,Cust@2039x,ACTIVE, 
CUSTOMER,CUST00002040,Cust@2040x,ACTIVE, 
CUSTOMER,CUST00002041,Cust@2041x,ACTIVE, 
CUSTOMER,CUST00002042,Cust@2042x,ACTIVE, 
CUSTOMER,CUST00002043,Cust@2043x,DORMANT, 
CUSTOMER,CUST00002044,Cust@2044x,DORMANT, 
CUSTOMER,CUST00002045,Cust@2045x,ACTIVE, 
CUSTOMER,CUST00002046,Cust@2046x,ACTIVE, 
CUSTOMER,CUST00002047,Cust@2047x,ACTIVE, 
CUSTOMER,CUST00002048,Cust@2048x,ACTIVE, 
CUSTOMER,CUST00002049,Cust@2049x,ACTIVE, 
CUSTOMER,CUST00002050,Cust@2050x,ACTIVE, 
CUSTOMER,CUST00002051,Cust@2051x,BLOCKED, 
CUSTOMER,CUST00002052,Cust@2052x,ACTIVE, 
CUSTOMER,CUST00002053,Cust@2053x,ACTIVE, 
CUSTOMER,CUST00002054,Cust@2054x,ACTIVE, 
CUSTOMER,CUST00002055,Cust@2055x,ACTIVE, 
CUSTOMER,CUST00002056,Cust@2056x,ACTIVE, 
CUSTOMER,CUST00002057,Cust@2057x,ACTIVE, 
CUSTOMER,CUST00002058,Cust@2058x,ACTIVE, 
CUSTOMER,CUST00002059,Cust@2059x,BLOCKED, 
CUSTOMER,CUST00002060,Cust@2060x,ACTIVE, 
CUSTOMER,CUST00002061,Cust@2061x,ACTIVE, 
CUSTOMER,CUST00002062,Cust@2062x,ACTIVE, 
CUSTOMER,CUST00002063,Cust@2063x,ACTIVE, 
CUSTOMER,CUST00002064,Cust@2064x,ACTIVE, 
CUSTOMER,CUST00002065,Cust@2065x,DORMANT, 
CUSTOMER,CUST00002066,Cust@2066x,DORMANT, 
CUSTOMER,CUST00002067,Cust@2067x,ACTIVE, 
CUSTOMER,CUST00002068,Cust@2068x,BLOCKED, 
CUSTOMER,CUST00002069,Cust@2069x,ACTIVE, 
CUSTOMER,CUST00002070,Cust@2070x,ACTIVE, 
CUSTOMER,CUST00002071,Cust@2071x,ACTIVE, 
CUSTOMER,CUST00002072,Cust@2072x,ACTIVE, 
CUSTOMER,CUST00002073,Cust@2073x,ACTIVE, 
CUSTOMER,CUST00002074,Cust@2074x,ACTIVE, 
CUSTOMER,CUST00002075,Cust@2075x,ACTIVE, 
CUSTOMER,CUST00002076,Cust@2076x,ACTIVE, 
CUSTOMER,CUST00002077,Cust@2077x,ACTIVE, 
CUSTOMER,CUST00002078,Cust@2078x,ACTIVE, 
CUSTOMER,CUST00002079,Cust@2079x,DORMANT, 
CUSTOMER,CUST00002080,Cust@2080x,ACTIVE, 
CUSTOMER,CUST00002081,Cust@2081x,ACTIVE, 
CUSTOMER,CUST00002082,Cust@2082x,CLOSED, 
CUSTOMER,CUST00002083,Cust@2083x,ACTIVE, 
CUSTOMER,CUST00002084,Cust@2084x,ACTIVE, 
CUSTOMER,CUST00002085,Cust@2085x,CLOSED, 
CUSTOMER,CUST00002086,Cust@2086x,ACTIVE, 
CUSTOMER,CUST00002087,Cust@2087x,CLOSED, 
CUSTOMER,CUST00002088,Cust@2088x,ACTIVE, 
CUSTOMER,CUST00002089,Cust@2089x,DORMANT, 
CUSTOMER,CUST00002090,Cust@2090x,DORMANT, 
CUSTOMER,CUST00002091,Cust@2091x,CLOSED, 
CUSTOMER,CUST00002092,Cust@2092x,ACTIVE, 
CUSTOMER,CUST00002093,Cust@2093x,ACTIVE, 
CUSTOMER,CUST00002094,Cust@2094x,ACTIVE, 
CUSTOMER,CUST00002095,Cust@2095x,ACTIVE, 
CUSTOMER,CUST00002096,Cust@2096x,DORMANT, 
CUSTOMER,CUST00002097,Cust@2097x,ACTIVE, 
CUSTOMER,CUST00002098,Cust@2098x,ACTIVE, 
CUSTOMER,CUST00002099,Cust@2099x,ACTIVE, 
CUSTOMER,CUST00002100,Cust@2100x,ACTIVE, 
CUSTOMER,CUST00002101,Cust@2101x,ACTIVE, 
CUSTOMER,CUST00002102,Cust@2102x,ACTIVE, 
CUSTOMER,CUST00002103,Cust@2103x,ACTIVE, 
CUSTOMER,CUST00002104,Cust@2104x,ACTIVE, 
CUSTOMER,CUST00002105,Cust@2105x,ACTIVE, 
CUSTOMER,CUST00002106,Cust@2106x,ACTIVE, 
CUSTOMER,CUST00002107,Cust@2107x,ACTIVE, 
CUSTOMER,CUST00002108,Cust@2108x,ACTIVE, 
CUSTOMER,CUST00002109,Cust@2109x,ACTIVE, 
CUSTOMER,CUST00002110,Cust@2110x,ACTIVE, 
CUSTOMER,CUST00002111,Cust@2111x,ACTIVE, 
CUSTOMER,CUST00002112,Cust@2112x,ACTIVE, 
CUSTOMER,CUST00002113,Cust@2113x,ACTIVE, 
CUSTOMER,CUST00002114,Cust@2114x,BLOCKED, 
CUSTOMER,CUST00002115,Cust@2115x,ACTIVE, 
CUSTOMER,CUST00002116,Cust@2116x,ACTIVE, 
CUSTOMER,CUST00002117,Cust@2117x,ACTIVE, 
CUSTOMER,CUST00002118,Cust@2118x,ACTIVE, 
CUSTOMER,CUST00002119,Cust@2119x,ACTIVE, 
CUSTOMER,CUST00002120,Cust@2120x,ACTIVE, 
CUSTOMER,CUST00002121,Cust@2121x,ACTIVE, 
CUSTOMER,CUST00002122,Cust@2122x,ACTIVE, 
CUSTOMER,CUST00002123,Cust@2123x,ACTIVE, 
CUSTOMER,CUST00002124,Cust@2124x,ACTIVE, 
CUSTOMER,CUST00002125,Cust@2125x,ACTIVE, 
CUSTOMER,CUST00002126,Cust@2126x,ACTIVE, 
CUSTOMER,CUST00002127,Cust@2127x,ACTIVE, 
CUSTOMER,CUST00002128,Cust@2128x,ACTIVE, 
CUSTOMER,CUST00002129,Cust@2129x,ACTIVE, 
CUSTOMER,CUST00002130,Cust@2130x,ACTIVE, 
CUSTOMER,CUST00002131,Cust@2131x,ACTIVE, 
CUSTOMER,CUST00002132,Cust@2132x,ACTIVE, 
CUSTOMER,CUST00002133,Cust@2133x,ACTIVE, 
CUSTOMER,CUST00002134,Cust@2134x,ACTIVE, 
CUSTOMER,CUST00002135,Cust@2135x,ACTIVE, 
CUSTOMER,CUST00002136,Cust@2136x,ACTIVE, 
CUSTOMER,CUST00002137,Cust@2137x,ACTIVE, 
CUSTOMER,CUST00002138,Cust@2138x,ACTIVE, 
CUSTOMER,CUST00002139,Cust@2139x,ACTIVE, 
CUSTOMER,CUST00002140,Cust@2140x,ACTIVE, 
CUSTOMER,CUST00002141,Cust@2141x,ACTIVE, 
CUSTOMER,CUST00002142,Cust@2142x,ACTIVE, 
CUSTOMER,CUST00002143,Cust@2143x,ACTIVE, 
CUSTOMER,CUST00002144,Cust@2144x,ACTIVE, 
CUSTOMER,CUST00002145,Cust@2145x,ACTIVE, 
CUSTOMER,CUST00002146,Cust@2146x,ACTIVE, 
CUSTOMER,CUST00002147,Cust@2147x,ACTIVE, 
CUSTOMER,CUST00002148,Cust@2148x,ACTIVE, 
CUSTOMER,CUST00002149,Cust@2149x,ACTIVE, 
CUSTOMER,CUST00002150,Cust@2150x,ACTIVE, 
CUSTOMER,CUST00002151,Cust@2151x,ACTIVE, 
CUSTOMER,CUST00002152,Cust@2152x,DORMANT, 
CUSTOMER,CUST00002153,Cust@2153x,ACTIVE, 
CUSTOMER,CUST00002154,Cust@2154x,ACTIVE, 
CUSTOMER,CUST00002155,Cust@2155x,ACTIVE, 
CUSTOMER,CUST00002156,Cust@2156x,ACTIVE, 
CUSTOMER,CUST00002157,Cust@2157x,ACTIVE, 
CUSTOMER,CUST00002158,Cust@2158x,ACTIVE, 
CUSTOMER,CUST00002159,Cust@2159x,ACTIVE, 
CUSTOMER,CUST00002160,Cust@2160x,BLOCKED, 
CUSTOMER,CUST00002161,Cust@2161x,ACTIVE, 
CUSTOMER,CUST00002162,Cust@2162x,BLOCKED, 
CUSTOMER,CUST00002163,Cust@2163x,ACTIVE, 
CUSTOMER,CUST00002164,Cust@2164x,ACTIVE, 
CUSTOMER,CUST00002165,Cust@2165x,ACTIVE, 
CUSTOMER,CUST00002166,Cust@2166x,ACTIVE, 
CUSTOMER,CUST00002167,Cust@2167x,ACTIVE, 
CUSTOMER,CUST00002168,Cust@2168x,ACTIVE, 
CUSTOMER,CUST00002169,Cust@2169x,DORMANT, 
CUSTOMER,CUST00002170,Cust@2170x,ACTIVE, 
CUSTOMER,CUST00002171,Cust@2171x,ACTIVE, 
CUSTOMER,CUST00002172,Cust@2172x,ACTIVE, 
CUSTOMER,CUST00002173,Cust@2173x,ACTIVE, 
CUSTOMER,CUST00002174,Cust@2174x,ACTIVE, 
CUSTOMER,CUST00002175,Cust@2175x,ACTIVE, 
CUSTOMER,CUST00002176,Cust@2176x,ACTIVE, 
CUSTOMER,CUST00002177,Cust@2177x,ACTIVE, 
CUSTOMER,CUST00002178,Cust@2178x,DORMANT, 
CUSTOMER,CUST00002179,Cust@2179x,ACTIVE, 
CUSTOMER,CUST00002180,Cust@2180x,ACTIVE, 
CUSTOMER,CUST00002181,Cust@2181x,ACTIVE, 
CUSTOMER,CUST00002182,Cust@2182x,ACTIVE, 
CUSTOMER,CUST00002183,Cust@2183x,ACTIVE, 
CUSTOMER,CUST00002184,Cust@2184x,ACTIVE, 
CUSTOMER,CUST00002185,Cust@2185x,ACTIVE, 
CUSTOMER,CUST00002186,Cust@2186x,ACTIVE, 
CUSTOMER,CUST00002187,Cust@2187x,ACTIVE, 
CUSTOMER,CUST00002188,Cust@2188x,ACTIVE, 
CUSTOMER,CUST00002189,Cust@2189x,ACTIVE, 
CUSTOMER,CUST00002190,Cust@2190x,ACTIVE, 
CUSTOMER,CUST00002191,Cust@2191x,ACTIVE, 
CUSTOMER,CUST00002192,Cust@2192x,ACTIVE, 
CUSTOMER,CUST00002193,Cust@2193x,ACTIVE, 
CUSTOMER,CUST00002194,Cust@2194x,ACTIVE, 
CUSTOMER,CUST00002195,Cust@2195x,ACTIVE, 
CUSTOMER,CUST00002196,Cust@2196x,ACTIVE, 
CUSTOMER,CUST00002197,Cust@2197x,ACTIVE, 
CUSTOMER,CUST00002198,Cust@2198x,ACTIVE, 
CUSTOMER,CUST00002199,Cust@2199x,ACTIVE, 
CUSTOMER,CUST00002200,Cust@2200x,ACTIVE, 
CUSTOMER,CUST00002201,Cust@2201x,ACTIVE, 
CUSTOMER,CUST00002202,Cust@2202x,ACTIVE, 
CUSTOMER,CUST00002203,Cust@2203x,ACTIVE, 
CUSTOMER,CUST00002204,Cust@2204x,ACTIVE, 
CUSTOMER,CUST00002205,Cust@2205x,DORMANT, 
CUSTOMER,CUST00002206,Cust@2206x,ACTIVE, 
CUSTOMER,CUST00002207,Cust@2207x,CLOSED, 
CUSTOMER,CUST00002208,Cust@2208x,ACTIVE, 
CUSTOMER,CUST00002209,Cust@2209x,ACTIVE, 
CUSTOMER,CUST00002210,Cust@2210x,ACTIVE, 
CUSTOMER,CUST00002211,Cust@2211x,DORMANT, 
CUSTOMER,CUST00002212,Cust@2212x,ACTIVE, 
CUSTOMER,CUST00002213,Cust@2213x,DORMANT, 
CUSTOMER,CUST00002214,Cust@2214x,ACTIVE, 
CUSTOMER,CUST00002215,Cust@2215x,ACTIVE, 
CUSTOMER,CUST00002216,Cust@2216x,ACTIVE, 
CUSTOMER,CUST00002217,Cust@2217x,ACTIVE, 
CUSTOMER,CUST00002218,Cust@2218x,ACTIVE, 
CUSTOMER,CUST00002219,Cust@2219x,ACTIVE, 
CUSTOMER,CUST00002220,Cust@2220x,ACTIVE, 
CUSTOMER,CUST00002221,Cust@2221x,ACTIVE, 
CUSTOMER,CUST00002222,Cust@2222x,CLOSED, 
CUSTOMER,CUST00002223,Cust@2223x,ACTIVE, 
CUSTOMER,CUST00002224,Cust@2224x,ACTIVE, 
CUSTOMER,CUST00002225,Cust@2225x,ACTIVE, 
CUSTOMER,CUST00002226,Cust@2226x,ACTIVE, 
CUSTOMER,CUST00002227,Cust@2227x,ACTIVE, 
CUSTOMER,CUST00002228,Cust@2228x,ACTIVE, 
CUSTOMER,CUST00002229,Cust@2229x,ACTIVE, 
CUSTOMER,CUST00002230,Cust@2230x,ACTIVE, 
CUSTOMER,CUST00002231,Cust@2231x,ACTIVE, 
CUSTOMER,CUST00002232,Cust@2232x,ACTIVE, 
CUSTOMER,CUST00002233,Cust@2233x,ACTIVE, 
CUSTOMER,CUST00002234,Cust@2234x,ACTIVE, 
CUSTOMER,CUST00002235,Cust@2235x,ACTIVE, 
CUSTOMER,CUST00002236,Cust@2236x,DORMANT, 
CUSTOMER,CUST00002237,Cust@2237x,ACTIVE, 
CUSTOMER,CUST00002238,Cust@2238x,ACTIVE, 
CUSTOMER,CUST00002239,Cust@2239x,ACTIVE, 
CUSTOMER,CUST00002240,Cust@2240x,ACTIVE, 
CUSTOMER,CUST00002241,Cust@2241x,DORMANT, 
CUSTOMER,CUST00002242,Cust@2242x,ACTIVE, 
CUSTOMER,CUST00002243,Cust@2243x,ACTIVE, 
CUSTOMER,CUST00002244,Cust@2244x,ACTIVE, 
CUSTOMER,CUST00002245,Cust@2245x,ACTIVE, 
CUSTOMER,CUST00002246,Cust@2246x,ACTIVE, 
CUSTOMER,CUST00002247,Cust@2247x,ACTIVE, 
CUSTOMER,CUST00002248,Cust@2248x,ACTIVE, 
CUSTOMER,CUST00002249,Cust@2249x,ACTIVE, 
CUSTOMER,CUST00002250,Cust@2250x,ACTIVE, 
CUSTOMER,CUST00002251,Cust@2251x,ACTIVE, 
CUSTOMER,CUST00002252,Cust@2252x,DORMANT, 
CUSTOMER,CUST00002253,Cust@2253x,ACTIVE, 
CUSTOMER,CUST00002254,Cust@2254x,ACTIVE, 
CUSTOMER,CUST00002255,Cust@2255x,DORMANT, 
CUSTOMER,CUST00002256,Cust@2256x,ACTIVE, 
CUSTOMER,CUST00002257,Cust@2257x,ACTIVE, 
CUSTOMER,CUST00002258,Cust@2258x,ACTIVE, 
CUSTOMER,CUST00002259,Cust@2259x,ACTIVE, 
CUSTOMER,CUST00002260,Cust@2260x,BLOCKED, 
CUSTOMER,CUST00002261,Cust@2261x,ACTIVE, 
CUSTOMER,CUST00002262,Cust@2262x,ACTIVE, 
CUSTOMER,CUST00002263,Cust@2263x,ACTIVE, 
CUSTOMER,CUST00002264,Cust@2264x,ACTIVE, 
CUSTOMER,CUST00002265,Cust@2265x,ACTIVE, 
CUSTOMER,CUST00002266,Cust@2266x,BLOCKED, 
CUSTOMER,CUST00002267,Cust@2267x,BLOCKED, 
CUSTOMER,CUST00002268,Cust@2268x,ACTIVE, 
CUSTOMER,CUST00002269,Cust@2269x,ACTIVE, 
CUSTOMER,CUST00002270,Cust@2270x,ACTIVE, 
CUSTOMER,CUST00002271,Cust@2271x,ACTIVE, 
CUSTOMER,CUST00002272,Cust@2272x,ACTIVE, 
CUSTOMER,CUST00002273,Cust@2273x,ACTIVE, 
CUSTOMER,CUST00002274,Cust@2274x,ACTIVE, 
CUSTOMER,CUST00002275,Cust@2275x,ACTIVE, 
CUSTOMER,CUST00002276,Cust@2276x,ACTIVE, 
CUSTOMER,CUST00002277,Cust@2277x,ACTIVE, 
CUSTOMER,CUST00002278,Cust@2278x,ACTIVE, 
CUSTOMER,CUST00002279,Cust@2279x,ACTIVE, 
CUSTOMER,CUST00002280,Cust@2280x,ACTIVE, 
CUSTOMER,CUST00002281,Cust@2281x,ACTIVE, 
CUSTOMER,CUST00002282,Cust@2282x,ACTIVE, 
CUSTOMER,CUST00002283,Cust@2283x,BLOCKED, 
CUSTOMER,CUST00002284,Cust@2284x,ACTIVE, 
CUSTOMER,CUST00002285,Cust@2285x,ACTIVE, 
CUSTOMER,CUST00002286,Cust@2286x,ACTIVE, 
CUSTOMER,CUST00002287,Cust@2287x,ACTIVE, 
CUSTOMER,CUST00002288,Cust@2288x,ACTIVE, 
CUSTOMER,CUST00002289,Cust@2289x,ACTIVE, 
CUSTOMER,CUST00002290,Cust@2290x,ACTIVE, 
CUSTOMER,CUST00002291,Cust@2291x,ACTIVE, 
CUSTOMER,CUST00002292,Cust@2292x,ACTIVE, 
CUSTOMER,CUST00002293,Cust@2293x,ACTIVE, 
CUSTOMER,CUST00002294,Cust@2294x,ACTIVE, 
CUSTOMER,CUST00002295,Cust@2295x,ACTIVE, 
CUSTOMER,CUST00002296,Cust@2296x,ACTIVE, 
CUSTOMER,CUST00002297,Cust@2297x,ACTIVE, 
CUSTOMER,CUST00002298,Cust@2298x,ACTIVE, 
CUSTOMER,CUST00002299,Cust@2299x,ACTIVE, 
CUSTOMER,CUST00002300,Cust@2300x,ACTIVE, 
CUSTOMER,CUST00002301,Cust@2301x,ACTIVE, 
CUSTOMER,CUST00002302,Cust@2302x,ACTIVE, 
CUSTOMER,CUST00002303,Cust@2303x,ACTIVE, 
CUSTOMER,CUST00002304,Cust@2304x,ACTIVE, 
CUSTOMER,CUST00002305,Cust@2305x,ACTIVE, 
CUSTOMER,CUST00002306,Cust@2306x,BLOCKED, 
CUSTOMER,CUST00002307,Cust@2307x,ACTIVE, 
CUSTOMER,CUST00002308,Cust@2308x,ACTIVE, 
CUSTOMER,CUST00002309,Cust@2309x,ACTIVE, 
CUSTOMER,CUST00002310,Cust@2310x,ACTIVE, 
CUSTOMER,CUST00002311,Cust@2311x,ACTIVE, 
CUSTOMER,CUST00002312,Cust@2312x,ACTIVE, 
CUSTOMER,CUST00002313,Cust@2313x,ACTIVE, 
CUSTOMER,CUST00002314,Cust@2314x,ACTIVE, 
CUSTOMER,CUST00002315,Cust@2315x,ACTIVE, 
CUSTOMER,CUST00002316,Cust@2316x,ACTIVE, 
CUSTOMER,CUST00002317,Cust@2317x,ACTIVE, 
CUSTOMER,CUST00002318,Cust@2318x,ACTIVE, 
CUSTOMER,CUST00002319,Cust@2319x,DORMANT, 
CUSTOMER,CUST00002320,Cust@2320x,ACTIVE, 
CUSTOMER,CUST00002321,Cust@2321x,ACTIVE, 
CUSTOMER,CUST00002322,Cust@2322x,ACTIVE, 
CUSTOMER,CUST00002323,Cust@2323x,ACTIVE, 
CUSTOMER,CUST00002324,Cust@2324x,DORMANT, 
CUSTOMER,CUST00002325,Cust@2325x,ACTIVE, 
CUSTOMER,CUST00002326,Cust@2326x,ACTIVE, 
CUSTOMER,CUST00002327,Cust@2327x,DORMANT, 
CUSTOMER,CUST00002328,Cust@2328x,ACTIVE, 
CUSTOMER,CUST00002329,Cust@2329x,ACTIVE, 
CUSTOMER,CUST00002330,Cust@2330x,ACTIVE, 
CUSTOMER,CUST00002331,Cust@2331x,ACTIVE, 
CUSTOMER,CUST00002332,Cust@2332x,ACTIVE, 
CUSTOMER,CUST00002333,Cust@2333x,DORMANT, 
CUSTOMER,CUST00002334,Cust@2334x,BLOCKED, 
CUSTOMER,CUST00002335,Cust@2335x,ACTIVE, 
CUSTOMER,CUST00002336,Cust@2336x,ACTIVE, 
CUSTOMER,CUST00002337,Cust@2337x,ACTIVE, 
CUSTOMER,CUST00002338,Cust@2338x,ACTIVE, 
CUSTOMER,CUST00002339,Cust@2339x,DORMANT, 
CUSTOMER,CUST00002340,Cust@2340x,ACTIVE, 
CUSTOMER,CUST00002341,Cust@2341x,ACTIVE, 
CUSTOMER,CUST00002342,Cust@2342x,ACTIVE, 
CUSTOMER,CUST00002343,Cust@2343x,ACTIVE, 
CUSTOMER,CUST00002344,Cust@2344x,ACTIVE, 
CUSTOMER,CUST00002345,Cust@2345x,ACTIVE, 
CUSTOMER,CUST00002346,Cust@2346x,ACTIVE, 
CUSTOMER,CUST00002347,Cust@2347x,ACTIVE, 
CUSTOMER,CUST00002348,Cust@2348x,ACTIVE, 
CUSTOMER,CUST00002349,Cust@2349x,ACTIVE, 
CUSTOMER,CUST00002350,Cust@2350x,ACTIVE, 
CUSTOMER,CUST00002351,Cust@2351x,ACTIVE, 
CUSTOMER,CUST00002352,Cust@2352x,ACTIVE, 
CUSTOMER,CUST00002353,Cust@2353x,ACTIVE, 
CUSTOMER,CUST00002354,Cust@2354x,ACTIVE, 
CUSTOMER,CUST00002355,Cust@2355x,ACTIVE, 
CUSTOMER,CUST00002356,Cust@2356x,ACTIVE, 
CUSTOMER,CUST00002357,Cust@2357x,ACTIVE, 
CUSTOMER,CUST00002358,Cust@2358x,ACTIVE, 
CUSTOMER,CUST00002359,Cust@2359x,ACTIVE, 
CUSTOMER,CUST00002360,Cust@2360x,ACTIVE, 
CUSTOMER,CUST00002361,Cust@2361x,ACTIVE, 
CUSTOMER,CUST00002362,Cust@2362x,ACTIVE, 
CUSTOMER,CUST00002363,Cust@2363x,ACTIVE, 
CUSTOMER,CUST00002364,Cust@2364x,BLOCKED, 
CUSTOMER,CUST00002365,Cust@2365x,ACTIVE, 
CUSTOMER,CUST00002366,Cust@2366x,ACTIVE, 
CUSTOMER,CUST00002367,Cust@2367x,ACTIVE, 
CUSTOMER,CUST00002368,Cust@2368x,ACTIVE, 
CUSTOMER,CUST00002369,Cust@2369x,ACTIVE, 
CUSTOMER,CUST00002370,Cust@2370x,ACTIVE, 
CUSTOMER,CUST00002371,Cust@2371x,ACTIVE, 
CUSTOMER,CUST00002372,Cust@2372x,ACTIVE, 
CUSTOMER,CUST00002373,Cust@2373x,ACTIVE, 
CUSTOMER,CUST00002374,Cust@2374x,ACTIVE, 
CUSTOMER,CUST00002375,Cust@2375x,ACTIVE, 
CUSTOMER,CUST00002376,Cust@2376x,ACTIVE, 
CUSTOMER,CUST00002377,Cust@2377x,ACTIVE, 
CUSTOMER,CUST00002378,Cust@2378x,ACTIVE, 
CUSTOMER,CUST00002379,Cust@2379x,ACTIVE, 
CUSTOMER,CUST00002380,Cust@2380x,ACTIVE, 
CUSTOMER,CUST00002381,Cust@2381x,ACTIVE, 
CUSTOMER,CUST00002382,Cust@2382x,ACTIVE, 
CUSTOMER,CUST00002383,Cust@2383x,ACTIVE, 
CUSTOMER,CUST00002384,Cust@2384x,ACTIVE, 
CUSTOMER,CUST00002385,Cust@2385x,ACTIVE, 
CUSTOMER,CUST00002386,Cust@2386x,ACTIVE, 
CUSTOMER,CUST00002387,Cust@2387x,ACTIVE, 
CUSTOMER,CUST00002388,Cust@2388x,BLOCKED, 
CUSTOMER,CUST00002389,Cust@2389x,ACTIVE, 
CUSTOMER,CUST00002390,Cust@2390x,ACTIVE, 
CUSTOMER,CUST00002391,Cust@2391x,DORMANT, 
CUSTOMER,CUST00002392,Cust@2392x,ACTIVE, 
CUSTOMER,CUST00002393,Cust@2393x,CLOSED, 
CUSTOMER,CUST00002394,Cust@2394x,ACTIVE, 
CUSTOMER,CUST00002395,Cust@2395x,ACTIVE, 
CUSTOMER,CUST00002396,Cust@2396x,ACTIVE, 
CUSTOMER,CUST00002397,Cust@2397x,ACTIVE, 
CUSTOMER,CUST00002398,Cust@2398x,ACTIVE, 
CUSTOMER,CUST00002399,Cust@2399x,ACTIVE, 
CUSTOMER,CUST00002400,Cust@2400x,ACTIVE, 
CUSTOMER,CUST00002401,Cust@2401x,ACTIVE, 
CUSTOMER,CUST00002402,Cust@2402x,ACTIVE, 
CUSTOMER,CUST00002403,Cust@2403x,ACTIVE, 
CUSTOMER,CUST00002404,Cust@2404x,ACTIVE, 
CUSTOMER,CUST00002405,Cust@2405x,ACTIVE, 
CUSTOMER,CUST00002406,Cust@2406x,ACTIVE, 
CUSTOMER,CUST00002407,Cust@2407x,ACTIVE, 
CUSTOMER,CUST00002408,Cust@2408x,ACTIVE, 
CUSTOMER,CUST00002409,Cust@2409x,ACTIVE, 
CUSTOMER,CUST00002410,Cust@2410x,ACTIVE, 
CUSTOMER,CUST00002411,Cust@2411x,ACTIVE, 
CUSTOMER,CUST00002412,Cust@2412x,ACTIVE, 
CUSTOMER,CUST00002413,Cust@2413x,ACTIVE, 
CUSTOMER,CUST00002414,Cust@2414x,ACTIVE, 
CUSTOMER,CUST00002415,Cust@2415x,ACTIVE, 
CUSTOMER,CUST00002416,Cust@2416x,ACTIVE, 
CUSTOMER,CUST00002417,Cust@2417x,ACTIVE, 
CUSTOMER,CUST00002418,Cust@2418x,ACTIVE, 
CUSTOMER,CUST00002419,Cust@2419x,ACTIVE, 
CUSTOMER,CUST00002420,Cust@2420x,ACTIVE, 
CUSTOMER,CUST00002421,Cust@2421x,ACTIVE, 
CUSTOMER,CUST00002422,Cust@2422x,ACTIVE, 
CUSTOMER,CUST00002423,Cust@2423x,ACTIVE, 
CUSTOMER,CUST00002424,Cust@2424x,ACTIVE, 
CUSTOMER,CUST00002425,Cust@2425x,ACTIVE, 
CUSTOMER,CUST00002426,Cust@2426x,ACTIVE, 
CUSTOMER,CUST00002427,Cust@2427x,ACTIVE, 
CUSTOMER,CUST00002428,Cust@2428x,ACTIVE, 
CUSTOMER,CUST00002429,Cust@2429x,ACTIVE, 
CUSTOMER,CUST00002430,Cust@2430x,ACTIVE, 
CUSTOMER,CUST00002431,Cust@2431x,ACTIVE, 
CUSTOMER,CUST00002432,Cust@2432x,ACTIVE, 
CUSTOMER,CUST00002433,Cust@2433x,DORMANT, 
CUSTOMER,CUST00002434,Cust@2434x,ACTIVE, 
CUSTOMER,CUST00002435,Cust@2435x,ACTIVE, 
CUSTOMER,CUST00002436,Cust@2436x,BLOCKED, 
CUSTOMER,CUST00002437,Cust@2437x,ACTIVE, 
CUSTOMER,CUST00002438,Cust@2438x,ACTIVE, 
CUSTOMER,CUST00002439,Cust@2439x,ACTIVE, 
CUSTOMER,CUST00002440,Cust@2440x,BLOCKED, 
CUSTOMER,CUST00002441,Cust@2441x,DORMANT, 
CUSTOMER,CUST00002442,Cust@2442x,ACTIVE, 
CUSTOMER,CUST00002443,Cust@2443x,ACTIVE, 
CUSTOMER,CUST00002444,Cust@2444x,ACTIVE, 
CUSTOMER,CUST00002445,Cust@2445x,BLOCKED, 
CUSTOMER,CUST00002446,Cust@2446x,ACTIVE, 
CUSTOMER,CUST00002447,Cust@2447x,ACTIVE, 
CUSTOMER,CUST00002448,Cust@2448x,ACTIVE, 
CUSTOMER,CUST00002449,Cust@2449x,ACTIVE, 
CUSTOMER,CUST00002450,Cust@2450x,DORMANT, 
CUSTOMER,CUST00002451,Cust@2451x,ACTIVE, 
