card_id,account_id,card_number,card_type,network,issue_date,expiry_date,credit_limit,card_status,card_holder_name,cvv,pin_generation_status,contactless_enabled,international_usage_enabled,created_at,updated_at,source_system
CD00001515,ACC00001463,2296971271032325,Credit,Visa,2021-08-26,2026-08-25,500000.0,Active,JANAKI ZACHARIA,177,Generated,Yes,No,2026-08-03 11:20:12.272678,,Enterprise System
CD00001516,ACC00001464,9776122418672282,Credit,Visa,2022-04-09,2027-04-08,500000.0,Active,TARAK BHAVSAR,736,Generated,Yes,No,2026-08-03 11:20:12.272678,,Enterprise System
CD00001517,ACC00001464,4355197895541280,Debit,Mastercard,2026-01-25,2031-01-24,0.0,Active,TARAK BHAVSAR,869,Generated,Yes,No,2026-08-03 11:20:12.273182,,Enterprise System
CD00001518,ACC00001465,7001712714363798,Debit,Mastercard,2026-01-23,2031-01-22,0.0,Active,SHIVANSH SAINI,358,Generated,Yes,No,2026-08-03 11:20:12.273182,,Enterprise System
CD00001519,ACC00001466,0474211707627503,Debit,RuPay,2018-10-10,2023-10-09,0.0,Active,ZAYYAN BALA,692,Generated,Yes,Yes,2026-08-03 11:20:12.274187,,Enterprise System
CD00001520,ACC00001467,9864839349240525,Debit,Mastercard,2024-12-16,2029-12-15,0.0,Active,MAYA BEHL,551,Generated,Yes,No,2026-08-03 11:20:12.274187,,Enterprise System
CD00001521,ACC00001468,9975779889445263,Debit,Mastercard,2023-07-15,2028-07-13,0.0,Active,THEODORE NAIR,377,Generated,Yes,Yes,2026-08-03 11:20:12.275192,,Enterprise System
CD00001522,ACC00001468,7977156011503905,Debit,RuPay,2024-07-13,2029-07-12,0.0,Active,THEODORE NAIR,521,Generated,Yes,No,2026-08-03 11:20:12.275192,,Enterprise System
CD00001523,ACC00001469,2789472027805291,Credit,Mastercard,2023-09-30,2028-09-28,50000.0,Active,VAMAKSHI LOYAL,630,Generated,Yes,No,2026-08-03 11:20:12.275192,,Enterprise System
CD00001524,ACC00001470,9539306054558542,Prepaid,American Express,2026-05-05,2031-05-04,50000.0,Active,JAGRATI SETHI,610,Generated,Yes,No,2026-08-03 11:20:12.276192,,Enterprise System
CD00001525,ACC00001470,6810078239664034,Credit,RuPay,2020-09-12,2025-09-11,50000.0,Active,JAGRATI SETHI,420,Generated,Yes,No,2026-08-03 11:20:12.276192,,Enterprise System
CD00001526,ACC00001471,8138518732203222,Debit,RuPay,2019-06-28,2024-06-26,0.0,Blocked,MADHAVI CHHABRA,256,Generated,Yes,No,2026-08-03 11:20:12.277192,,Enterprise System
CD00001527,ACC00001471,0908223634119362,Debit,Visa,2021-09-08,2026-09-07,0.0,Active,MADHAVI CHHABRA,942,Generated,Yes,Yes,2026-08-03 11:20:12.277192,,Enterprise System
CD00001528,ACC00001472,2109460115973524,Prepaid,RuPay,2024-02-07,2029-02-05,10000.0,Active,CHAMPAK RAO,807,Generated,Yes,No,2026-08-03 11:20:12.278192,,Enterprise System
CD00001529,ACC00001472,0563301934899115,Debit,RuPay,2022-09-08,2027-09-07,0.0,Lost,CHAMPAK RAO,838,Generated,Yes,Yes,2026-08-03 11:20:12.278192,,Enterprise System
CD00001530,ACC00001473,7678409026379196,Debit,RuPay,2012-01-22,2017-01-20,0.0,Active,NICHOLAS SHANKER,295,Generated,No,No,2026-08-03 11:20:12.278192,,Enterprise System
CD00001531,ACC00001473,2165010507069729,Debit,RuPay,2011-10-19,2016-10-17,0.0,Stolen,NICHOLAS SHANKER,535,Generated,Yes,No,2026-08-03 11:20:12.279192,,Enterprise System
CD00001532,ACC00001474,7359553450113270,Prepaid,Visa,2022-11-18,2027-11-17,10000.0,Lost,KRISH THAKKAR,937,Generated,Yes,No,2026-08-03 11:20:12.279192,,Enterprise System
CD00001533,ACC00001474,2371102313041609,Debit,RuPay,2019-09-14,2024-09-12,0.0,Active,KRISH THAKKAR,728,Generated,No,No,2026-08-03 11:20:12.280192,,Enterprise System
CD00001534,ACC00001476,9614535816270578,Credit,RuPay,2024-12-19,2029-12-18,50000.0,Active,KARAN ISSAC,393,Generated,Yes,No,2026-08-03 11:20:12.280192,,Enterprise System
CD00001535,ACC00001477,5165698931317818,Debit,Mastercard,2014-11-27,2019-11-26,0.0,Active,GOPAL YOGI,859,Generated,No,No,2026-08-03 11:20:12.280192,,Enterprise System
CD00001536,ACC00001478,0924968867019325,Debit,RuPay,2014-02-18,2019-02-17,0.0,Active,DIPTA SAHOTA,495,Generated,Yes,Yes,2026-08-03 11:20:12.281192,,Enterprise System
CD00001537,ACC00001478,2033759252797391,Debit,American Express,2016-08-11,2021-08-10,0.0,Active,DIPTA SAHOTA,112,Generated,Yes,No,2026-08-03 11:20:12.281192,,Enterprise System
CD00001538,ACC00001479,8555188953297564,Debit,Mastercard,2016-07-15,2021-07-14,0.0,Lost,GAGAN SAMI,117,Generated,Yes,No,2026-08-03 11:20:12.281192,,Enterprise System
CD00001539,ACC00001479,5190796673414911,Credit,Visa,2017-08-21,2022-08-20,50000.0,Active,GAGAN SAMI,206,Generated,Yes,No,2026-08-03 11:20:12.282813,,Enterprise System
CD00001540,ACC00001480,9688415979028877,Debit,Visa,2024-02-03,2029-02-01,0.0,Active,WISHI MANNE,139,Generated,Yes,No,2026-08-03 11:20:12.282813,,Enterprise System
CD00001541,ACC00001481,9583527547462596,Debit,Visa,2024-12-31,2029-12-30,0.0,Active,QABIL CHOWDHURY,487,Generated,Yes,No,2026-08-03 11:20:12.282813,,Enterprise System
CD00001542,ACC00001483,3005538466108669,Debit,Visa,2025-02-02,2030-02-01,0.0,Active,ADVAY SINGH,383,Generated,Yes,No,2026-08-03 11:20:12.283702,,Enterprise System
CD00001543,ACC00001485,5483390402204593,Debit,American Express,2019-06-21,2024-06-19,0.0,Active,RAJESHRI NARAIN,390,Generated,Yes,Yes,2026-08-03 11:20:12.283702,,Enterprise System
CD00001544,ACC00001486,8652428223868014,Debit,Visa,2024-07-01,2029-06-30,0.0,Active,ISHITA SRINIVASAN,739,Generated,Yes,No,2026-08-03 11:20:12.284707,,Enterprise System
CD00001545,ACC00001487,8726218833036945,Credit,Mastercard,2021-09-29,2026-09-28,200000.0,Active,FARAS DHILLON,379,Generated,Yes,No,2026-08-03 11:20:12.284707,,Enterprise System
CD00001546,ACC00001488,7733760054595308,Credit,Mastercard,2021-04-23,2026-04-22,500000.0,Active,BIMALA KRISHNAMURTHY,765,Generated,Yes,No,2026-08-03 11:20:12.285707,,Enterprise System
CD00001547,ACC00001489,3630767584358096,Charge,Visa,2020-09-22,2025-09-21,1000000.0,Active,BARKHA MISRA,557,Generated,Yes,Yes,2026-08-03 11:20:12.285707,,Enterprise System
CD00001548,ACC00001489,3255496656152088,Debit,Visa,2026-07-25,2031-07-24,0.0,Active,BARKHA MISRA,870,Generated,Yes,No,2026-08-03 11:20:12.286707,,Enterprise System
CD00001549,ACC00001490,0416577771703357,Debit,RuPay,2018-08-06,2023-08-05,0.0,Lost,ADVIK VISWANATHAN,153,Generated,Yes,No,2026-08-03 11:20:12.286707,,Enterprise System
CD00001550,ACC00001491,7856870417508606,Credit,Mastercard,2018-07-04,2023-07-03,500000.0,Active,SUHANI PALL,949,Generated,Yes,Yes,2026-08-03 11:20:12.286707,,Enterprise System
CD00001551,ACC00001491,9333531126457610,Debit,Mastercard,2021-08-20,2026-08-19,0.0,Active,SUHANI PALL,914,Generated,Yes,No,2026-08-03 11:20:12.287707,,Enterprise System
CD00001552,ACC00001493,2789279433846685,Debit,Mastercard,2012-03-10,2017-03-09,0.0,Active,PALLAVI GANESH,481,Generated,Yes,Yes,2026-08-03 11:20:12.287707,,Enterprise System
CD00001553,ACC00001493,5751751174174288,Credit,RuPay,2019-09-20,2024-09-18,200000.0,Active,PALLAVI GANESH,811,Generated,Yes,No,2026-08-03 11:20:12.288707,,Enterprise System
CD00001554,ACC00001494,0792400402233955,Debit,Visa,2020-03-24,2025-03-23,0.0,Active,CHAMELI KHANNA,122,Generated,Yes,No,2026-08-03 11:20:12.288707,,Enterprise System
CD00001555,ACC00001494,1469177009306675,Charge,RuPay,2024-10-29,2029-10-28,100000.0,Active,CHAMELI KHANNA,111,Generated,Yes,Yes,2026-08-03 11:20:12.288707,,Enterprise System
CD00001556,ACC00001495,2677119676111313,Credit,Visa,2024-12-28,2029-12-27,100000.0,Active,OWEN PARMER,388,Generated,Yes,No,2026-08-03 11:20:12.289707,,Enterprise System
CD00001557,ACC00001495,9560022116078205,Credit,Mastercard,2015-04-26,2020-04-24,500000.0,Active,OWEN PARMER,267,Generated,Yes,No,2026-08-03 11:20:12.289707,,Enterprise System
CD00001558,ACC00001496,8294118152622140,Debit,Mastercard,2025-11-05,2030-11-04,0.0,Active,CHASMUM SARAN,432,Generated,Yes,No,2026-08-03 11:20:12.290707,,Enterprise System
CD00001559,ACC00001496,2866089947412625,Debit,RuPay,2025-12-20,2030-12-19,0.0,Active,CHASMUM SARAN,290,Generated,No,No,2026-08-03 11:20:12.290707,,Enterprise System
CD00001560,ACC00001497,1320991070187730,Debit,Visa,2020-10-07,2025-10-06,0.0,Active,FARIS NATARAJAN,721,Generated,Yes,Yes,2026-08-03 11:20:12.291707,,Enterprise System
CD00001561,ACC00001497,7899911508777913,Debit,RuPay,2020-03-07,2025-03-06,0.0,Active,FARIS NATARAJAN,518,Generated,Yes,No,2026-08-03 11:20:12.291707,,Enterprise System
CD00001562,ACC00001500,0620330550659900,Debit,Mastercard,2015-02-23,2020-02-22,0.0,Active,VEDHIKA GROVER,339,Generated,Yes,No,2026-08-03 11:20:12.291707,,Enterprise System
CD00001563,ACC00001501,7416825557988886,Debit,Visa,2022-01-01,2026-12-31,0.0,Closed,CHAMPAK ACHARYA,406,Generated,Yes,Yes,2026-08-03 11:20:12.292707,,Enterprise System
CD00001564,ACC00001502,7912469481625335,Debit,Visa,2017-05-28,2022-05-27,0.0,Active,LADLI BHARGAVA,945,Generated,Yes,No,2026-08-03 11:20:12.293211,,Enterprise System
CD00001565,ACC00001503,3014746848127137,Credit,Mastercard,2026-07-18,2031-07-17,100000.0,Active,ADVIK DASH,887,Generated,No,No,2026-08-03 11:20:12.293211,,Enterprise System
CD00001566,ACC00001504,4624602421747166,Charge,Mastercard,2020-01-19,2025-01-17,100000.0,Active,EKALINGA CHAND,460,Generated,Yes,Yes,2026-08-03 11:20:12.294217,,Enterprise System
CD00001567,ACC00001504,0299802326105577,Debit,Visa,2024-03-13,2029-03-12,0.0,Active,EKALINGA CHAND,274,Generated,Yes,Yes,2026-08-03 11:20:12.294217,,Enterprise System
CD00001568,ACC00001505,0893777509068162,Credit,RuPay,2022-10-12,2027-10-11,500000.0,Active,NIHAL EDWIN,316,Generated,Yes,No,2026-08-03 11:20:12.295222,,Enterprise System
CD00001569,ACC00001505,1727386442960320,Credit,Mastercard,2021-10-06,2026-10-05,1000000.0,Active,NIHAL EDWIN,712,Generated,Yes,No,2026-08-03 11:20:12.295222,,Enterprise System
CD00001570,ACC00001508,7935478656816969,Debit,Visa,2012-12-06,2017-12-05,0.0,Active,UDANT DEWAN,570,Generated,Yes,No,2026-08-03 11:20:12.296222,,Enterprise System
CD00001571,ACC00001508,9467784304721296,Debit,RuPay,2015-07-22,2020-07-20,0.0,Active,UDANT DEWAN,968,Generated,Yes,Yes,2026-08-03 11:20:12.296222,,Enterprise System
CD00001572,ACC00001509,1677898789947155,Credit,Visa,2011-07-13,2016-07-11,50000.0,Active,RAYAAN PALL,217,Generated,Yes,No,2026-08-03 11:20:12.296222,,Enterprise System
CD00001573,ACC00001510,6498907866980273,Debit,Mastercard,2022-07-15,2027-07-14,0.0,Active,YAUVANI RAMESH,460,Generated,Yes,No,2026-08-03 11:20:12.297222,,Enterprise System
CD00001574,ACC00001511,1613185132725581,Debit,RuPay,2026-02-05,2031-02-04,0.0,Active,NIHAL DEO,531,Generated,Yes,No,2026-08-03 11:20:12.297222,,Enterprise System
CD00001575,ACC00001511,7866847132060878,Prepaid,Mastercard,2026-03-11,2031-03-10,25000.0,Active,NIHAL DEO,161,Generated,No,No,2026-08-03 11:20:12.298222,,Enterprise System
CD00001576,ACC00001515,6355826595317717,Debit,RuPay,2025-05-12,2030-05-11,0.0,Active,ETA MORAR,747,Generated,Yes,No,2026-08-03 11:20:12.298222,,Enterprise System
CD00001577,ACC00001516,0841929163581169,Debit,RuPay,2010-11-17,2015-11-16,0.0,Active,ARYA SHERE,206,Generated,Yes,No,2026-08-03 11:20:12.298222,,Enterprise System
CD00001578,ACC00001517,2743528528914727,Debit,Mastercard,2025-02-09,2030-02-08,0.0,Active,LOHIT MAND,604,Generated,Yes,No,2026-08-03 11:20:12.299222,,Enterprise System
CD00001579,ACC00001518,9486880765379302,Debit,Mastercard,2024-01-04,2029-01-02,0.0,Active,EKANTA SHROFF,807,Generated,No,No,2026-08-03 11:20:12.299726,,Enterprise System
CD00001580,ACC00001519,0299944802923366,Debit,Mastercard,2022-05-13,2027-05-12,0.0,Active,BALHAAR NORI,671,Generated,Yes,No,2026-08-03 11:20:12.299726,,Enterprise System
CD00001581,ACC00001520,6702512642037966,Debit,American Express,2015-02-27,2020-02-26,0.0,Closed,WAIDA NAZARETH,421,Generated,Yes,Yes,2026-08-03 11:20:12.300732,,Enterprise System
CD00001582,ACC00001521,3808682638764734,Credit,RuPay,2026-06-18,2031-06-17,500000.0,Active,UDARSH CHAUDRY,323,Generated,Yes,No,2026-08-03 11:20:12.300732,,Enterprise System
CD00001583,ACC00001522,5007481887777753,Prepaid,Visa,2017-05-30,2022-05-29,10000.0,Active,JATIN BAIL,527,Generated,Yes,No,2026-08-03 11:20:12.301732,,Enterprise System
CD00001584,ACC00001523,8173499056300871,Debit,RuPay,2017-04-19,2022-04-18,0.0,Active,GARIMA BAHRI,233,Generated,Yes,Yes,2026-08-03 11:20:12.302030,,Enterprise System
CD00001585,ACC00001524,5212621293596422,Debit,Visa,2023-04-19,2028-04-17,0.0,Active,AAHANA BISWAS,775,Generated,Yes,No,2026-08-03 11:20:12.302650,,Enterprise System
CD00001586,ACC00001525,3492404000820631,Debit,RuPay,2026-05-29,2031-05-28,0.0,Active,LAKSH MISTRY,889,Generated,Yes,No,2026-08-03 11:20:12.302650,,Enterprise System
CD00001587,ACC00001526,1326994380352243,Charge,Mastercard,2025-08-16,2030-08-15,50000.0,Active,MATTHEW AHUJA,681,Generated,Yes,No,2026-08-03 11:20:12.303769,,Enterprise System
CD00001588,ACC00001526,1582676705872426,Debit,Mastercard,2026-01-01,2030-12-31,0.0,Active,MATTHEW AHUJA,743,Generated,Yes,No,2026-08-03 11:20:12.303769,,Enterprise System
CD00001589,ACC00001527,7835077576943332,Debit,Visa,2014-11-05,2019-11-04,0.0,Active,FARIQ ANNE,914,Generated,Yes,Yes,2026-08-03 11:20:12.303769,,Enterprise System
CD00001590,ACC00001527,8620902834034578,Debit,RuPay,2017-04-23,2022-04-22,0.0,Active,FARIQ ANNE,853,Generated,Yes,Yes,2026-08-03 11:20:12.304750,,Enterprise System
CD00001591,ACC00001528,5611837809748132,Debit,RuPay,2023-09-24,2028-09-22,0.0,Active,OSHA PAU,614,Generated,Yes,No,2026-08-03 11:20:12.304750,,Enterprise System
CD00001592,ACC00001528,7503085720740615,Debit,Visa,2025-05-18,2030-05-17,0.0,Active,OSHA PAU,476,Generated,Yes,Yes,2026-08-03 11:20:12.305747,,Enterprise System
CD00001593,ACC00001530,0566440073093186,Debit,Visa,2025-03-20,2030-03-19,0.0,Active,SNEHA NAIR,828,Generated,Yes,No,2026-08-03 11:20:12.305747,,Enterprise System
CD00001594,ACC00001531,3211808768501901,Debit,Visa,2013-06-25,2018-06-24,0.0,Active,KASHVI LALL,115,Generated,Yes,No,2026-08-03 11:20:12.306747,,Enterprise System
CD00001595,ACC00001531,1797480414883382,Debit,RuPay,2019-07-29,2024-07-27,0.0,Active,KASHVI LALL,765,Generated,No,Yes,2026-08-03 11:20:12.306747,,Enterprise System
CD00001596,ACC00001533,3999676785078889,Debit,Mastercard,2019-09-10,2024-09-08,0.0,Active,UNNI SACHAR,468,Generated,Yes,Yes,2026-08-03 11:20:12.306747,,Enterprise System
CD00001597,ACC00001534,2258092050008959,Charge,Mastercard,2025-08-03,2030-08-02,1000000.0,Active,MASON VARUGHESE,930,Generated,Yes,No,2026-08-03 11:20:12.307748,,Enterprise System
CD00001598,ACC00001535,6351949974700056,Debit,RuPay,2025-11-25,2030-11-24,0.0,Active,WARDA SOM,508,Pending,Yes,No,2026-08-03 11:20:12.307748,,Enterprise System
CD00001599,ACC00001536,1049505299165215,Debit,Mastercard,2024-09-05,2029-09-04,0.0,Active,ANVI BANIK,819,Generated,Yes,No,2026-08-03 11:20:12.308747,,Enterprise System
CD00001600,ACC00001537,4356521403388389,Credit,Visa,2024-11-24,2029-11-23,1000000.0,Active,RAGHAV TAILOR,684,Generated,Yes,No,2026-08-03 11:20:12.309661,,Enterprise System
CD00001601,ACC00001539,4178055526665907,Credit,Visa,2014-07-04,2019-07-03,200000.0,Active,ADVIK MANI,113,Generated,Yes,Yes,2026-08-03 11:20:12.309661,,Enterprise System
CD00001602,ACC00001540,2869359868066082,Debit,Visa,2026-01-23,2031-01-22,0.0,Active,UPMA KATA,935,Generated,No,No,2026-08-03 11:20:12.309661,,Enterprise System
CD00001603,ACC00001541,9255487599247990,Debit,Visa,2014-04-03,2019-04-02,0.0,Active,NICHOLAS DORA,970,Generated,Yes,No,2026-08-03 11:20:12.310659,,Enterprise System
CD00001604,ACC00001542,6786484047464571,Credit,Mastercard,2018-06-16,2023-06-15,100000.0,Active,ADVIK MANE,840,Generated,Yes,Yes,2026-08-03 11:20:12.310659,,Enterprise System
CD00001605,ACC00001543,0810885981785664,Debit,Mastercard,2021-12-07,2026-12-06,0.0,Blocked,LIAM MENON,271,Generated,Yes,Yes,2026-08-03 11:20:12.311659,,Enterprise System
CD00001606,ACC00001543,1346698052696163,Charge,Visa,2015-08-08,2020-08-06,200000.0,Active,LIAM MENON,172,Generated,Yes,Yes,2026-08-03 11:20:12.311659,,Enterprise System
CD00001607,ACC00001544,7370222307592326,Debit,RuPay,2025-07-10,2030-07-09,0.0,Active,TANAY MOHANTY,514,Generated,Yes,No,2026-08-03 11:20:12.312660,,Enterprise System
CD00001608,ACC00001544,8214009484680751,Debit,RuPay,2016-05-22,2021-05-21,0.0,Active,TANAY MOHANTY,317,Generated,Yes,No,2026-08-03 11:20:12.313171,,Enterprise System
CD00001609,ACC00001545,8537303933959625,Debit,Visa,2026-01-19,2031-01-18,0.0,Lost,ARUNIMA AHUJA,885,Generated,Yes,No,2026-08-03 11:20:12.313171,,Enterprise System
CD00001610,ACC00001545,8258190589484614,Debit,Visa,2025-01-30,2030-01-29,0.0,Active,ARUNIMA AHUJA,735,Generated,Yes,Yes,2026-08-03 11:20:12.314181,,Enterprise System
CD00001611,ACC00001546,4430229226452787,Credit,Mastercard,2023-06-11,2028-06-09,1000000.0,Active,EKALINGA RAMA,990,Generated,Yes,Yes,2026-08-03 11:20:12.314181,,Enterprise System
CD00001612,ACC00001546,3483703646841396,Debit,Visa,2009-06-29,2014-06-28,0.0,Active,EKALINGA RAMA,991,Generated,Yes,No,2026-08-03 11:20:12.314181,,Enterprise System
CD00001613,ACC00001547,5339800390123801,Credit,Visa,2020-07-28,2025-07-27,500000.0,Active,ABHA JAIN,387,Generated,Yes,No,2026-08-03 11:20:12.315180,,Enterprise System
CD00001614,ACC00001548,1535416429688826,Debit,Mastercard,2025-11-22,2030-11-21,0.0,Blocked,JACOB CHANDER,479,Generated,Yes,No,2026-08-03 11:20:12.315180,,Enterprise System
CD00001615,ACC00001549,6346651166678618,Debit,Visa,2022-07-28,2027-07-27,0.0,Active,GIRINDRA KANT,517,Generated,Yes,No,2026-08-03 11:20:12.316180,,Enterprise System
CD00001616,ACC00001550,3806213553939275,Debit,Mastercard,2024-02-28,2029-02-26,0.0,Stolen,CHAITALY BAHRI,304,Pending,Yes,Yes,2026-08-03 11:20:12.316180,,Enterprise System
CD00001617,ACC00001550,4962318988833032,Debit,Visa,2023-02-15,2028-02-14,0.0,Expired,CHAITALY BAHRI,613,Generated,Yes,No,2026-08-03 11:20:12.317180,,Enterprise System
CD00001618,ACC00001551,5562190063175439,Debit,Mastercard,2016-04-15,2021-04-14,0.0,Active,SATHVIK MALHOTRA,635,Generated,Yes,Yes,2026-08-03 11:20:12.317180,,Enterprise System
CD00001619,ACC00001551,6763521864812165,Prepaid,Mastercard,2017-04-20,2022-04-19,10000.0,Active,SATHVIK MALHOTRA,796,Generated,No,No,2026-08-03 11:20:12.317180,,Enterprise System
CD00001620,ACC00001552,3148529475505063,Debit,RuPay,2025-12-18,2030-12-17,0.0,Active,EKAPAD PANCHAL,797,Generated,Yes,Yes,2026-08-03 11:20:12.318180,,Enterprise System
CD00001621,ACC00001554,9352059393554289,Credit,Visa,2025-05-03,2030-05-02,1000000.0,Active,QARIN TARA,580,Generated,Yes,No,2026-08-03 11:20:12.318180,,Enterprise System
CD00001622,ACC00001555,9301241890857958,Debit,RuPay,2024-11-23,2029-11-22,0.0,Active,FALGUNI SHERE,163,Generated,Yes,No,2026-08-03 11:20:12.319180,,Enterprise System
CD00001623,ACC00001556,4058634774206545,Debit,Visa,2021-05-19,2026-05-18,0.0,Active,ARIN BAL,158,Generated,Yes,No,2026-08-03 11:20:12.319180,,Enterprise System
CD00001624,ACC00001556,2542175958938638,Debit,Mastercard,2023-08-01,2028-07-30,0.0,Active,ARIN BAL,624,Generated,Yes,No,2026-08-03 11:20:12.320180,,Enterprise System
CD00001625,ACC00001557,1313677184111275,Debit,Visa,2024-01-14,2029-01-12,0.0,Active,KRITIKA DASGUPTA,284,Generated,Yes,No,2026-08-03 11:20:12.320180,,Enterprise System
CD00001626,ACC00001558,1824735487290448,Debit,RuPay,2023-12-11,2028-12-09,0.0,Active,BIMALA MITTER,661,Pending,Yes,No,2026-08-03 11:20:12.320180,,Enterprise System
CD00001627,ACC00001559,8760147271930946,Credit,Mastercard,2020-11-29,2025-11-28,50000.0,Active,JEET RAVI,265,Generated,Yes,No,2026-08-03 11:20:12.321180,,Enterprise System
CD00001628,ACC00001560,4241556985017705,Debit,Mastercard,2026-07-15,2031-07-14,0.0,Active,KALA GROVER,132,Generated,Yes,Yes,2026-08-03 11:20:12.321180,,Enterprise System
CD00001629,ACC00001561,8843518700795312,Debit,RuPay,2023-12-21,2028-12-19,0.0,Active,TARAK PARMER,264,Generated,Yes,Yes,2026-08-03 11:20:12.321180,,Enterprise System
CD00001630,ACC00001563,1448181367669765,Debit,Mastercard,2016-12-11,2021-12-10,0.0,Active,MADHAVI RAU,294,Generated,Yes,No,2026-08-03 11:20:12.322802,,Enterprise System
CD00001631,ACC00001564,3761192069783086,Debit,RuPay,2020-12-13,2025-12-12,0.0,Active,CHRISTOPHER CHACKO,146,Generated,Yes,Yes,2026-08-03 11:20:12.322802,,Enterprise System
CD00001632,ACC00001564,1317786388683805,Debit,Mastercard,2025-11-12,2030-11-11,0.0,Active,CHRISTOPHER CHACKO,403,Generated,No,No,2026-08-03 11:20:12.323699,,Enterprise System
CD00001633,ACC00001566,2812919482435460,Credit,American Express,2025-09-01,2030-08-31,500000.0,Active,BIMALA NARANG,434,Generated,Yes,No,2026-08-03 11:20:12.323699,,Enterprise System
CD00001634,ACC00001567,9646623667724578,Credit,Mastercard,2025-08-14,2030-08-13,500000.0,Active,HARINI DAR,533,Pending,Yes,Yes,2026-08-03 11:20:12.323699,,Enterprise System
CD00001635,ACC00001567,0241323617679360,Debit,Mastercard,2021-06-04,2026-06-03,0.0,Active,HARINI DAR,807,Generated,Yes,No,2026-08-03 11:20:12.324699,,Enterprise System
CD00001636,ACC00001568,8383038567634509,Charge,Mastercard,2017-03-19,2022-03-18,1000000.0,Active,FARAJ NARAIN,995,Generated,No,No,2026-08-03 11:20:12.324699,,Enterprise System
CD00001637,ACC00001569,3023002217808496,Credit,Visa,2014-11-27,2019-11-26,1000000.0,Active,AMAIRA DOSHI,442,Generated,Yes,No,2026-08-03 11:20:12.325700,,Enterprise System
CD00001638,ACC00001571,4432905392427516,Debit,Mastercard,2021-10-25,2026-10-24,0.0,Active,ONKAR PRAKASH,853,Generated,Yes,No,2026-08-03 11:20:12.325700,,Enterprise System
CD00001639,ACC00001572,2167332278131347,Debit,RuPay,2012-07-18,2017-07-17,0.0,Blocked,WRIDESH TATA,796,Generated,No,No,2026-08-03 11:20:12.326700,,Enterprise System
CD00001640,ACC00001574,8111848930316692,Credit,RuPay,2026-04-13,2031-04-12,500000.0,Closed,REVA SHAN,399,Generated,No,No,2026-08-03 11:20:12.326700,,Enterprise System
CD00001641,ACC00001575,0981210972648125,Debit,Visa,2025-10-01,2030-09-30,0.0,Active,FARHAN SENGUPTA,445,Generated,Yes,Yes,2026-08-03 11:20:12.327699,,Enterprise System
CD00001642,ACC00001576,4025216891088631,Debit,Visa,2022-05-30,2027-05-29,0.0,Active,RACHANA CHAR,318,Generated,Yes,No,2026-08-03 11:20:12.327699,,Enterprise System
CD00001643,ACC00001577,7439246874736813,Debit,Visa,2026-07-04,2031-07-03,0.0,Active,HEMAL MITRA,355,Generated,Yes,Yes,2026-08-03 11:20:12.328696,,Enterprise System
CD00001644,ACC00001577,6692588407845346,Debit,Mastercard,2025-04-30,2030-04-29,0.0,Active,HEMAL MITRA,570,Generated,Yes,Yes,2026-08-03 11:20:12.328696,,Enterprise System
CD00001645,ACC00001578,6694586607966963,Debit,Visa,2025-10-08,2030-10-07,0.0,Active,CALEB VERMA,571,Generated,Yes,No,2026-08-03 11:20:12.329699,,Enterprise System
CD00001646,ACC00001580,5468901024706248,Debit,RuPay,2024-02-20,2029-02-18,0.0,Active,ROHAN SHANKAR,866,Generated,Yes,No,2026-08-03 11:20:12.329699,,Enterprise System
CD00001647,ACC00001581,7257321108212039,Debit,Visa,2015-08-18,2020-08-16,0.0,Active,NITARA LOKE,199,Generated,Yes,No,2026-08-03 11:20:12.330699,,Enterprise System
CD00001648,ACC00001581,3302894145770243,Prepaid,RuPay,2022-06-05,2027-06-04,50000.0,Active,NITARA LOKE,433,Generated,Yes,No,2026-08-03 11:20:12.330699,,Enterprise System
CD00001649,ACC00001582,1095665497824697,Debit,Mastercard,2024-06-15,2029-06-14,0.0,Active,DIYA RATTI,257,Generated,Yes,No,2026-08-03 11:20:12.331698,,Enterprise System
CD00001650,ACC00001583,4252297229916768,Credit,RuPay,2024-07-30,2029-07-29,500000.0,Expired,NIHARIKA JOHAL,932,Pending,Yes,No,2026-08-03 11:20:12.331698,,Enterprise System
CD00001651,ACC00001583,0454995138595040,Debit,Visa,2024-10-14,2029-10-13,0.0,Closed,NIHARIKA JOHAL,602,Generated,Yes,No,2026-08-03 11:20:12.331698,,Enterprise System
CD00001652,ACC00001585,3232485463549767,Debit,Mastercard,2022-05-28,2027-05-27,0.0,Active,PRATYUSH PATLA,144,Generated,Yes,Yes,2026-08-03 11:20:12.332699,,Enterprise System
CD00001653,ACC00001587,6453609679390121,Prepaid,Mastercard,2014-02-25,2019-02-24,50000.0,Active,INAYA MANDER,271,Generated,Yes,No,2026-08-03 11:20:12.333209,,Enterprise System
CD00001654,ACC00001589,5334327620337599,Debit,Mastercard,2025-10-14,2030-10-13,0.0,Active,BAKHSHI DHAWAN,805,Generated,Yes,No,2026-08-03 11:20:12.333209,,Enterprise System
CD00001655,ACC00001589,3756421331146663,Credit,RuPay,2024-04-04,2029-04-03,50000.0,Lost,BAKHSHI DHAWAN,989,Generated,Yes,No,2026-08-03 11:20:12.334220,,Enterprise System
CD00001656,ACC00001590,6450854332411045,Debit,Visa,2020-07-28,2025-07-27,0.0,Lost,WARINDER LUTHRA,659,Generated,Yes,No,2026-08-03 11:20:12.334220,,Enterprise System
