alert_id,transaction_id,fraud_score,alert_reason,alert_status,alert_timestamp,assigned_to,assignee_emp_id,resolution_date,created_at,updated_at,source_system
ALR00000879,TR00035512,31,Blacklisted Merchant,Open,2021-07-11 11:31:02,,,,2026-08-03 11:22:27.609178,,Fraud Detection System
ALR00000880,TR00115829,39,Location Mismatch,False Positive,2025-02-11 02:24:32,Benjamin Morar,EMP00000104,2025-03-11,2026-08-03 11:22:27.610178,,Fraud Detection System
ALR00000881,TR00063279,4,Card Not Present,Resolved,2025-06-10 06:18:22,Nakul Sarma,EMP00000089,2025-06-10,2026-08-03 11:22:27.611166,,Fraud Detection System
ALR00000882,TR00063599,3,Location Mismatch,False Positive,2020-02-19 21:18:01,Kiaan Shetty,EMP00000150,2020-03-17,2026-08-03 11:22:27.611166,,Fraud Detection System
ALR00000883,TR00002516,89,Unusual Spending Pattern,Closed,2025-12-09 14:45:42,Ronith Patla,EMP00000126,2025-12-27,2026-08-03 11:22:27.612691,,Fraud Detection System
ALR00000884,TR00202667,73,Blacklisted Merchant,Closed,2022-07-26 05:27:45,Balendra Pingle,EMP00000102,2022-08-18,2026-08-03 11:22:27.613702,,Fraud Detection System
ALR00000885,TR00225855,56,Velocity Check Failed,Under Investigation,2024-12-22 05:34:13,Devansh Sachdeva,EMP00000161,,2026-08-03 11:22:27.614719,,Fraud Detection System
ALR00000886,TR00170145,90,Card Not Present,Resolved,2024-02-04 15:39:17,Ekansh Keer,EMP00000077,2024-02-04,2026-08-03 11:22:27.615704,,Fraud Detection System
ALR00000887,TR00039540,34,Location Mismatch,Under Investigation,2019-02-07 08:39:11,Jeremiah Dave,EMP00000041,,2026-08-03 11:22:27.616699,,Fraud Detection System
ALR00000888,TR00110983,32,Velocity Check Failed,Under Investigation,2017-09-19 18:22:11,Pranav Lanka,EMP00000120,,2026-08-03 11:22:27.617700,,Fraud Detection System
ALR00000889,TR00086347,1,Unusual Spending Pattern,Resolved,2025-01-20 22:07:31,Zayyan Bumb,EMP00000179,2025-02-06,2026-08-03 11:22:27.618698,,Fraud Detection System
ALR00000890,TR00147582,31,Multiple Failed Attempts,Resolved,2021-07-22 07:47:22,Jyoti Solanki,EMP00000213,2021-08-05,2026-08-03 11:22:27.618698,,Fraud Detection System
ALR00000891,TR00160448,54,Location Mismatch,Resolved,2022-11-06 20:01:23,Riya Pai,EMP00000314,2022-11-24,2026-08-03 11:22:27.619748,,Fraud Detection System
ALR00000892,TR00106651,97,Card Not Present,Closed,2026-07-12 10:14:10,Aadhya Andra,EMP00000312,2026-08-01,2026-08-03 11:22:27.620719,,Fraud Detection System
ALR00000893,TR00062395,60,High Transaction Amount,Closed,2024-03-16 15:27:34,Meghana Maharaj,EMP00000320,2024-04-05,2026-08-03 11:22:27.622224,,Fraud Detection System
ALR00000894,TR00212216,47,Multiple Failed Attempts,Resolved,2024-09-24 01:00:09,Chandresh Sood,EMP00000074,2024-10-20,2026-08-03 11:22:27.623229,,Fraud Detection System
ALR00000895,TR00049692,27,Velocity Check Failed,Resolved,2017-06-05 00:57:45,Yuvraj Handa,EMP00000060,2017-07-01,2026-08-03 11:22:27.624231,,Fraud Detection System
ALR00000896,TR00096600,90,Multiple Failed Attempts,Under Investigation,2023-01-16 15:28:41,Chandresh Sood,EMP00000074,,2026-08-03 11:22:27.624231,,Fraud Detection System
ALR00000897,TR00121303,90,Multiple Failed Attempts,False Positive,2025-08-19 16:00:53,Banjeet Balasubramanian,EMP00000182,2025-09-17,2026-08-03 11:22:27.625236,,Fraud Detection System
ALR00000898,TR00059081,15,High Transaction Amount,Under Investigation,2013-06-26 02:47:20,Nakul Sarma,EMP00000089,,2026-08-03 11:22:27.626239,,Fraud Detection System
ALR00000899,TR00143587,19,Velocity Check Failed,Open,2022-08-31 03:04:13,,,,2026-08-03 11:22:27.627248,,Fraud Detection System
ALR00000900,TR00144385,68,High Transaction Amount,Resolved,2025-10-20 04:07:58,Lakshit Dora,EMP00000159,2025-10-30,2026-08-03 11:22:27.628239,,Fraud Detection System
ALR00000901,TR00248167,16,Card Not Present,Under Investigation,2026-01-29 04:13:33,Zaid Dara,EMP00000149,,2026-08-03 11:22:27.629241,,Fraud Detection System
ALR00000902,TR00074114,60,Card Not Present,False Positive,2008-01-19 20:13:07,Lajita Seshadri,EMP00000235,2008-02-11,2026-08-03 11:22:27.629241,,Fraud Detection System
ALR00000903,TR00244831,40,High Transaction Amount,Open,2023-04-24 08:02:07,,,,2026-08-03 11:22:27.630242,,Fraud Detection System
ALR00000904,TR00165312,19,Card Not Present,False Positive,2022-07-27 13:04:49,Alka Dewan,EMP00000020,2022-08-06,2026-08-03 11:22:27.631244,,Fraud Detection System
ALR00000905,TR00068568,91,Unusual Spending Pattern,Open,2016-07-26 02:01:53,,,,2026-08-03 11:22:27.632243,,Fraud Detection System
ALR00000906,TR00142115,93,Card Not Present,False Positive,2025-09-11 13:13:45,Prisha Andra,EMP00000100,2025-09-24,2026-08-03 11:22:27.632751,,Fraud Detection System
ALR00000907,TR00172213,56,High Transaction Amount,Open,2023-08-09 14:07:59,,,,2026-08-03 11:22:27.632751,,Fraud Detection System
ALR00000908,TR00187282,64,Blacklisted Merchant,Resolved,2023-04-01 23:47:32,Pranav Lanka,EMP00000120,2023-04-22,2026-08-03 11:22:27.633760,,Fraud Detection System
ALR00000909,TR00012496,38,High Transaction Amount,Under Investigation,2026-04-11 08:27:08,Pallavi Kakar,EMP00000043,,2026-08-03 11:22:27.634762,,Fraud Detection System
ALR00000910,TR00152583,37,Unusual Spending Pattern,False Positive,2025-10-06 03:54:45,Hritik Kaur,EMP00000338,2025-10-29,2026-08-03 11:22:27.635760,,Fraud Detection System
ALR00000911,TR00124745,69,Velocity Check Failed,Resolved,2022-12-28 07:05:29,Alka Dewan,EMP00000020,2022-12-29,2026-08-03 11:22:27.636757,,Fraud Detection System
ALR00000912,TR00226552,17,Velocity Check Failed,Under Investigation,2021-12-24 10:38:05,Anirudh Zacharia,EMP00000180,,2026-08-03 11:22:27.637762,,Fraud Detection System
ALR00000913,TR00071692,55,Blacklisted Merchant,Resolved,2023-10-18 13:06:09,Nakul Bhandari,EMP00000075,2023-11-05,2026-08-03 11:22:27.638760,,Fraud Detection System
ALR00000914,TR00201201,27,Velocity Check Failed,Resolved,2026-06-29 20:22:01,Balveer Parmar,EMP00000105,2026-07-15,2026-08-03 11:22:27.639763,,Fraud Detection System
ALR00000915,TR00152739,99,Multiple Failed Attempts,Resolved,2022-03-24 10:31:38,Adweta Edwin,EMP00000099,2022-04-12,2026-08-03 11:22:27.639763,,Fraud Detection System
ALR00000916,TR00088134,19,High Transaction Amount,Resolved,2024-12-06 22:50:59,Vaishnavi Bora,EMP00000143,2024-12-14,2026-08-03 11:22:27.640862,,Fraud Detection System
ALR00000917,TR00159841,66,Unusual Spending Pattern,Resolved,2013-04-07 23:10:22,Hritik Kaur,EMP00000338,2013-04-29,2026-08-03 11:22:27.640862,,Fraud Detection System
ALR00000918,TR00156145,65,Unusual Spending Pattern,Resolved,2021-07-29 16:07:00,Ekaja Zachariah,EMP00000158,2021-08-04,2026-08-03 11:22:27.643125,,Fraud Detection System
ALR00000919,TR00170161,23,Card Not Present,Under Investigation,2026-07-25 01:49:02,Zayyan Bumb,EMP00000179,,2026-08-03 11:22:27.644224,,Fraud Detection System
ALR00000920,TR00181178,97,Velocity Check Failed,Resolved,2024-05-27 03:36:16,Rudra Sandal,EMP00000245,2024-06-21,2026-08-03 11:22:27.644224,,Fraud Detection System
ALR00000921,TR00165597,99,Location Mismatch,Resolved,2024-02-22 02:48:54,Zayyan Bumb,EMP00000179,2024-02-23,2026-08-03 11:22:27.645136,,Fraud Detection System
ALR00000922,TR00210582,77,Location Mismatch,Under Investigation,2025-12-19 02:45:05,Gaurang Murty,EMP00000264,,2026-08-03 11:22:27.646156,,Fraud Detection System
ALR00000923,TR00157896,28,Unusual Spending Pattern,Under Investigation,2024-12-06 12:57:08,Nilima Nath,EMP00000260,,2026-08-03 11:22:27.648138,,Fraud Detection System
ALR00000924,TR00226352,83,Card Not Present,Under Investigation,2012-12-12 11:58:56,Hritik Kaur,EMP00000338,,2026-08-03 11:22:27.648138,,Fraud Detection System
ALR00000925,TR00162271,31,Velocity Check Failed,Open,2026-06-27 02:35:43,,,,2026-08-03 11:22:27.649135,,Fraud Detection System
ALR00000926,TR00077505,92,Velocity Check Failed,Resolved,2019-11-18 01:48:37,Kashvi Sarma,EMP00000045,2019-12-07,2026-08-03 11:22:27.650134,,Fraud Detection System
ALR00000927,TR00110714,10,Unusual Spending Pattern,False Positive,2019-01-03 04:11:31,Aadhya Andra,EMP00000312,2019-01-31,2026-08-03 11:22:27.651134,,Fraud Detection System
ALR00000928,TR00145610,38,Unusual Spending Pattern,Under Investigation,2025-05-01 14:20:37,Devansh Sachdeva,EMP00000161,,2026-08-03 11:22:27.651134,,Fraud Detection System
ALR00000929,TR00184144,1,Card Not Present,False Positive,2025-09-13 02:03:08,Diya Rattan,EMP00000016,2025-10-10,2026-08-03 11:22:27.652775,,Fraud Detection System
ALR00000930,TR00022645,28,Card Not Present,Open,2024-01-06 06:38:19,,,,2026-08-03 11:22:27.652775,,Fraud Detection System
ALR00000931,TR00074082,60,Location Mismatch,Resolved,2019-03-14 13:44:46,Rudra Sandal,EMP00000245,2019-03-15,2026-08-03 11:22:27.653654,,Fraud Detection System
ALR00000932,TR00188028,15,Blacklisted Merchant,Under Investigation,2025-03-23 14:15:11,Pallavi Kakar,EMP00000043,,2026-08-03 11:22:27.654655,,Fraud Detection System
ALR00000933,TR00043940,94,Multiple Failed Attempts,Resolved,2022-06-28 12:55:38,Aahana Pillay,EMP00000186,2022-07-02,2026-08-03 11:22:27.655652,,Fraud Detection System
ALR00000934,TR00032932,50,Velocity Check Failed,False Positive,2014-10-29 21:51:13,Yuvraj Handa,EMP00000060,2014-11-18,2026-08-03 11:22:27.656653,,Fraud Detection System
ALR00000935,TR00135680,11,Unusual Spending Pattern,Resolved,2025-03-09 10:10:19,Frederick Khurana,EMP00000208,2025-03-15,2026-08-03 11:22:27.656653,,Fraud Detection System
ALR00000936,TR00243147,76,High Transaction Amount,Resolved,2021-08-24 16:13:51,Pallavi Kakar,EMP00000043,2021-09-15,2026-08-03 11:22:27.658651,,Fraud Detection System
ALR00000937,TR00133338,24,Card Not Present,Resolved,2026-01-22 01:51:55,Nimrat Dubey,EMP00000296,2026-01-30,2026-08-03 11:22:27.659651,,Fraud Detection System
ALR00000938,TR00228740,1,Blacklisted Merchant,False Positive,2018-02-15 15:52:24,Nakul Bhandari,EMP00000075,2018-02-17,2026-08-03 11:22:27.660660,,Fraud Detection System
ALR00000939,TR00208735,5,Velocity Check Failed,Resolved,2025-12-27 05:12:47,Dipta Sarin,EMP00000122,2026-01-08,2026-08-03 11:22:27.661650,,Fraud Detection System
ALR00000940,TR00063993,71,Velocity Check Failed,Under Investigation,2023-12-21 18:02:53,Ishwar Kamdar,EMP00000185,,2026-08-03 11:22:27.662649,,Fraud Detection System
ALR00000941,TR00207439,5,Location Mismatch,Resolved,2018-08-23 15:42:52,Veer Bir,EMP00000050,2018-09-10,2026-08-03 11:22:27.662649,,Fraud Detection System
ALR00000942,TR00120997,33,Velocity Check Failed,Under Investigation,2024-10-19 02:30:42,Pranav Lanka,EMP00000120,,2026-08-03 11:22:27.664144,,Fraud Detection System
ALR00000943,TR00203197,61,Velocity Check Failed,False Positive,2025-12-10 11:08:52,Onveer Walla,EMP00000012,2025-12-25,2026-08-03 11:22:27.665133,,Fraud Detection System
ALR00000944,TR00187780,17,Location Mismatch,Open,2014-11-09 07:24:53,,,,2026-08-03 11:22:27.666147,,Fraud Detection System
ALR00000945,TR00084845,13,Blacklisted Merchant,Resolved,2026-07-12 10:00:28,Vaishnavi Bora,EMP00000143,2026-07-17,2026-08-03 11:22:27.666147,,Fraud Detection System
ALR00000946,TR00028912,12,Velocity Check Failed,Under Investigation,2026-06-16 08:51:27,Devansh Rajan,EMP00000026,,2026-08-03 11:22:27.667222,,Fraud Detection System
ALR00000947,TR00240961,18,Location Mismatch,Under Investigation,2026-03-30 11:10:15,Zayan Behl,EMP00000096,,2026-08-03 11:22:27.668211,,Fraud Detection System
ALR00000948,TR00034959,81,Blacklisted Merchant,Under Investigation,2025-03-13 03:16:36,Ekaja Zachariah,EMP00000158,,2026-08-03 11:22:27.669219,,Fraud Detection System
ALR00000949,TR00241992,30,Multiple Failed Attempts,Resolved,2025-07-17 17:35:05,Nakul Sarma,EMP00000089,2025-08-08,2026-08-03 11:22:27.670224,,Fraud Detection System
ALR00000950,TR00215849,13,Unusual Spending Pattern,False Positive,2016-01-03 04:37:51,Balveer Parmar,EMP00000105,2016-01-18,2026-08-03 11:22:27.671226,,Fraud Detection System
ALR00000951,TR00182010,48,High Transaction Amount,Resolved,2022-09-12 13:21:02,Lajita Seshadri,EMP00000235,2022-09-28,2026-08-03 11:22:27.671226,,Fraud Detection System
ALR00000952,TR00245188,15,Velocity Check Failed,Open,2009-07-19 09:42:09,,,,2026-08-03 11:22:27.672233,,Fraud Detection System
ALR00000953,TR00242132,100,Card Not Present,Closed,2017-04-11 17:14:05,Mohini Pathak,EMP00000022,2017-04-29,2026-08-03 11:22:27.672824,,Fraud Detection System
ALR00000954,TR00202664,70,Location Mismatch,Resolved,2020-12-20 07:10:20,Adweta Edwin,EMP00000099,2021-01-02,2026-08-03 11:22:27.673839,,Fraud Detection System
ALR00000955,TR00091575,25,Unusual Spending Pattern,Resolved,2012-02-03 19:12:29,Yagnesh Shan,EMP00000279,2012-02-23,2026-08-03 11:22:27.674919,,Fraud Detection System
ALR00000956,TR00199138,58,Multiple Failed Attempts,Resolved,2023-10-01 05:10:17,Balendra Pingle,EMP00000102,2023-10-13,2026-08-03 11:22:27.675939,,Fraud Detection System
ALR00000957,TR00003635,50,Velocity Check Failed,Under Investigation,2022-05-09 15:22:36,Gaurang Murty,EMP00000264,,2026-08-03 11:22:27.675939,,Fraud Detection System
ALR00000958,TR00134905,53,Multiple Failed Attempts,Open,2020-06-03 03:29:55,,,,2026-08-03 11:22:27.676933,,Fraud Detection System
ALR00000959,TR00114175,8,Velocity Check Failed,Under Investigation,2025-04-18 13:39:13,Divya Kala,EMP00000018,,2026-08-03 11:22:27.677927,,Fraud Detection System
ALR00000960,TR00168910,23,Velocity Check Failed,False Positive,2026-02-26 05:39:45,Mohini Pathak,EMP00000022,2026-03-01,2026-08-03 11:22:27.677927,,Fraud Detection System
ALR00000961,TR00168783,16,Blacklisted Merchant,Under Investigation,2026-04-22 16:46:21,Meghana Maharaj,EMP00000320,,2026-08-03 11:22:27.678832,,Fraud Detection System
ALR00000962,TR00146899,31,Card Not Present,Under Investigation,2025-08-09 13:51:12,Lakshit Dora,EMP00000159,,2026-08-03 11:22:27.679829,,Fraud Detection System
ALR00000963,TR00206936,91,Unusual Spending Pattern,Closed,2025-07-01 08:34:44,Diya Rattan,EMP00000016,2025-07-23,2026-08-03 11:22:27.680878,,Fraud Detection System
ALR00000964,TR00235301,3,Multiple Failed Attempts,False Positive,2025-10-23 07:57:50,Riya Pai,EMP00000314,2025-10-23,2026-08-03 11:22:27.680878,,Fraud Detection System
ALR00000965,TR00027272,29,Velocity Check Failed,Under Investigation,2023-08-20 21:54:16,Hritik Kaur,EMP00000338,,2026-08-03 11:22:27.682446,,Fraud Detection System
ALR00000966,TR00058326,71,Velocity Check Failed,Open,2025-05-20 16:40:26,,,,2026-08-03 11:22:27.683485,,Fraud Detection System
ALR00000967,TR00006336,54,Velocity Check Failed,Resolved,2025-08-08 22:26:42,Balveer Bumb,EMP00000079,2025-09-03,2026-08-03 11:22:27.684399,,Fraud Detection System
ALR00000968,TR00221935,73,Location Mismatch,Open,2018-10-10 14:00:48,,,,2026-08-03 11:22:27.684399,,Fraud Detection System
ALR00000969,TR00141017,10,Unusual Spending Pattern,Open,2025-03-24 11:37:19,,,,2026-08-03 11:22:27.684399,,Fraud Detection System
ALR00000970,TR00229204,61,Blacklisted Merchant,Resolved,2021-11-28 18:05:18,Alka Dewan,EMP00000020,2021-11-30,2026-08-03 11:22:27.685406,,Fraud Detection System
ALR00000971,TR00055173,58,Multiple Failed Attempts,Under Investigation,2024-05-12 04:24:51,Banjeet Balasubramanian,EMP00000182,,2026-08-03 11:22:27.686491,,Fraud Detection System
ALR00000972,TR00016310,31,Unusual Spending Pattern,Resolved,2025-01-27 09:34:04,Balveer Parmar,EMP00000105,2025-02-12,2026-08-03 11:22:27.687489,,Fraud Detection System
ALR00000973,TR00207281,7,Velocity Check Failed,Open,2024-05-29 14:59:52,,,,2026-08-03 11:22:27.687489,,Fraud Detection System
ALR00000974,TR00227676,96,Location Mismatch,Resolved,2024-12-28 01:52:21,Balveer Parmar,EMP00000105,2025-01-07,2026-08-03 11:22:27.688489,,Fraud Detection System
ALR00000975,TR00075791,62,Unusual Spending Pattern,Under Investigation,2023-01-26 20:07:07,Nicholas Goel,EMP00000108,,2026-08-03 11:22:27.689402,,Fraud Detection System
ALR00000976,TR00102305,89,Unusual Spending Pattern,Resolved,2025-05-12 03:27:56,Zayan Behl,EMP00000096,2025-05-15,2026-08-03 11:22:27.690404,,Fraud Detection System
ALR00000977,TR00034796,54,Location Mismatch,Open,2023-03-11 05:48:34,,,,2026-08-03 11:22:27.690404,,Fraud Detection System
ALR00000978,TR00236817,95,Blacklisted Merchant,Closed,2015-11-08 07:15:23,Oni Dubey,EMP00000346,2015-11-09,2026-08-03 11:22:27.691451,,Fraud Detection System
ALR00000979,TR00076299,18,Location Mismatch,Open,2025-03-28 02:26:28,,,,2026-08-03 11:22:27.692494,,Fraud Detection System
ALR00000980,TR00123706,38,Velocity Check Failed,False Positive,2025-01-10 19:30:09,Aahana Pillay,EMP00000186,2025-01-11,2026-08-03 11:22:27.693110,,Fraud Detection System
ALR00000981,TR00024383,25,High Transaction Amount,Open,2020-04-13 11:01:42,,,,2026-08-03 11:22:27.693110,,Fraud Detection System
ALR00000982,TR00222785,25,Location Mismatch,Open,2025-10-07 12:19:37,,,,2026-08-03 11:22:27.694127,,Fraud Detection System
ALR00000983,TR00033786,19,Velocity Check Failed,Resolved,2019-01-26 20:36:18,Mohini Pathak,EMP00000022,2019-02-07,2026-08-03 11:22:27.694127,,Fraud Detection System
ALR00000984,TR00113957,79,Unusual Spending Pattern,False Positive,2022-10-01 10:20:05,Prisha Andra,EMP00000100,2022-10-10,2026-08-03 11:22:27.695125,,Fraud Detection System
ALR00000985,TR00168368,66,Location Mismatch,Resolved,2015-04-01 23:44:00,Oni Dubey,EMP00000346,2015-04-01,2026-08-03 11:22:27.696127,,Fraud Detection System
ALR00000986,TR00186873,52,Velocity Check Failed,Resolved,2022-05-01 18:38:39,Nakul Bhandari,EMP00000075,2022-05-08,2026-08-03 11:22:27.698121,,Fraud Detection System
ALR00000987,TR00236717,64,Velocity Check Failed,Under Investigation,2021-08-16 14:26:01,Oni Dubey,EMP00000346,,2026-08-03 11:22:27.698121,,Fraud Detection System
ALR00000988,TR00105293,27,High Transaction Amount,False Positive,2019-05-19 00:59:07,Banjeet Balasubramanian,EMP00000182,2019-05-30,2026-08-03 11:22:27.699118,,Fraud Detection System
ALR00000989,TR00186648,91,Multiple Failed Attempts,Open,2018-03-21 16:14:07,,,,2026-08-03 11:22:27.700117,,Fraud Detection System
ALR00000990,TR00038556,31,Blacklisted Merchant,Resolved,2023-04-08 23:22:11,Rudra Sandal,EMP00000245,2023-04-14,2026-08-03 11:22:27.700117,,Fraud Detection System
ALR00000991,TR00104271,29,Velocity Check Failed,Resolved,2026-04-24 16:43:31,Ishwar Kamdar,EMP00000185,2026-05-16,2026-08-03 11:22:27.701450,,Fraud Detection System
ALR00000992,TR00024831,44,Multiple Failed Attempts,Open,2025-07-26 07:20:17,,,,2026-08-03 11:22:27.701450,,Fraud Detection System
ALR00000993,TR00122846,86,Velocity Check Failed,Resolved,2021-12-16 10:34:07,Kiaan Shetty,EMP00000150,2021-12-21,2026-08-03 11:22:27.702538,,Fraud Detection System
ALR00000994,TR00102284,69,High Transaction Amount,Under Investigation,2022-10-17 23:00:43,Banjeet Balasubramanian,EMP00000182,,2026-08-03 11:22:27.703573,,Fraud Detection System
ALR00000995,TR00238069,43,Velocity Check Failed,Resolved,2018-12-11 08:02:36,Chandresh Sood,EMP00000074,2019-01-07,2026-08-03 11:22:27.704555,,Fraud Detection System
ALR00000996,TR00008393,81,Location Mismatch,Resolved,2024-11-26 02:20:18,Ekansh Keer,EMP00000077,2024-12-06,2026-08-03 11:22:27.705561,,Fraud Detection System
ALR00000997,TR00092789,43,Unusual Spending Pattern,Resolved,2022-08-04 10:54:08,Aahana Pillay,EMP00000186,2022-08-26,2026-08-03 11:22:27.706555,,Fraud Detection System
ALR00000998,TR00111519,96,Velocity Check Failed,Resolved,2026-07-23 10:29:16,Gaurang Murty,EMP00000264,2026-07-31,2026-08-03 11:22:27.707655,,Fraud Detection System
ALR00000999,TR00237800,79,Location Mismatch,Open,2020-11-03 12:32:52,,,,2026-08-03 11:22:27.707655,,Fraud Detection System
ALR00001000,TR00214780,84,Blacklisted Merchant,Resolved,2025-05-11 15:10:24,Zaid Dara,EMP00000149,2025-05-23,2026-08-03 11:22:27.708645,,Fraud Detection System
ALR00001001,TR00024908,97,Card Not Present,False Positive,2024-09-17 18:40:50,Kashvi Sarma,EMP00000045,2024-10-04,2026-08-03 11:22:27.709666,,Fraud Detection System
ALR00001002,TR00172171,38,Location Mismatch,Under Investigation,2022-11-21 06:32:42,Vaishnavi Bora,EMP00000143,,2026-08-03 11:22:27.709666,,Fraud Detection System
ALR00001003,TR00136879,40,High Transaction Amount,False Positive,2026-05-18 12:25:14,Chaaya Saran,EMP00000030,2026-05-26,2026-08-03 11:22:27.710662,,Fraud Detection System
ALR00001004,TR00244811,30,Velocity Check Failed,Resolved,2012-02-05 06:55:04,Gaurang Murty,EMP00000264,2012-03-05,2026-08-03 11:22:27.711653,,Fraud Detection System
ALR00001005,TR00089806,63,Blacklisted Merchant,Resolved,2024-07-14 09:27:38,Yuvraj Handa,EMP00000060,2024-08-12,2026-08-03 11:22:27.713132,,Fraud Detection System
ALR00001006,TR00099861,59,Location Mismatch,Resolved,2024-03-21 20:55:30,Onveer Walla,EMP00000012,2024-03-26,2026-08-03 11:22:27.714141,,Fraud Detection System
ALR00001007,TR00047211,65,Location Mismatch,Resolved,2018-08-28 00:23:12,Mohini Pathak,EMP00000022,2018-09-04,2026-08-03 11:22:27.714141,,Fraud Detection System
ALR00001008,TR00030602,7,Card Not Present,Open,2016-11-29 20:26:22,,,,2026-08-03 11:22:27.715231,,Fraud Detection System
ALR00001009,TR00212774,76,Velocity Check Failed,Open,2018-06-24 08:01:08,,,,2026-08-03 11:22:27.715231,,Fraud Detection System
ALR00001010,TR00114173,34,Multiple Failed Attempts,Resolved,2026-01-11 07:33:54,Dipta Sarin,EMP00000122,2026-01-26,2026-08-03 11:22:27.716243,,Fraud Detection System
ALR00001011,TR00166414,55,Velocity Check Failed,Open,2017-10-10 15:25:03,,,,2026-08-03 11:22:27.716243,,Fraud Detection System
ALR00001012,TR00161094,93,Unusual Spending Pattern,Open,2015-09-15 08:55:02,,,,2026-08-03 11:22:27.717239,,Fraud Detection System
ALR00001013,TR00150082,67,Velocity Check Failed,Resolved,2025-11-19 17:19:24,Prisha Andra,EMP00000100,2025-11-24,2026-08-03 11:22:27.718144,,Fraud Detection System
ALR00001014,TR00005389,25,High Transaction Amount,Resolved,2025-10-24 06:28:17,Akshay Lalla,EMP00000335,2025-11-21,2026-08-03 11:22:27.718144,,Fraud Detection System
ALR00001015,TR00198161,62,Velocity Check Failed,Under Investigation,2019-12-24 00:30:57,Nakul Sarma,EMP00000089,,2026-08-03 11:22:27.719237,,Fraud Detection System
ALR00001016,TR00060772,58,Blacklisted Merchant,Closed,2019-12-02 00:52:43,Vaishnavi Bora,EMP00000143,2019-12-03,2026-08-03 11:22:27.720232,,Fraud Detection System
ALR00001017,TR00031492,25,Velocity Check Failed,Resolved,2023-07-15 08:13:38,Hritik Kaur,EMP00000338,2023-07-30,2026-08-03 11:22:27.721228,,Fraud Detection System
ALR00001018,TR00141757,61,Card Not Present,Resolved,2026-04-21 04:44:19,Jagdish Koshy,EMP00000078,2026-05-18,2026-08-03 11:22:27.722237,,Fraud Detection System
ALR00001019,TR00017627,56,High Transaction Amount,False Positive,2025-10-07 05:57:37,Balveer Parmar,EMP00000105,2025-10-25,2026-08-03 11:22:27.722745,,Fraud Detection System
ALR00001020,TR00192547,48,Unusual Spending Pattern,Resolved,2024-06-30 05:08:33,Mohini Pathak,EMP00000022,2024-07-19,2026-08-03 11:22:27.723758,,Fraud Detection System
ALR00001021,TR00051687,39,Unusual Spending Pattern,Resolved,2024-05-03 01:25:34,Ojas Ray,EMP00000066,2024-05-12,2026-08-03 11:22:27.724750,,Fraud Detection System
ALR00001022,TR00053773,45,Location Mismatch,Under Investigation,2013-06-02 04:39:08,Meghana Maharaj,EMP00000320,,2026-08-03 11:22:27.725753,,Fraud Detection System
ALR00001023,TR00218459,14,Blacklisted Merchant,Resolved,2020-08-29 15:59:15,Jagdish Koshy,EMP00000078,2020-09-01,2026-08-03 11:22:27.725753,,Fraud Detection System
ALR00001024,TR00082478,69,Blacklisted Merchant,Under Investigation,2014-03-09 13:02:09,Jeremiah Dave,EMP00000041,,2026-08-03 11:22:27.726847,,Fraud Detection System
ALR00001025,TR00036745,44,Location Mismatch,False Positive,2026-07-29 06:30:10,Oni Dubey,EMP00000346,2026-08-01,2026-08-03 11:22:27.727840,,Fraud Detection System
ALR00001026,TR00225653,96,Unusual Spending Pattern,Resolved,2025-10-23 04:28:48,Balveer Parmar,EMP00000105,2025-11-03,2026-08-03 11:22:27.728764,,Fraud Detection System
ALR00001027,TR00000696,95,Card Not Present,Resolved,2018-01-10 03:20:52,Balveer Parmar,EMP00000105,2018-01-14,2026-08-03 11:22:27.729756,,Fraud Detection System
ALR00001028,TR00215450,5,Unusual Spending Pattern,Under Investigation,2023-08-31 11:19:25,Benjamin Morar,EMP00000104,,2026-08-03 11:22:27.730802,,Fraud Detection System
ALR00001029,TR00035966,38,Velocity Check Failed,Resolved,2026-06-21 09:39:12,Gaurang Murty,EMP00000264,2026-07-05,2026-08-03 11:22:27.730802,,Fraud Detection System
ALR00001030,TR00032446,85,Location Mismatch,Open,2011-02-08 14:37:08,,,,2026-08-03 11:22:27.730802,,Fraud Detection System
ALR00001031,TR00062553,1,Location Mismatch,Under Investigation,2013-08-06 00:47:45,Lakshit Upadhyay,EMP00000023,,2026-08-03 11:22:27.732412,,Fraud Detection System
ALR00001032,TR00043644,45,Card Not Present,False Positive,2025-11-07 13:55:08,Anirudh Zacharia,EMP00000180,2025-12-06,2026-08-03 11:22:27.733420,,Fraud Detection System
ALR00001033,TR00166065,4,Location Mismatch,False Positive,2020-08-20 02:48:31,Balendra Pingle,EMP00000102,2020-08-25,2026-08-03 11:22:27.734505,,Fraud Detection System
ALR00001034,TR00006486,35,Multiple Failed Attempts,Resolved,2025-09-04 07:00:34,Ekansh Keer,EMP00000077,2025-10-01,2026-08-03 11:22:27.735503,,Fraud Detection System
ALR00001035,TR00003804,94,High Transaction Amount,Resolved,2026-05-22 01:06:01,Jyoti Solanki,EMP00000213,2026-05-23,2026-08-03 11:22:27.736518,,Fraud Detection System
ALR00001036,TR00198951,9,Card Not Present,False Positive,2024-03-03 08:55:44,Ronith Patla,EMP00000126,2024-03-19,2026-08-03 11:22:27.737477,,Fraud Detection System
ALR00001037,TR00059198,43,Unusual Spending Pattern,Resolved,2020-09-27 11:27:17,Chandresh Sood,EMP00000074,2020-10-22,2026-08-03 11:22:27.738421,,Fraud Detection System
