account_id,customer_id,branch_id,account_opened_branch_id,account_number,account_type,currency,account_status,open_date,current_balance,interest_rate,account_created_city,account_created_state,created_at,updated_at,source_system
ACC00007140,CUST00005270,BR00000060,BR00000060,633848085709,Fixed Deposit,INR,Dormant,2019-11-23,1100080.47,6.2,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.415605,,Enterprise System
ACC00007141,CUST00005071,BR00000051,BR00000051,334792184772,Savings,INR,Active,2020-02-11,243435.53,4.16,HYDERABAD,TELANGANA,2026-08-03 12:14:11.416648,,Enterprise System
ACC00007142,CUST00005896,BR00000066,BR00000066,270732137614,Savings,INR,Active,2024-10-02,403337.8,3.71,Ariyalur,TAMIL NADU,2026-08-03 12:14:11.416648,,Enterprise System
ACC00007143,CUST00005034,BR00000065,BR00000065,508966039749,Savings,INR,Active,2009-11-08,350746.02,4.15,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.416648,,Enterprise System
ACC00007144,CUST00005691,BR00000061,BR00000061,072626082835,Savings,INR,Active,2015-08-30,189246.97,2.79,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.416648,,Enterprise System
ACC00007145,CUST00005162,BR00000052,BR00000052,690428769861,Savings,INR,Active,2009-02-26,241666.27,3.81,PATHANAMTHITTA,KERALA,2026-08-03 12:14:11.417710,,Enterprise System
ACC00007146,CUST00005265,BR00000053,BR00000053,394349783073,Savings,INR,Active,2015-12-14,144186.46,2.77,TENKASI,TAMIL NADU,2026-08-03 12:14:11.417710,,Enterprise System
ACC00007147,CUST00005072,BR00000067,BR00000067,634640730267,Savings,INR,Active,2025-12-03,116935.95,3.46,JEHANABAD,BIHAR,2026-08-03 12:14:11.417710,,Enterprise System
ACC00007148,CUST00005597,BR00000074,BR00000074,526352854712,Recurring Deposit,INR,Active,2024-10-26,690044.21,6.56,KODAGU,KARNATAKA,2026-08-03 12:14:11.417710,,Enterprise System
ACC00007149,CUST00005169,BR00000060,BR00000060,093282883920,Savings,INR,Active,2026-02-16,418993.96,2.58,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.417710,,Enterprise System
ACC00007150,CUST00005222,BR00000063,BR00000063,274227077617,Salary,INR,Active,2011-04-02,285808.05,2.98,DHANBAD,JHARKHAND,2026-08-03 12:14:11.418695,,Enterprise System
ACC00007151,CUST00005315,BR00000070,BR00000070,835901745375,Savings,INR,Active,2020-10-30,235439.8,2.93,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.418695,,Enterprise System
ACC00007152,CUST00005433,BR00000074,BR00000074,794671194693,Savings,INR,Active,2006-11-30,302844.05,2.92,KODAGU,KARNATAKA,2026-08-03 12:14:11.418695,,Enterprise System
ACC00007153,CUST00005176,BR00000058,BR00000058,011301019123,Salary,INR,Active,2015-11-20,84048.76,3.51,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.418695,,Enterprise System
ACC00007154,CUST00005620,BR00000051,BR00000053,982367550750,Savings,INR,Frozen,2025-05-09,446120.01,3.93,TENKASI,TAMIL NADU,2026-08-03 12:14:11.419697,,Enterprise System
ACC00007155,CUST00005533,BR00000058,BR00000058,828996063122,Savings,INR,Dormant,2019-04-22,223975.67,2.99,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.419697,,Enterprise System
ACC00007156,CUST00005182,BR00000062,BR00000063,411313679380,NRO,EUR,Dormant,2013-07-29,963158.06,3.77,DHANBAD,JHARKHAND,2026-08-03 12:14:11.420287,,Enterprise System
ACC00007157,CUST00005079,BR00000067,BR00000062,783483893494,Salary,INR,Active,2008-07-12,273964.89,3.41,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.420287,,Enterprise System
ACC00007158,CUST00005744,BR00000054,BR00000054,345113040324,Savings,INR,Active,2015-10-31,97109.56,3.79,CHENGALPATTU,TAMIL NADU,2026-08-03 12:14:11.420287,,Enterprise System
ACC00007159,CUST00005252,BR00000062,BR00000062,845693496649,Current,INR,Active,2015-06-15,1651967.96,0.0,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.421377,,Enterprise System
ACC00007160,CUST00005250,BR00000066,BR00000066,414319874687,Savings,INR,Active,2008-01-08,410051.87,4.37,Ariyalur,TAMIL NADU,2026-08-03 12:14:11.421377,,Enterprise System
ACC00007161,CUST00005214,BR00000063,BR00000063,688832410968,Salary,INR,Active,2012-01-02,293501.75,2.9,DHANBAD,JHARKHAND,2026-08-03 12:14:11.421377,,Enterprise System
ACC00007162,CUST00005647,BR00000071,BR00000057,329353355595,Savings,INR,Active,2023-06-30,18210.02,2.57,JAJAPUR,ODISHA,2026-08-03 12:14:11.422384,,Enterprise System
ACC00007163,CUST00005298,BR00000057,BR00000057,353030453834,Savings,INR,Dormant,2012-01-09,399791.81,3.56,JAJAPUR,ODISHA,2026-08-03 12:14:11.422384,,Enterprise System
ACC00007164,CUST00005518,BR00000054,BR00000054,561273239467,Savings,INR,Active,2021-02-09,377504.57,4.43,CHENGALPATTU,TAMIL NADU,2026-08-03 12:14:11.422384,,Enterprise System
ACC00007165,CUST00005585,BR00000059,BR00000061,597692727214,Current,INR,Active,2022-11-30,2334966.35,0.0,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.422384,,Enterprise System
ACC00007166,CUST00005839,BR00000064,BR00000064,196668002188,Savings,INR,Active,2019-01-02,412933.03,4.04,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.423383,,Enterprise System
ACC00007167,CUST00005330,BR00000072,BR00000072,273278441090,Savings,INR,Dormant,2024-05-09,384072.99,3.9,SITAMARHI,BIHAR,2026-08-03 12:14:11.423383,,Enterprise System
ACC00007168,CUST00005356,BR00000066,BR00000066,118236102042,Salary,INR,Active,2023-03-17,276257.66,3.02,Ariyalur,TAMIL NADU,2026-08-03 12:14:11.423383,,Enterprise System
ACC00007169,CUST00005096,BR00000071,BR00000071,002334213796,Savings,INR,Active,2015-02-07,349404.76,2.94,CHURU,RAJASTHAN,2026-08-03 12:14:11.423383,,Enterprise System
ACC00007170,CUST00005508,BR00000060,BR00000060,536367899899,Salary,INR,Active,2026-04-01,8531.19,2.9,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.423383,,Enterprise System
ACC00007171,CUST00005098,BR00000070,BR00000057,304694258031,Fixed Deposit,INR,Active,2013-12-22,1221180.68,7.2,JAJAPUR,ODISHA,2026-08-03 12:14:11.424383,,Enterprise System
ACC00007172,CUST00005353,BR00000068,BR00000068,673151794768,Savings,INR,Active,2010-12-27,296243.48,4.11,KARIMNAGAR,TELANGANA,2026-08-03 12:14:11.424383,,Enterprise System
ACC00007173,CUST00005370,BR00000075,BR00000075,336762797782,NRE,INR,Active,2010-05-17,9488849.12,6.83,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.424383,,Enterprise System
ACC00007174,CUST00005048,BR00000065,BR00000065,588250703719,Salary,INR,Active,2011-05-30,9645.94,3.26,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.424383,,Enterprise System
ACC00007175,CUST00005143,BR00000073,BR00000073,457435938490,Recurring Deposit,INR,Active,2023-07-25,139682.48,6.48,MANDYA,KARNATAKA,2026-08-03 12:14:11.425384,,Enterprise System
ACC00007176,CUST00005012,BR00000055,BR00000055,980787039928,Savings,INR,Active,2018-12-20,380755.85,2.73,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.425384,,Enterprise System
ACC00007177,CUST00005054,BR00000063,BR00000063,008033541885,Savings,INR,Active,2011-07-08,154099.21,4.0,DHANBAD,JHARKHAND,2026-08-03 12:14:11.425384,,Enterprise System
ACC00007178,CUST00005358,BR00000073,BR00000073,491947180373,Savings,INR,Active,2024-09-01,288412.22,4.44,MANDYA,KARNATAKA,2026-08-03 12:14:11.425384,,Enterprise System
ACC00007179,CUST00005106,BR00000063,BR00000063,150202031161,Savings,INR,Active,2023-04-13,263489.87,3.6,DHANBAD,JHARKHAND,2026-08-03 12:14:11.425384,,Enterprise System
ACC00007180,CUST00005478,BR00000075,BR00000075,710419762628,Salary,INR,Active,2022-12-21,227951.92,3.34,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.426387,,Enterprise System
ACC00007181,CUST00005490,BR00000062,BR00000062,123547988306,Savings,INR,Active,2012-09-15,297942.46,3.95,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.426387,,Enterprise System
ACC00007182,CUST00005536,BR00000055,BR00000055,813865915126,Savings,INR,Active,2008-05-03,115918.74,3.36,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.426387,,Enterprise System
ACC00007183,CUST00005939,BR00000069,BR00000071,338051812799,Fixed Deposit,INR,Dormant,2015-03-17,494863.9,5.78,CHURU,RAJASTHAN,2026-08-03 12:14:11.427383,,Enterprise System
ACC00007184,CUST00005898,BR00000060,BR00000060,508898707780,Savings,INR,Closed,2014-12-30,337622.71,3.48,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.427383,,Enterprise System
ACC00007185,CUST00005521,BR00000075,BR00000075,157219551601,Savings,INR,Active,2021-07-30,228722.56,2.95,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.427383,,Enterprise System
ACC00007186,CUST00005144,BR00000073,BR00000073,223807539142,NRE,USD,Active,2015-01-23,9345484.12,6.89,MANDYA,KARNATAKA,2026-08-03 12:14:11.428294,,Enterprise System
ACC00007187,CUST00005958,BR00000054,BR00000054,982975073005,Savings,INR,Active,2025-05-04,54113.52,2.51,CHENGALPATTU,TAMIL NADU,2026-08-03 12:14:11.428294,,Enterprise System
ACC00007188,CUST00005471,BR00000053,BR00000053,441066173824,NRE,EUR,Closed,2009-09-07,6177837.18,6.96,TENKASI,TAMIL NADU,2026-08-03 12:14:11.428294,,Enterprise System
ACC00007189,CUST00005917,BR00000071,BR00000071,103124233279,NRE,AED,Active,2009-09-26,4486743.73,6.44,CHURU,RAJASTHAN,2026-08-03 12:14:11.428294,,Enterprise System
ACC00007190,CUST00005336,BR00000063,BR00000063,469344463976,Savings,INR,Active,2010-07-18,195273.3,3.49,DHANBAD,JHARKHAND,2026-08-03 12:14:11.429914,,Enterprise System
ACC00007191,CUST00005229,BR00000074,BR00000074,796248134650,Savings,INR,Active,2008-05-05,491020.11,3.34,KODAGU,KARNATAKA,2026-08-03 12:14:11.429914,,Enterprise System
ACC00007192,CUST00005105,BR00000075,BR00000075,526988602839,Savings,INR,Active,2013-06-10,93198.97,3.12,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.429914,,Enterprise System
ACC00007193,CUST00005361,BR00000060,BR00000056,326837977640,Savings,INR,Active,2015-09-11,359405.97,4.21,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.430807,,Enterprise System
ACC00007194,CUST00005555,BR00000059,BR00000057,320236049687,Salary,INR,Active,2025-10-23,155235.28,3.73,JAJAPUR,ODISHA,2026-08-03 12:14:11.431813,,Enterprise System
ACC00007195,CUST00005737,BR00000065,BR00000065,079831273897,Current,INR,Active,2016-09-04,2257201.39,0.0,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.431813,,Enterprise System
ACC00007196,CUST00005694,BR00000072,BR00000072,475117894874,Salary,INR,Active,2008-07-18,114550.93,3.47,SITAMARHI,BIHAR,2026-08-03 12:14:11.432814,,Enterprise System
ACC00007197,CUST00005756,BR00000053,BR00000053,843072265465,Salary,INR,Active,2012-01-30,212149.99,2.94,TENKASI,TAMIL NADU,2026-08-03 12:14:11.432814,,Enterprise System
ACC00007198,CUST00005940,BR00000051,BR00000051,576149954936,Savings,INR,Active,2009-03-28,15579.27,3.44,HYDERABAD,TELANGANA,2026-08-03 12:14:11.432814,,Enterprise System
ACC00007199,CUST00005075,BR00000075,BR00000075,594204613553,Current,INR,Active,2025-12-27,2084319.79,0.0,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.433813,,Enterprise System
ACC00007200,CUST00005952,BR00000068,BR00000068,398638317339,Fixed Deposit,INR,Active,2008-01-23,653224.78,7.47,KARIMNAGAR,TELANGANA,2026-08-03 12:14:11.433813,,Enterprise System
ACC00007201,CUST00005340,BR00000064,BR00000064,908470607304,Savings,INR,Active,2012-05-26,110583.33,2.57,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.433813,,Enterprise System
ACC00007202,CUST00005206,BR00000062,BR00000062,977347010541,Current,INR,Frozen,2007-09-22,1526699.83,0.0,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.434813,,Enterprise System
ACC00007203,CUST00005385,BR00000071,BR00000071,446055900575,Savings,INR,Active,2008-01-03,358211.97,3.72,CHURU,RAJASTHAN,2026-08-03 12:14:11.434813,,Enterprise System
ACC00007204,CUST00005055,BR00000075,BR00000075,906669173461,Savings,INR,Active,2008-09-27,459564.83,3.04,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.434813,,Enterprise System
ACC00007205,CUST00005800,BR00000053,BR00000053,993502375209,Salary,INR,Active,2017-11-03,271324.72,2.52,TENKASI,TAMIL NADU,2026-08-03 12:14:11.435813,,Enterprise System
ACC00007206,CUST00005914,BR00000058,BR00000058,509376467753,Savings,INR,Frozen,2020-07-17,359537.37,3.62,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.435813,,Enterprise System
ACC00007207,CUST00005249,BR00000063,BR00000063,540700673554,Current,INR,Closed,2016-08-10,1931954.15,0.0,DHANBAD,JHARKHAND,2026-08-03 12:14:11.435813,,Enterprise System
ACC00007208,CUST00005683,BR00000057,BR00000057,995672956365,Savings,INR,Active,2011-06-05,256551.7,4.47,JAJAPUR,ODISHA,2026-08-03 12:14:11.436813,,Enterprise System
ACC00007209,CUST00005160,BR00000063,BR00000063,964151550959,Fixed Deposit,INR,Active,2026-03-25,129809.41,5.77,DHANBAD,JHARKHAND,2026-08-03 12:14:11.436813,,Enterprise System
ACC00007210,CUST00005858,BR00000069,BR00000069,410106373776,Savings,INR,Dormant,2007-06-09,4286.21,3.72,HAMIRPUR,HIMACHAL PRADESH,2026-08-03 12:14:11.436813,,Enterprise System
ACC00007211,CUST00005431,BR00000069,BR00000069,278380372851,Savings,INR,Dormant,2011-09-03,280340.16,3.84,HAMIRPUR,HIMACHAL PRADESH,2026-08-03 12:14:11.437813,,Enterprise System
ACC00007212,CUST00005325,BR00000075,BR00000075,756214072377,Fixed Deposit,INR,Active,2021-11-11,3495303.97,5.94,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.437813,,Enterprise System
ACC00007213,CUST00005618,BR00000069,BR00000069,234569252515,Savings,INR,Active,2013-10-11,231598.63,3.64,HAMIRPUR,HIMACHAL PRADESH,2026-08-03 12:14:11.437813,,Enterprise System
ACC00007214,CUST00005344,BR00000069,BR00000069,397166107564,Recurring Deposit,INR,Active,2024-08-21,707892.06,6.22,HAMIRPUR,HIMACHAL PRADESH,2026-08-03 12:14:11.438813,,Enterprise System
ACC00007215,CUST00005613,BR00000058,BR00000058,398654109318,Current,INR,Active,2012-02-02,1558672.21,0.0,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.438813,,Enterprise System
ACC00007216,CUST00005346,BR00000058,BR00000058,123361269208,Savings,INR,Active,2025-02-11,227993.97,3.9,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.438813,,Enterprise System
ACC00007217,CUST00005619,BR00000056,BR00000056,919448334466,Salary,INR,Active,2024-04-22,279183.43,2.62,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.439813,,Enterprise System
ACC00007218,CUST00005751,BR00000057,BR00000057,163950532506,Savings,INR,Active,2014-07-04,267874.26,2.55,JAJAPUR,ODISHA,2026-08-03 12:14:11.440319,,Enterprise System
ACC00007219,CUST00005457,BR00000055,BR00000055,673867568977,Fixed Deposit,INR,Active,2010-07-13,3563104.7,5.96,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.440319,,Enterprise System
ACC00007220,CUST00005643,BR00000071,BR00000069,755803551265,Salary,INR,Active,2020-11-13,77137.04,3.92,HAMIRPUR,HIMACHAL PRADESH,2026-08-03 12:14:11.441325,,Enterprise System
ACC00007221,CUST00005696,BR00000059,BR00000059,283917774564,NRO,AED,Active,2021-02-23,1153304.75,4.32,KODAGU,KARNATAKA,2026-08-03 12:14:11.441325,,Enterprise System
ACC00007222,CUST00005474,BR00000061,BR00000061,881544677961,Salary,INR,Active,2022-08-06,208321.66,3.8,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.441325,,Enterprise System
ACC00007223,CUST00005886,BR00000071,BR00000071,070319188939,Savings,INR,Active,2015-06-09,135358.12,3.6,CHURU,RAJASTHAN,2026-08-03 12:14:11.441325,,Enterprise System
ACC00007224,CUST00005395,BR00000061,BR00000061,929605941102,Salary,INR,Closed,2010-01-13,296956.8,3.65,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.442330,,Enterprise System
ACC00007225,CUST00005951,BR00000068,BR00000068,313048476979,Savings,INR,Active,2010-02-11,90845.17,3.34,KARIMNAGAR,TELANGANA,2026-08-03 12:14:11.442330,,Enterprise System
ACC00007226,CUST00005906,BR00000058,BR00000058,917887910762,NRE,INR,Active,2010-05-14,947684.02,6.39,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.442330,,Enterprise System
ACC00007227,CUST00005147,BR00000073,BR00000073,920807121150,Savings,INR,Active,2015-09-23,6943.32,2.66,MANDYA,KARNATAKA,2026-08-03 12:14:11.442330,,Enterprise System
ACC00007228,CUST00005090,BR00000070,BR00000070,938727845270,NRE,GBP,Active,2026-06-26,6548036.98,5.78,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.442330,,Enterprise System
ACC00007229,CUST00005240,BR00000067,BR00000067,728771479710,NRE,INR,Active,2026-02-02,4149520.46,6.17,JEHANABAD,BIHAR,2026-08-03 12:14:11.443330,,Enterprise System
ACC00007230,CUST00005086,BR00000053,BR00000053,834161470533,Salary,INR,Frozen,2010-07-16,246597.1,3.24,TENKASI,TAMIL NADU,2026-08-03 12:14:11.443330,,Enterprise System
ACC00007231,CUST00005689,BR00000054,BR00000065,228209298393,Savings,INR,Active,2008-09-11,316952.96,2.88,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.443330,,Enterprise System
ACC00007232,CUST00005845,BR00000067,BR00000067,389419443324,Savings,INR,Active,2015-10-09,388640.03,2.57,JEHANABAD,BIHAR,2026-08-03 12:14:11.444331,,Enterprise System
ACC00007233,CUST00005243,BR00000058,BR00000058,633406390082,Salary,INR,Active,2021-05-12,18279.86,2.77,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.444331,,Enterprise System
ACC00007234,CUST00005986,BR00000071,BR00000071,949395984982,Savings,INR,Active,2016-05-07,83175.11,3.62,CHURU,RAJASTHAN,2026-08-03 12:14:11.444331,,Enterprise System
ACC00007235,CUST00005513,BR00000073,BR00000073,502550285195,Savings,INR,Active,2007-05-14,286194.88,3.52,MANDYA,KARNATAKA,2026-08-03 12:14:11.444331,,Enterprise System
ACC00007236,CUST00005077,BR00000059,BR00000062,817520999743,Savings,INR,Active,2016-11-16,2232.52,3.61,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.445330,,Enterprise System
ACC00007237,CUST00005148,BR00000059,BR00000059,613985658451,NRE,GBP,Active,2019-08-02,8874692.41,6.92,KODAGU,KARNATAKA,2026-08-03 12:14:11.445330,,Enterprise System
ACC00007238,CUST00005748,BR00000061,BR00000064,771702878805,Fixed Deposit,INR,Active,2023-11-29,4538314.01,6.44,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.446330,,Enterprise System
ACC00007239,CUST00005213,BR00000059,BR00000059,001081835460,Savings,INR,Active,2025-08-27,295475.92,2.99,KODAGU,KARNATAKA,2026-08-03 12:14:11.446330,,Enterprise System
ACC00007240,CUST00005827,BR00000058,BR00000058,592342585671,Savings,INR,Active,2016-07-07,412576.52,3.67,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.446330,,Enterprise System
ACC00007241,CUST00005526,BR00000052,BR00000052,696299374916,Savings,INR,Active,2024-10-02,20960.55,3.64,PATHANAMTHITTA,KERALA,2026-08-03 12:14:11.446330,,Enterprise System
ACC00007242,CUST00005761,BR00000052,BR00000052,358245960128,Salary,INR,Active,2006-08-03,280040.86,2.87,PATHANAMTHITTA,KERALA,2026-08-03 12:14:11.446330,,Enterprise System
ACC00007243,CUST00005716,BR00000070,BR00000070,564608326854,Savings,INR,Active,2010-10-21,350960.59,2.58,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.447330,,Enterprise System
ACC00007244,CUST00005220,BR00000053,BR00000053,060471292893,Savings,INR,Active,2018-08-06,390194.7,3.08,TENKASI,TAMIL NADU,2026-08-03 12:14:11.447330,,Enterprise System
ACC00007245,CUST00005437,BR00000056,BR00000056,903093953598,Fixed Deposit,INR,Active,2025-08-05,4684521.83,6.74,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.447330,,Enterprise System
ACC00007246,CUST00005197,BR00000070,BR00000070,328279241115,Savings,INR,Active,2026-04-13,497883.1,3.71,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.447330,,Enterprise System
ACC00007247,CUST00005088,BR00000054,BR00000054,069974510965,Salary,INR,Active,2010-08-24,185935.12,3.02,CHENGALPATTU,TAMIL NADU,2026-08-03 12:14:11.447330,,Enterprise System
ACC00007248,CUST00005108,BR00000057,BR00000057,790735349947,Savings,INR,Active,2022-07-03,52736.34,2.55,JAJAPUR,ODISHA,2026-08-03 12:14:11.448330,,Enterprise System
ACC00007249,CUST00005289,BR00000056,BR00000056,158461096626,Recurring Deposit,INR,Active,2009-03-21,344851.01,6.47,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.448330,,Enterprise System
ACC00007250,CUST00005586,BR00000073,BR00000073,217136790324,Recurring Deposit,INR,Active,2021-06-14,794303.13,6.79,MANDYA,KARNATAKA,2026-08-03 12:14:11.448330,,Enterprise System
ACC00007251,CUST00005796,BR00000065,BR00000065,330061154229,Savings,INR,Active,2013-10-18,206801.03,4.39,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.448330,,Enterprise System
ACC00007252,CUST00005409,BR00000051,BR00000075,980033147457,Savings,INR,Active,2025-07-09,296521.88,3.6,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.448330,,Enterprise System
ACC00007253,CUST00005824,BR00000071,BR00000071,855186273314,Fixed Deposit,INR,Active,2025-06-20,213596.96,7.16,CHURU,RAJASTHAN,2026-08-03 12:14:11.448330,,Enterprise System
ACC00007254,CUST00005530,BR00000073,BR00000073,822422045220,Savings,INR,Active,2009-04-18,402706.79,4.02,MANDYA,KARNATAKA,2026-08-03 12:14:11.449929,,Enterprise System
ACC00007255,CUST00005641,BR00000062,BR00000062,917284378708,Savings,INR,Active,2019-02-16,157498.01,2.92,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.449929,,Enterprise System
ACC00007256,CUST00005698,BR00000065,BR00000065,171864478179,Savings,INR,Closed,2025-07-15,115591.39,2.81,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.449929,,Enterprise System
ACC00007257,CUST00005779,BR00000074,BR00000074,339817359154,Current,INR,Active,2015-03-19,1484495.96,0.0,KODAGU,KARNATAKA,2026-08-03 12:14:11.449929,,Enterprise System
ACC00007258,CUST00005927,BR00000060,BR00000067,822885053744,Salary,INR,Closed,2023-03-31,256262.31,2.85,JEHANABAD,BIHAR,2026-08-03 12:14:11.450843,,Enterprise System
ACC00007259,CUST00005332,BR00000058,BR00000053,204715195254,Fixed Deposit,INR,Active,2016-08-27,1150934.76,6.01,TENKASI,TAMIL NADU,2026-08-03 12:14:11.450843,,Enterprise System
ACC00007260,CUST00005403,BR00000053,BR00000053,532882385230,Savings,INR,Active,2021-07-18,403276.31,4.47,TENKASI,TAMIL NADU,2026-08-03 12:14:11.451843,,Enterprise System
ACC00007261,CUST00005764,BR00000057,BR00000072,494790416800,Fixed Deposit,INR,Closed,2008-09-20,1088295.74,6.65,SITAMARHI,BIHAR,2026-08-03 12:14:11.451843,,Enterprise System
ACC00007262,CUST00005335,BR00000063,BR00000063,792239703417,Savings,INR,Active,2018-09-02,143338.99,3.35,DHANBAD,JHARKHAND,2026-08-03 12:14:11.451843,,Enterprise System
ACC00007263,CUST00005300,BR00000068,BR00000068,458857770758,Salary,INR,Active,2007-06-20,121627.53,3.96,KARIMNAGAR,TELANGANA,2026-08-03 12:14:11.451843,,Enterprise System
ACC00007264,CUST00005375,BR00000053,BR00000053,351037139939,NRE,USD,Active,2024-08-23,3202886.39,6.92,TENKASI,TAMIL NADU,2026-08-03 12:14:11.452848,,Enterprise System
ACC00007265,CUST00005113,BR00000058,BR00000061,180801651702,Savings,INR,Active,2008-07-14,388697.42,4.34,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.452848,,Enterprise System
ACC00007266,CUST00005297,BR00000071,BR00000071,554016722519,Savings,INR,Active,2025-05-26,85191.12,3.02,CHURU,RAJASTHAN,2026-08-03 12:14:11.452848,,Enterprise System
ACC00007267,CUST00005885,BR00000054,BR00000059,533583012360,Savings,INR,Active,2012-05-18,303190.8,4.28,KODAGU,KARNATAKA,2026-08-03 12:14:11.453847,,Enterprise System
ACC00007268,CUST00005977,BR00000056,BR00000056,921048356687,Savings,INR,Active,2011-10-17,427371.19,3.54,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.453847,,Enterprise System
ACC00007269,CUST00005046,BR00000056,BR00000056,611519665818,Current,INR,Active,2008-10-29,1195174.56,0.0,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.453847,,Enterprise System
ACC00007270,CUST00005862,BR00000069,BR00000065,304029906733,Savings,INR,Active,2013-10-01,40161.1,3.64,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.454847,,Enterprise System
ACC00007271,CUST00005413,BR00000058,BR00000058,937152181193,Current,INR,Active,2013-04-20,1965323.56,0.0,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.454847,,Enterprise System
ACC00007272,CUST00005912,BR00000054,BR00000054,293925737636,Savings,INR,Closed,2019-12-05,181475.61,4.2,CHENGALPATTU,TAMIL NADU,2026-08-03 12:14:11.454847,,Enterprise System
ACC00007273,CUST00005410,BR00000069,BR00000069,097510888246,Savings,INR,Active,2014-09-30,289677.56,3.1,HAMIRPUR,HIMACHAL PRADESH,2026-08-03 12:14:11.454847,,Enterprise System
ACC00007274,CUST00005013,BR00000064,BR00000064,779949332365,NRE,USD,Active,2013-12-31,8570316.99,6.91,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.454847,,Enterprise System
ACC00007275,CUST00005349,BR00000056,BR00000056,439065554842,Savings,INR,Active,2011-11-10,253669.95,3.24,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.455847,,Enterprise System
ACC00007276,CUST00005993,BR00000057,BR00000057,980999821027,Savings,INR,Active,2015-12-09,194267.31,2.68,JAJAPUR,ODISHA,2026-08-03 12:14:11.455847,,Enterprise System
ACC00007277,CUST00005699,BR00000067,BR00000067,567438880253,Current,INR,Active,2015-06-06,766348.03,0.0,JEHANABAD,BIHAR,2026-08-03 12:14:11.455847,,Enterprise System
ACC00007278,CUST00005662,BR00000074,BR00000074,285286671206,NRO,GBP,Active,2007-12-08,1422180.44,4.0,KODAGU,KARNATAKA,2026-08-03 12:14:11.455847,,Enterprise System
ACC00007279,CUST00005017,BR00000070,BR00000070,571706922051,Current,INR,Active,2021-06-21,1436733.48,0.0,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.455847,,Enterprise System
ACC00007280,CUST00005652,BR00000067,BR00000067,767341663259,Savings,INR,Active,2018-03-25,131765.35,4.04,JEHANABAD,BIHAR,2026-08-03 12:14:11.456847,,Enterprise System
