card_id,account_id,card_number,card_type,network,issue_date,expiry_date,credit_limit,card_status,card_holder_name,cvv,pin_generation_status,contactless_enabled,international_usage_enabled,created_at,updated_at,source_system
CD00007463,ACC00007143,8624014415939881,Debit,American Express,2022-06-24,2027-06-23,0.0,Active,NATHANIEL SANE,633,Generated,Yes,No,2026-08-03 12:14:11.632772,,Enterprise System
CD00007464,ACC00007143,2795653620205066,Credit,Visa,2025-03-29,2030-03-28,50000.0,Active,NATHANIEL SANE,175,Generated,Yes,No,2026-08-03 12:14:11.632772,,Enterprise System
CD00007465,ACC00007144,2599650883128150,Debit,RuPay,2020-11-14,2025-11-13,0.0,Active,BALVAN DHAR,945,Generated,Yes,Yes,2026-08-03 12:14:11.633771,,Enterprise System
CD00007466,ACC00007145,4635467383211570,Debit,RuPay,2020-03-06,2025-03-05,0.0,Active,URVASHI RAJAGOPALAN,756,Generated,Yes,Yes,2026-08-03 12:14:11.633771,,Enterprise System
CD00007467,ACC00007145,9376687098489021,Credit,Visa,2012-06-14,2017-06-13,50000.0,Active,URVASHI RAJAGOPALAN,455,Generated,Yes,No,2026-08-03 12:14:11.633771,,Enterprise System
CD00007468,ACC00007146,5992826543546368,Debit,RuPay,2022-03-15,2027-03-14,0.0,Active,KAVYA SANI,355,Pending,Yes,Yes,2026-08-03 12:14:11.634771,,Enterprise System
CD00007469,ACC00007147,7781776218444981,Debit,Mastercard,2026-07-29,2031-07-28,0.0,Expired,BALJIWAN SRINIVASAN,538,Generated,Yes,No,2026-08-03 12:14:11.634771,,Enterprise System
CD00007470,ACC00007149,4663848487496403,Debit,RuPay,2026-06-18,2031-06-17,0.0,Active,BALVEER KAKAR,870,Generated,Yes,No,2026-08-03 12:14:11.634771,,Enterprise System
CD00007471,ACC00007150,2811726499425873,Debit,RuPay,2016-05-28,2021-05-27,0.0,Active,ZASHIL SAMI,210,Pending,No,No,2026-08-03 12:14:11.635771,,Enterprise System
CD00007472,ACC00007151,6504063591367178,Debit,RuPay,2023-12-21,2028-12-19,0.0,Active,ARJUN VARGHESE,191,Generated,Yes,No,2026-08-03 12:14:11.635771,,Enterprise System
CD00007473,ACC00007153,0442621981505165,Debit,Visa,2024-04-12,2029-04-11,0.0,Active,DAMINI NAIK,754,Generated,Yes,No,2026-08-03 12:14:11.635771,,Enterprise System
CD00007474,ACC00007153,5074030789678440,Debit,RuPay,2021-01-07,2026-01-06,0.0,Lost,DAMINI NAIK,296,Generated,No,Yes,2026-08-03 12:14:11.636771,,Enterprise System
CD00007475,ACC00007155,6543610606075118,Debit,Mastercard,2019-07-28,2024-07-26,0.0,Active,HEMANG MAHAL,287,Generated,Yes,No,2026-08-03 12:14:11.636771,,Enterprise System
CD00007476,ACC00007156,9007334576759184,Credit,Mastercard,2017-09-19,2022-09-18,500000.0,Active,UPMA SANE,212,Generated,Yes,No,2026-08-03 12:14:11.636771,,Enterprise System
CD00007477,ACC00007156,0437985890014394,Debit,Visa,2021-09-09,2026-09-08,0.0,Active,UPMA SANE,778,Generated,Yes,Yes,2026-08-03 12:14:11.636771,,Enterprise System
CD00007478,ACC00007157,3856766541699933,Debit,Visa,2018-04-06,2023-04-05,0.0,Active,GUNEET SAXENA,354,Generated,Yes,No,2026-08-03 12:14:11.637771,,Enterprise System
CD00007479,ACC00007158,1988080613559919,Debit,Mastercard,2018-07-29,2023-07-28,0.0,Active,RAAGINI GANESAN,619,Generated,Yes,No,2026-08-03 12:14:11.637771,,Enterprise System
CD00007480,ACC00007159,6038942246504134,Debit,Visa,2025-06-14,2030-06-13,0.0,Active,TANISH RAJAGOPAL,111,Generated,Yes,No,2026-08-03 12:14:11.637771,,Enterprise System
CD00007481,ACC00007160,5236314404367969,Debit,Visa,2010-07-07,2015-07-06,0.0,Active,CHAKRIKA CHOUDHRY,955,Generated,No,No,2026-08-03 12:14:11.638771,,Enterprise System
CD00007482,ACC00007160,9427999467540007,Debit,Mastercard,2010-04-20,2015-04-19,0.0,Active,CHAKRIKA CHOUDHRY,981,Generated,Yes,No,2026-08-03 12:14:11.638771,,Enterprise System
CD00007483,ACC00007161,3300122868297429,Credit,Mastercard,2025-01-28,2030-01-27,50000.0,Active,LAKSHMI BASAK,515,Generated,Yes,Yes,2026-08-03 12:14:11.638771,,Enterprise System
CD00007484,ACC00007163,9001740867332819,Debit,RuPay,2013-02-07,2018-02-06,0.0,Active,YASHODA JOSHI,900,Generated,Yes,No,2026-08-03 12:14:11.639771,,Enterprise System
CD00007485,ACC00007164,4431386814049746,Debit,Visa,2023-05-01,2028-04-29,0.0,Active,GAURIKA BALAKRISHNAN,670,Generated,Yes,No,2026-08-03 12:14:11.639771,,Enterprise System
CD00007486,ACC00007164,0933282322040853,Debit,Visa,2024-02-14,2029-02-12,0.0,Active,GAURIKA BALAKRISHNAN,203,Generated,Yes,No,2026-08-03 12:14:11.639771,,Enterprise System
CD00007487,ACC00007165,2053713300210175,Debit,RuPay,2024-02-19,2029-02-17,0.0,Active,DAMYANTI NAGARAJAN,409,Generated,Yes,No,2026-08-03 12:14:11.640808,,Enterprise System
CD00007488,ACC00007167,0616314533014767,Credit,Mastercard,2024-06-22,2029-06-21,1000000.0,Active,ALEXANDER SANDHU,569,Generated,Yes,No,2026-08-03 12:14:11.640808,,Enterprise System
CD00007489,ACC00007168,0256106749223483,Prepaid,RuPay,2026-06-17,2031-06-16,25000.0,Closed,MOHINI RAVI,720,Generated,Yes,No,2026-08-03 12:14:11.640808,,Enterprise System
CD00007490,ACC00007168,5974703859397047,Debit,RuPay,2023-05-12,2028-05-10,0.0,Active,MOHINI RAVI,134,Generated,Yes,No,2026-08-03 12:14:11.641809,,Enterprise System
CD00007491,ACC00007169,9112690046500100,Debit,Visa,2015-11-09,2020-11-07,0.0,Active,YASHODHARA THAMAN,753,Generated,No,Yes,2026-08-03 12:14:11.641809,,Enterprise System
CD00007492,ACC00007170,2981929304133350,Credit,RuPay,2026-05-23,2031-05-22,500000.0,Active,RANVEER MANN,704,Generated,Yes,Yes,2026-08-03 12:14:11.641809,,Enterprise System
CD00007493,ACC00007172,5496099246906408,Debit,Mastercard,2026-03-30,2031-03-29,0.0,Active,UBIKA MAMMEN,558,Generated,Yes,Yes,2026-08-03 12:14:11.641809,,Enterprise System
CD00007494,ACC00007173,3294942406409355,Debit,RuPay,2022-01-31,2027-01-30,0.0,Active,TRISTAN SRIDHAR,212,Generated,Yes,No,2026-08-03 12:14:11.642808,,Enterprise System
CD00007495,ACC00007173,7755780918621341,Debit,Mastercard,2020-01-06,2025-01-04,0.0,Active,TRISTAN SRIDHAR,454,Generated,Yes,No,2026-08-03 12:14:11.642808,,Enterprise System
CD00007496,ACC00007174,3530879251397403,Debit,Visa,2025-01-01,2029-12-31,0.0,Active,HARRISON CHAWLA,708,Generated,Yes,No,2026-08-03 12:14:11.642808,,Enterprise System
CD00007497,ACC00007176,8591163485874728,Debit,Mastercard,2020-03-01,2025-02-28,0.0,Active,RACHITA SANI,660,Generated,Yes,No,2026-08-03 12:14:11.643816,,Enterprise System
CD00007498,ACC00007176,2186612021004478,Debit,RuPay,2024-02-27,2029-02-25,0.0,Active,RACHITA SANI,956,Generated,Yes,No,2026-08-03 12:14:11.643816,,Enterprise System
CD00007499,ACC00007177,6380445808401270,Debit,Visa,2019-07-07,2024-07-05,0.0,Lost,FARIQ PILLAY,910,Generated,Yes,No,2026-08-03 12:14:11.643816,,Enterprise System
CD00007500,ACC00007178,3379904299157720,Credit,Visa,2025-07-30,2030-07-29,1000000.0,Lost,TRIVENI DATE,784,Generated,Yes,No,2026-08-03 12:14:11.644809,,Enterprise System
CD00007501,ACC00007179,6185826953108530,Debit,RuPay,2023-06-30,2028-06-28,0.0,Active,LOHIT CHAUDHURI,833,Pending,Yes,No,2026-08-03 12:14:11.644809,,Enterprise System
CD00007502,ACC00007179,0542249328825769,Debit,Mastercard,2023-09-03,2028-09-01,0.0,Active,LOHIT CHAUDHURI,519,Generated,Yes,Yes,2026-08-03 12:14:11.644809,,Enterprise System
CD00007503,ACC00007180,3926984053285816,Prepaid,Mastercard,2025-04-15,2030-04-14,50000.0,Blocked,MEGHANA TAILOR,889,Generated,Yes,No,2026-08-03 12:14:11.645810,,Enterprise System
CD00007504,ACC00007180,2484523010470530,Debit,Mastercard,2023-09-29,2028-09-27,0.0,Active,MEGHANA TAILOR,644,Pending,Yes,Yes,2026-08-03 12:14:11.645810,,Enterprise System
CD00007505,ACC00007181,8964270390743231,Debit,RuPay,2018-01-14,2023-01-13,0.0,Active,JASMIT RAMA,125,Generated,Yes,Yes,2026-08-03 12:14:11.645810,,Enterprise System
CD00007506,ACC00007182,6277003751152407,Credit,RuPay,2015-10-02,2020-09-30,50000.0,Closed,DALBIR DHAR,209,Generated,Yes,No,2026-08-03 12:14:11.646827,,Enterprise System
CD00007507,ACC00007184,6677816965453864,Debit,Visa,2026-04-12,2031-04-11,0.0,Active,ISHANVI MORAR,413,Generated,No,No,2026-08-03 12:14:11.646827,,Enterprise System
CD00007508,ACC00007185,8344238497912473,Credit,Mastercard,2024-08-25,2029-08-24,1000000.0,Active,ETHAN LAD,428,Generated,Yes,No,2026-08-03 12:14:11.646827,,Enterprise System
CD00007509,ACC00007186,9823101553536475,Credit,Mastercard,2020-06-19,2025-06-18,500000.0,Active,JAGAT PRAKASH,429,Generated,Yes,Yes,2026-08-03 12:14:11.646827,,Enterprise System
CD00007510,ACC00007187,6940138416495833,Debit,Mastercard,2025-08-08,2030-08-07,0.0,Active,WRIDDHISH HANS,936,Generated,Yes,No,2026-08-03 12:14:11.647815,,Enterprise System
CD00007511,ACC00007187,0722103295809385,Debit,Mastercard,2026-06-11,2031-06-10,0.0,Active,WRIDDHISH HANS,430,Generated,Yes,No,2026-08-03 12:14:11.647815,,Enterprise System
CD00007512,ACC00007189,5447977040343395,Debit,Visa,2023-05-02,2028-04-30,0.0,Active,HAMSINI GANESAN,521,Generated,Yes,Yes,2026-08-03 12:14:11.647815,,Enterprise System
CD00007513,ACC00007190,0867555509014832,Debit,Visa,2019-07-25,2024-07-23,0.0,Active,SIDDHARTH MANGAT,889,Generated,Yes,No,2026-08-03 12:14:11.648809,,Enterprise System
CD00007514,ACC00007191,6917896872477024,Debit,RuPay,2011-11-10,2016-11-08,0.0,Active,CHAKRADHAR NAGI,751,Pending,Yes,No,2026-08-03 12:14:11.648809,,Enterprise System
CD00007515,ACC00007192,9226539285311070,Debit,Mastercard,2023-03-29,2028-03-27,0.0,Active,MEKHALA LATA,949,Generated,Yes,No,2026-08-03 12:14:11.649830,,Enterprise System
CD00007516,ACC00007193,0320303130532683,Credit,RuPay,2024-07-01,2029-06-30,500000.0,Active,FREDERICK SARIN,722,Generated,Yes,No,2026-08-03 12:14:11.649830,,Enterprise System
CD00007517,ACC00007194,0745450567720313,Credit,Mastercard,2026-04-21,2031-04-20,500000.0,Active,VINCENT KOTHARI,802,Generated,Yes,No,2026-08-03 12:14:11.650354,,Enterprise System
CD00007518,ACC00007194,8605473286125691,Debit,Mastercard,2025-11-10,2030-11-09,0.0,Blocked,VINCENT KOTHARI,295,Generated,Yes,No,2026-08-03 12:14:11.650354,,Enterprise System
CD00007519,ACC00007195,1315835356180217,Charge,Visa,2023-02-06,2028-02-05,50000.0,Active,WAZIR SANKAR,895,Generated,No,No,2026-08-03 12:14:11.650354,,Enterprise System
CD00007520,ACC00007196,9215153771477732,Debit,Mastercard,2017-06-24,2022-06-23,0.0,Active,DAVID MITAL,247,Generated,Yes,No,2026-08-03 12:14:11.651379,,Enterprise System
CD00007521,ACC00007197,4195566850783891,Debit,Mastercard,2021-03-17,2026-03-16,0.0,Closed,ANVI DUGAR,502,Generated,Yes,Yes,2026-08-03 12:14:11.651379,,Enterprise System
CD00007522,ACC00007198,7634922450334558,Debit,RuPay,2021-12-25,2026-12-24,0.0,Active,FARAJ D’ALIA,865,Generated,Yes,Yes,2026-08-03 12:14:11.651379,,Enterprise System
CD00007523,ACC00007198,2386602228789602,Debit,RuPay,2018-02-13,2023-02-12,0.0,Active,FARAJ D’ALIA,366,Generated,Yes,Yes,2026-08-03 12:14:11.651379,,Enterprise System
CD00007524,ACC00007199,5667520948641782,Credit,Mastercard,2026-06-28,2031-06-27,50000.0,Active,VRISHTI DUBEY,119,Generated,Yes,No,2026-08-03 12:14:11.652377,,Enterprise System
CD00007525,ACC00007199,6368124695531603,Debit,RuPay,2026-07-03,2031-07-02,0.0,Active,VRISHTI DUBEY,901,Generated,Yes,No,2026-08-03 12:14:11.652377,,Enterprise System
CD00007526,ACC00007201,5013202542019911,Credit,Mastercard,2022-09-22,2027-09-21,50000.0,Active,FALAK REDDY,668,Generated,No,Yes,2026-08-03 12:14:11.652377,,Enterprise System
CD00007527,ACC00007202,2195138222415393,Debit,Mastercard,2010-06-14,2015-06-13,0.0,Active,GARIMA DUTTA,921,Generated,Yes,Yes,2026-08-03 12:14:11.653375,,Enterprise System
CD00007528,ACC00007203,7419283120385118,Debit,Mastercard,2016-05-04,2021-05-03,0.0,Active,DAVID NARANG,263,Generated,No,Yes,2026-08-03 12:14:11.653375,,Enterprise System
CD00007529,ACC00007204,0230833658338552,Debit,Mastercard,2010-07-07,2015-07-06,0.0,Active,VRISHTI MINHAS,500,Generated,Yes,No,2026-08-03 12:14:11.653375,,Enterprise System
CD00007530,ACC00007205,2049373323033025,Debit,Visa,2022-03-23,2027-03-22,0.0,Active,UPMA PILLAY,599,Generated,No,No,2026-08-03 12:14:11.654375,,Enterprise System
CD00007531,ACC00007205,5257053573579930,Debit,Mastercard,2018-02-19,2023-02-18,0.0,Active,UPMA PILLAY,850,Generated,Yes,No,2026-08-03 12:14:11.654375,,Enterprise System
CD00007532,ACC00007206,5253350834001965,Debit,Mastercard,2020-10-09,2025-10-08,0.0,Active,MEGHANA KAPUR,384,Generated,Yes,No,2026-08-03 12:14:11.654375,,Enterprise System
CD00007533,ACC00007207,0423767180075224,Debit,RuPay,2017-03-26,2022-03-25,0.0,Expired,JAGDISH HAYER,617,Pending,Yes,No,2026-08-03 12:14:11.655376,,Enterprise System
CD00007534,ACC00007208,4628764047463118,Debit,RuPay,2021-11-30,2026-11-29,0.0,Active,GIRIK SOMAN,131,Generated,Yes,No,2026-08-03 12:14:11.655376,,Enterprise System
CD00007535,ACC00007208,5321736624258507,Credit,Mastercard,2019-07-22,2024-07-20,500000.0,Active,GIRIK SOMAN,277,Generated,Yes,Yes,2026-08-03 12:14:11.655376,,Enterprise System
CD00007536,ACC00007210,1092380925876557,Credit,Visa,2026-04-02,2031-04-01,50000.0,Active,VEDIKA BHALLA,865,Generated,Yes,Yes,2026-08-03 12:14:11.656376,,Enterprise System
CD00007537,ACC00007213,3767860385414428,Debit,RuPay,2026-03-02,2031-03-01,0.0,Active,FORUM PRABHU,558,Generated,Yes,No,2026-08-03 12:14:11.656376,,Enterprise System
CD00007538,ACC00007215,7181638299917176,Credit,Visa,2015-01-20,2020-01-19,50000.0,Active,AMRUTA NATT,833,Generated,Yes,Yes,2026-08-03 12:14:11.656376,,Enterprise System
CD00007539,ACC00007216,7963096595605179,Debit,Visa,2025-10-23,2030-10-22,0.0,Active,NAKUL GARDE,222,Generated,Yes,Yes,2026-08-03 12:14:11.656376,,Enterprise System
CD00007540,ACC00007217,4894348409593192,Prepaid,RuPay,2024-05-19,2029-05-18,50000.0,Active,JALSA GARA,711,Generated,Yes,No,2026-08-03 12:14:11.657375,,Enterprise System
CD00007541,ACC00007218,0425920193467845,Debit,Visa,2022-10-02,2027-10-01,0.0,Active,BHAVANI GOSWAMI,777,Generated,Yes,No,2026-08-03 12:14:11.657375,,Enterprise System
CD00007542,ACC00007218,8926753648601681,Debit,Mastercard,2026-06-28,2031-06-27,0.0,Active,BHAVANI GOSWAMI,913,Generated,Yes,No,2026-08-03 12:14:11.657375,,Enterprise System
CD00007543,ACC00007220,4312628938203846,Prepaid,RuPay,2020-11-21,2025-11-20,10000.0,Active,NILIMA GOLLA,111,Generated,Yes,No,2026-08-03 12:14:11.658375,,Enterprise System
CD00007544,ACC00007220,7208020059821934,Debit,Visa,2023-12-31,2028-12-29,0.0,Active,NILIMA GOLLA,786,Generated,Yes,No,2026-08-03 12:14:11.658375,,Enterprise System
CD00007545,ACC00007221,5952486394832055,Debit,Mastercard,2026-06-19,2031-06-18,0.0,Active,PAVANI NARANG,499,Generated,Yes,No,2026-08-03 12:14:11.658375,,Enterprise System
CD00007546,ACC00007222,7570082428387257,Credit,RuPay,2023-03-11,2028-03-09,200000.0,Active,CHAITANYA CHAR,180,Pending,Yes,Yes,2026-08-03 12:14:11.658375,,Enterprise System
CD00007547,ACC00007222,1143857322824390,Debit,Mastercard,2023-02-10,2028-02-09,0.0,Active,CHAITANYA CHAR,638,Generated,No,Yes,2026-08-03 12:14:11.658375,,Enterprise System
CD00007548,ACC00007223,3699424575645368,Debit,Mastercard,2026-04-01,2031-03-31,0.0,Active,GABRIEL SUNDER,715,Pending,Yes,No,2026-08-03 12:14:11.659899,,Enterprise System
CD00007549,ACC00007224,3268600340233793,Prepaid,Visa,2011-08-27,2016-08-25,50000.0,Active,LAKSHMI BANERJEE,795,Generated,Yes,No,2026-08-03 12:14:11.659899,,Enterprise System
CD00007550,ACC00007226,5516507053741786,Debit,American Express,2016-10-26,2021-10-25,0.0,Closed,CHATRESH ACHARYA,539,Generated,Yes,Yes,2026-08-03 12:14:11.659899,,Enterprise System
CD00007551,ACC00007227,2703187295867110,Credit,Visa,2022-01-27,2027-01-26,100000.0,Active,ISHITA BASSI,321,Generated,Yes,Yes,2026-08-03 12:14:11.660911,,Enterprise System
CD00007552,ACC00007228,4902286469114507,Charge,RuPay,2026-07-28,2031-07-27,1000000.0,Active,FIYAZ SARRAF,343,Generated,Yes,No,2026-08-03 12:14:11.660911,,Enterprise System
CD00007553,ACC00007228,3234429088817783,Debit,Mastercard,2026-07-20,2031-07-19,0.0,Active,FIYAZ SARRAF,347,Generated,Yes,No,2026-08-03 12:14:11.661935,,Enterprise System
CD00007554,ACC00007229,3756374230831352,Debit,American Express,2026-04-08,2031-04-07,0.0,Active,UMANG NATH,721,Generated,Yes,No,2026-08-03 12:14:11.661935,,Enterprise System
CD00007555,ACC00007229,5816081863329260,Debit,Visa,2026-02-05,2031-02-04,0.0,Active,UMANG NATH,673,Generated,Yes,No,2026-08-03 12:14:11.661935,,Enterprise System
CD00007556,ACC00007230,0425236346713794,Debit,Visa,2023-01-17,2028-01-16,0.0,Active,CALEB MEMON,947,Generated,Yes,No,2026-08-03 12:14:11.662930,,Enterprise System
CD00007557,ACC00007231,2559925506635799,Debit,Mastercard,2020-06-08,2025-06-07,0.0,Active,DAKSH BASAK,181,Generated,Yes,No,2026-08-03 12:14:11.662930,,Enterprise System
CD00007558,ACC00007233,1016585766983176,Debit,Mastercard,2024-05-14,2029-05-13,0.0,Active,BANJEET TIWARI,504,Generated,Yes,Yes,2026-08-03 12:14:11.663929,,Enterprise System
CD00007559,ACC00007233,2714738585360566,Credit,Mastercard,2022-11-21,2027-11-20,100000.0,Active,BANJEET TIWARI,744,Generated,Yes,Yes,2026-08-03 12:14:11.663929,,Enterprise System
CD00007560,ACC00007235,4928108849542727,Credit,RuPay,2009-10-15,2014-10-14,1000000.0,Active,VIHAAN KALA,203,Generated,Yes,No,2026-08-03 12:14:11.664929,,Enterprise System
CD00007561,ACC00007235,1709903546481417,Prepaid,Visa,2023-12-16,2028-12-14,25000.0,Active,VIHAAN KALA,759,Generated,Yes,No,2026-08-03 12:14:11.664929,,Enterprise System
CD00007562,ACC00007236,8150244422992206,Credit,RuPay,2023-10-05,2028-10-03,500000.0,Expired,BALJIWAN MORAR,848,Generated,Yes,Yes,2026-08-03 12:14:11.665913,,Enterprise System
CD00007563,ACC00007236,1138031468919423,Credit,Mastercard,2017-07-10,2022-07-09,200000.0,Active,BALJIWAN MORAR,639,Generated,Yes,Yes,2026-08-03 12:14:11.665913,,Enterprise System
CD00007564,ACC00007237,7897655097593550,Credit,RuPay,2022-04-01,2027-03-31,500000.0,Active,KASHISH AURORA,407,Generated,Yes,Yes,2026-08-03 12:14:11.666911,,Enterprise System
CD00007565,ACC00007239,8951443475789155,Credit,RuPay,2025-11-11,2030-11-10,200000.0,Active,ABHIRAM NARASIMHAN,860,Generated,No,No,2026-08-03 12:14:11.666911,,Enterprise System
CD00007566,ACC00007240,8909829695708197,Debit,Mastercard,2016-08-24,2021-08-23,0.0,Lost,KRISHNA NAGAR,244,Generated,Yes,No,2026-08-03 12:14:11.667913,,Enterprise System
CD00007567,ACC00007241,4244481846557320,Debit,Mastercard,2026-01-24,2031-01-23,0.0,Active,IKSHITA SINHA,845,Generated,Yes,No,2026-08-03 12:14:11.667913,,Enterprise System
CD00007568,ACC00007243,0343156196408733,Debit,Mastercard,2020-05-27,2025-05-26,0.0,Blocked,UMANG SARRAF,535,Generated,Yes,No,2026-08-03 12:14:11.667913,,Enterprise System
CD00007569,ACC00007244,1124707022353435,Debit,Mastercard,2021-09-09,2026-09-08,0.0,Active,ABDUL BOSE,807,Generated,Yes,Yes,2026-08-03 12:14:11.668912,,Enterprise System
CD00007570,ACC00007244,5786645878683767,Credit,Mastercard,2024-05-19,2029-05-18,200000.0,Active,ABDUL BOSE,781,Generated,No,No,2026-08-03 12:14:11.668912,,Enterprise System
CD00007571,ACC00007246,9699452296933922,Debit,RuPay,2026-06-11,2031-06-10,0.0,Active,WATIKA BRAHMBHATT,225,Generated,Yes,Yes,2026-08-03 12:14:11.668912,,Enterprise System
CD00007572,ACC00007247,8213860399085888,Debit,Visa,2023-08-16,2028-08-14,0.0,Blocked,EKBAL MOHANTY,309,Generated,Yes,No,2026-08-03 12:14:11.669912,,Enterprise System
CD00007573,ACC00007247,0932094476569375,Charge,Visa,2019-02-10,2024-02-09,100000.0,Active,EKBAL MOHANTY,492,Generated,Yes,No,2026-08-03 12:14:11.669912,,Enterprise System
CD00007574,ACC00007248,2296234639305129,Prepaid,Mastercard,2023-02-18,2028-02-17,10000.0,Blocked,PRANEEL HAYER,264,Generated,Yes,No,2026-08-03 12:14:11.670417,,Enterprise System
CD00007575,ACC00007251,1872969237013800,Debit,Mastercard,2026-07-23,2031-07-22,0.0,Active,KRISHNA RATTAN,469,Generated,Yes,No,2026-08-03 12:14:11.670417,,Enterprise System
CD00007576,ACC00007252,6370886260045645,Credit,Mastercard,2026-06-23,2031-06-22,200000.0,Active,HENRY SACHAR,818,Pending,Yes,Yes,2026-08-03 12:14:11.671423,,Enterprise System
CD00007577,ACC00007254,8666350800786503,Credit,Visa,2009-07-10,2014-07-09,1000000.0,Active,ONI BHARGAVA,437,Generated,Yes,No,2026-08-03 12:14:11.671423,,Enterprise System
CD00007578,ACC00007255,5278532679932852,Debit,Mastercard,2022-04-23,2027-04-22,0.0,Active,ALEXANDER WABLE,198,Generated,Yes,Yes,2026-08-03 12:14:11.671423,,Enterprise System
CD00007579,ACC00007255,6718288283284782,Credit,Visa,2023-05-07,2028-05-05,50000.0,Active,ALEXANDER WABLE,208,Generated,Yes,No,2026-08-03 12:14:11.671423,,Enterprise System
CD00007580,ACC00007257,4923239963379463,Debit,Visa,2016-07-10,2021-07-09,0.0,Active,VIRAJ MANGAL,798,Generated,Yes,Yes,2026-08-03 12:14:11.671423,,Enterprise System
CD00007581,ACC00007258,1035950686014992,Credit,Mastercard,2024-12-12,2029-12-11,1000000.0,Active,QUINCY DESHMUKH,737,Generated,No,Yes,2026-08-03 12:14:11.672929,,Enterprise System
CD00007582,ACC00007260,7145742412922186,Credit,Mastercard,2021-07-30,2026-07-29,100000.0,Active,ISHA KAR,934,Generated,Yes,No,2026-08-03 12:14:11.672929,,Enterprise System
CD00007583,ACC00007262,8632570566088254,Credit,RuPay,2020-02-13,2025-02-11,500000.0,Active,EKAVIR COMAR,442,Generated,Yes,Yes,2026-08-03 12:14:11.672929,,Enterprise System
CD00007584,ACC00007263,9164492596368773,Debit,RuPay,2019-11-25,2024-11-23,0.0,Active,NIMRAT GANDHI,375,Generated,Yes,Yes,2026-08-03 12:14:11.673934,,Enterprise System
CD00007585,ACC00007264,1726952197980744,Credit,RuPay,2025-03-19,2030-03-18,1000000.0,Active,SARTHAK VALA,167,Generated,Yes,No,2026-08-03 12:14:11.673934,,Enterprise System
CD00007586,ACC00007265,7998221452882303,Debit,RuPay,2020-10-08,2025-10-07,0.0,Blocked,MAANAS BUMB,525,Generated,Yes,No,2026-08-03 12:14:11.673934,,Enterprise System
CD00007587,ACC00007265,6413730283476014,Debit,RuPay,2024-01-24,2029-01-22,0.0,Active,MAANAS BUMB,145,Generated,Yes,No,2026-08-03 12:14:11.674935,,Enterprise System
CD00007588,ACC00007266,9946761752714947,Debit,Mastercard,2025-10-31,2030-10-30,0.0,Active,DIVYA SARKAR,593,Generated,Yes,Yes,2026-08-03 12:14:11.674935,,Enterprise System
CD00007589,ACC00007267,4728875868561465,Credit,Mastercard,2020-05-18,2025-05-17,500000.0,Active,YASTI MAGAR,255,Pending,Yes,No,2026-08-03 12:14:11.674935,,Enterprise System
CD00007590,ACC00007267,4134665078873970,Credit,Visa,2013-03-29,2018-03-28,500000.0,Closed,YASTI MAGAR,254,Generated,Yes,No,2026-08-03 12:14:11.675934,,Enterprise System
CD00007591,ACC00007268,4725072106614541,Debit,RuPay,2024-10-10,2029-10-09,0.0,Active,FARAJ DUTTA,868,Generated,Yes,No,2026-08-03 12:14:11.675934,,Enterprise System
CD00007592,ACC00007269,7349995324907223,Debit,Visa,2022-06-01,2027-05-31,0.0,Lost,NEEL VERMA,122,Generated,No,No,2026-08-03 12:14:11.675934,,Enterprise System
CD00007593,ACC00007269,8292721150083255,Debit,Visa,2011-08-01,2016-07-30,0.0,Active,NEEL VERMA,741,Generated,Yes,No,2026-08-03 12:14:11.675934,,Enterprise System
CD00007594,ACC00007270,5645881947216259,Debit,Visa,2026-07-23,2031-07-22,0.0,Active,VASANA TATA,823,Generated,Yes,No,2026-08-03 12:14:11.676934,,Enterprise System
CD00007595,ACC00007271,2771299660870791,Debit,Visa,2024-10-25,2029-10-24,0.0,Active,JACKSON MANDAL,819,Generated,Yes,Yes,2026-08-03 12:14:11.677934,,Enterprise System
CD00007596,ACC00007272,0651095867641476,Debit,Visa,2026-07-10,2031-07-09,0.0,Active,INAYA KHOSLA,419,Generated,Yes,No,2026-08-03 12:14:11.677934,,Enterprise System
CD00007597,ACC00007272,3288504071490056,Credit,Mastercard,2022-03-07,2027-03-06,200000.0,Active,INAYA KHOSLA,888,Generated,Yes,No,2026-08-03 12:14:11.677934,,Enterprise System
CD00007598,ACC00007273,2946235047899181,Debit,Visa,2020-12-13,2025-12-12,0.0,Active,AZAAN BHATNAGAR,502,Generated,Yes,No,2026-08-03 12:14:11.678935,,Enterprise System
CD00007599,ACC00007274,7831773396743404,Credit,RuPay,2016-03-26,2021-03-25,50000.0,Active,EKANTIKA KAPUR,105,Generated,Yes,No,2026-08-03 12:14:11.678935,,Enterprise System
CD00007600,ACC00007274,0865275360212213,Prepaid,Visa,2021-12-17,2026-12-16,10000.0,Active,EKANTIKA KAPUR,250,Generated,Yes,No,2026-08-03 12:14:11.678935,,Enterprise System
CD00007601,ACC00007275,5857757017749323,Debit,RuPay,2020-12-18,2025-12-17,0.0,Active,VARENYA BALASUBRAMANIAN,656,Generated,Yes,No,2026-08-03 12:14:11.679934,,Enterprise System
CD00007602,ACC00007275,4479308874943080,Credit,Mastercard,2025-07-27,2030-07-26,100000.0,Active,VARENYA BALASUBRAMANIAN,459,Generated,Yes,No,2026-08-03 12:14:11.679934,,Enterprise System
